id,title,enumeration_chronology,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,end_date,start_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,isbn,lccn,oclccn,url
5971100,Recuperando la memoria: afrodescendientes en la frontera uruguayo brasileña a mediados del siglo XX,,,Afrodescendientes en la frontera uruguayo brasileña a mediados del siglo XX,"Chagas, Karla.","Stalla, Natalia.",Montevideo,Mastergraf,2009,,,,,,1a. ed.,monographic,,spa,text,print,122 p. : ill. ; 25 cm.,bibliography,,Blacks|||History|||Social life and customs,20th century,Uruguay|||Brazil|||s-bl---|||s-uy---,,,,,9789974968059|||9974968054,,,
4144118,"Classes, raças e democracia",,,,"Guimarães, Antônio Sérgio A. (Antônio Sérgio Alfredo)",,São Paulo,"UFSP, Fundação de Apoio à Universidade de São Paulo|||Editora 34",2002,,,,,,1. ed.,monographic,,spa,text,print,231 p. ; 21 cm.,bibliography,,Social classes|||Racism|||Ethnic relations,,Brazil|||s-bl---,,,,,857326232X,,,
6121348,Relações raciais e desigualdade no Brasil,,,,"Santos, Gevanilda.",,São Paulo,Selo Negro,2009,,,,,,,monographic,,por,text,print,94 p. : ill. ; 18 cm.,bibliography,,Race relations|||Racism|||Race discrimination|||Equality|||Blacks|||Social conditions,,Brazil|||s-bl---,,,,,9788587478382|||8587478389,,,
4144150,"antropólogo e sua magia: trabalho de campo e texto etnográfico nas pesquisas antropológicas sobre religiões afro-brasileiras, O",,,,"Silva, Vagner Gonçalves da.",,"São Paulo, SP, Brasil",Edusp,c2000,2000,,,,,,monographic,,por,text,print,194 p. ; 26 cm.,bibliography,,Afro-Brazilian cults|||Blacks|||Religion,,Brazil|||s-bl---,,,,,8531405718,2002354080,,
6911301,Ritmos negros del Perú: reconstruyendo la herencia musical africana,,Black rhythms of Peru Spanish,,"Feldman, Heidi Carolyn, 1965-",,"Lima, Perú","Pontificia Universidad Católica del Perú, Instituto de Etnomusicología|||Instituto de Estudios Peruanos",2009,,,,,,1. ed.,monographic,,spa,text,print,"xii, 343 p. : ill. ; 23 cm.",bibliography,,"Blacks|||Music|||History and criticism|||Folk music|||Dance, Black|||History|||Black theater",,Peru|||s-pe---,,,,,9789972512315|||9972512312,,,
7299522,Ronswao: Ronswao,,,Orígenes del Ritual Congo,"Góndola Solís, Nolis Boris, 1966-",,Panamá,Imprenta Articsa,2009,,,,,,1. ed.,monographic,,spa,text,print,156 p. ; 21 cm,bibliography|||novel,,Blacks|||Fiction,,Panama|||ncpn---,,,,,9789962007982|||9962007984,,,
4150361,"Negros, pardos y mulatos: otra historia que contar",,,,"González Esponda, Juan.",,"Tuxtla, Gutierrez, Chiapas [Mexico]",Consejo Estatal para la Cultura y las Artes de Chiapas|||Gobierno del Estado de Chiapas,2002,,,,,,,monographic,,spa,text,print,195 p. ; 19 cm.,bibliography,,Blacks|||History|||Mestizaje|||Negros|||Hispanoamérica|||Historia.,,Mexico|||Chiapas|||Chiapas (Mexico)|||n-mx---,,,,,9706970649,,,
6121677,Silencio y exclusión: la afrovenezolanidad tras la sombra : una perspectiva desde la enseñanza de la historia,,,Afrovenezolanidad tras la sombra,"Bermúdez S., Mailyng.",,"Caracas, Venezuela",Fundación Editorial El Perro y la Rana,c2009,2009,,,,,,monographic,,spa,text,print,157 p. ; 21 cm.,bibliography,,Blacks|||Historiography|||History|||Study and teaching|||Race relations,,Venezuela|||s-ve---,,,,,9789801404934|||9801404930,,,
7174887,Sweet liberty [electronic resource]: the final days of slavery in Martinique,,,,"Schloss, Rebecca Hartkopf, 1970-",,Philadelphia,University of Pennsylvania Press,c2009,2009,,,,,,monographic,,eng,text,electronic|||electronic resource,"vi, 300 p. : ill., maps ; 24 cm.",bibliography,,Slavery|||History|||Slaves,,Martinique|||nwmq---,,,,,9780812241723 (alk. paper)|||081224172X (alk. paper),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=3441690
5848164,Sweet liberty: the final days of slavery in Martinique,,,,"Schloss, Rebecca Hartkopf, 1970-",,Philadelphia,University of Pennsylvania Press,c2009,2009,,,,,,monographic,,eng,text,print,"vi, 300 p. : ill., maps ; 24 cm.",bibliography,,Slavery|||History|||Slaves,,Martinique|||nwmq---,,,,,9780812241723 (alk. paper)|||081224172X (alk. paper),2008051923,,
4157938,"Africans in Colonial Mexico: absolutism, Christianity, and Afro-Creole consciousness, 1570-1640",,,,"Bennett, Herman L. (Herman Lee), 1964-",,Bloomington,Indiana University Press,c2003,2003,,,,,,monographic,,eng,text,print,"x, 275 p. : maps ; 24 cm.",bibliography,"""Colonial Mexico was home to the largest population of free and slave Africans in the New World. This book is a study of this population, chiefly in the Mexico City area. It looks at the ways in which slaves and free blacks learned to make their way in a culture of state and religious absolutism. Herman L. Bennett is particularly interested in the way blacks learned to use Spanish and ecclesiastical legal institutions to create a semblance of cultural autonomy, while at the same time enmeshing themselves and their descendants with the dominant culture. This distinctive aspect of Afro-Mexican creolization in an absolutist culture has been little studied. Bennett has gone to the secular and ecclesiastical court records and teased out much new information about the lives of slaves and free blacks, the ways in which their lives were regulated by the government and the Church, the impact upon them of the Inquisition, their legal status in marriage, and their rights and obligations as Christian subjects.""--BOOK JACKET.",Blacks|||Social conditions|||Marriage customs and rites|||Acculturation|||History|||Church and state|||Slavery and the church|||Ecclesiastical law,"Spanish colony, 1540-1810",Mexico|||Mexico City|||n-mx---,,,,,0253342368 (cloth : alk. paper),2002152282,,
6601245,"Terra de preto: usos e ocupação da terra por escravos e libertos (Vale do Paraíba mineiro, 1850-1920)",,,,"Guimarães, Elione Silva, 1962-",,Niterói,Editora da UFF,2009,,,,,,,monographic,,por,text,print,307 p. ; 21 cm.,bibliography,,Land tenure|||History|||Slavery|||Squatter settlements|||Social conditions|||Blacks,,Brazil|||Paraíba do Sul River Valley|||Paraíba do Sul River Valley (Brazil)|||s-bl---,,,,,9788522805068|||8522805067,,,
6123306,"Territorios ancestrales, identidad y palma: una lectura desde las comunidades afroecuatorianas",,,,,"Núñez Torres, Ana María.|||Valencia Piñeiro, Vianneiz.|||Ordóñez Lara, Henry.|||García Salazar, Juan.","Quito, Ecuador",Altropico,[2009?],2009,,,,,,monographic,,spa,text,print,"176 p. : ill., col. map ; 21 cm.",bibliography,,Blacks|||Ethnic identity|||Oil palm|||Social aspects|||Human territoriality|||Ethnic relations,,Ecuador|||s-ec---,,,,,,,,
4164467,"legacy of Vicente Guerrero: Mexico's first Black Indian president, The",,,Mexico's first Black Indian president,"Vincent, Theodore G.",,"Gainesville, FL",University Press of Florida,c2001,2001,,,,,,monographic,,eng,text,print,"xii, 336 p. : ill., maps. ; 24 cm.",bibliography|||biography,,"Politics and government|||Equality|||History|||Social classes|||Blacks|||Race relations|||Guerrero, Vicente 1782-1831|||Riva Palacio, Vicente 1832-1896",19th century,Mexico|||n-mx---,,,,,0813024226 (cloth : alk. paper)|||0813024234 (cloth : alk. paper),2001027081,,
6402642,Tinta negra en el gris del ayer: los afroporteños a través de sus periódicos entre 1873 y 1882,,,,"Cirio, Norberto Pablo.",,"Buenos Aires, Argentina",Teseo,c2009,2009,,,,,,monographic,,spa,text,print,257 p. : ill. ; 23 cm.,bibliography,,Blacks|||Social life and customs|||Blacks and mass media|||History|||Journalism,19th century,Argentina|||s-ag---,,,,,9789871354375|||9871354371,2009511151,,
4166828,Da senzala à capela =: From senzala to chapel,,,From senzala to chapel,"Tomaz, Laycer.","Penney, John.","Brasília, DF",Editora UnB,c2000,2000,,,,,,monographic,,por|||eng,text,print,127 p. : ill. ; 31 cm.,bibliography,,"Devotion to|||Festivals|||Fasts and feasts|||Congadas|||Moçambique (Dance)|||Blacks|||Religion|||Social life and customs|||Religious life and customs|||Blessed Virgin, Saint Mary",,Brazil|||s-bl---,,,,,8523006095,2003337054,,
6850023,Traços étnicos: espacialdades e culturas negras e indígenas,,,Espacialdades e culturas negras e indígenas,"Ratts, Alex.",,Fortaleza,"Museu do Ceara, Secretaria da Cultura do Esetado do Ceará",2009,,,,,,2-a edição.,monographic,,por,text,print,119 p. ; 16 cm.,bibliography,,Blacks|||Social life and customs|||Indigenous peoples|||Ethnology,,Brazil|||Ceará (State)|||s-bl---,,,,,8589573435|||9788589573436,,,
4166841,Ardis da imagem: exclusão étnica e violência nos discursos da cultura brasileira,,,Exclusão étnica e violência nos discursos da cultura brasileira,"Pereira, Edimilson de Almeida, 1963-","Gomes, Núbia Pereira de Magalhães.","Belo Horizonte, MG",Mazza Edições|||Editora PUC-Minas,c2001,2001,,,,,,monographic,,por,text,print,310 p. : ill. (some col.) ; 21 cm.,bibliography,,Blacks|||Social conditions|||Race discrimination|||Racism|||Race relations,,Brazil|||s-bl---,,,,,8571601801,,,
6365566,Vestígios recuperados: experiências da comunidade negra rural de Tijuaçu-BA,,,,"Miranda, Carmélia Aparecida Silva.",,"São Paulo|||Salvador, BA]",Annablume|||UNEB,2009,,,,,,1. ed.,monographic,,por,text,print,"172 p. : ill., maps ; 23 cm.",bibliography,,Blacks|||Social life and customs|||Government relations|||Politics and culture|||History|||Race relations,,Brazil|||Bahia (State)|||Bahia (Brazil : State)|||s-bl---,,,,,9788539100880 (pbk.)|||8539100886 (pbk.)|||9788539100286 (pbk.)|||8539100282 (pbk.),,,
4168129,Sociedades negras en la costa Pacífica del Valle del Cauca durante los siglos XIX y XX,,,,"Romero, Mario Diego.",,Cali,"Gobernación del Valle del Cauca, Concurso de Autores Vallecaucanos Jorge Isaacs",2003,,,,,,,monographic,,eng,text,print,"240 p. : ill., maps ; 22 cm.",bibliography,,Blacks|||Social conditions,,Colombia|||Valle del Cauca,,,,,958934741X,,,
6149453,Voces de la población afrocolombiana en la localidad de Kennedy,,,,,"Wabgou, Maguemati, 1968-","Bogotá, Colombiana","Universidad Nacional de Colombia, Sede Bogotá|||Instituto Unidad de Investigaciones Jurídico-Sociales Gerardo Molina (UNIJUS)",2009,,,,,,1. ed.,monographic,,spa,text,print,151 p. ; 25 cm.,bibliography,,"Blacks|||Economic conditions|||Social conditions|||Migration, Internal",,Colombia|||Bogotá|||Bogotá (Colombia)|||s-ck---,,,,,9789588546018|||958854601X,,,
4168893,"Alma en boca y huesos en costal: una aproximación a los contrastes socio-económicos de la esclavitud : Santafé, Mariquita y Mompox, 1610-1660",,,,"Valencia Villa, Carlos Eduardo.",,Bogotá,Instituto Colombiano de Antropología e Historia,2003,,,,,,,monographic,,spa,text,print,"214 p. : ill., map ; 23 cm.",bibliography,,Slavery|||Economic aspects|||History,17th century,Colombia|||Bogotá|||Mariquita|||Mompós (Mompós)|||s-ck---,,,,,9588181097,2003482941,,
5708718,Voice of the leopard: African secret societies and Cuba,,,,"Miller, Ivor.",,Jackson,University Press of Mississippi,c2009,2009,,,,,,monographic,,eng,text,print,"xx, 364 p., [16] p. of plates : ill. (some col.), maps (some col.) ; 25 cm.",bibliography,,Secret societies|||Blacks|||Social life and customs|||Sociedad Abakuá (Cuba),,Cuba|||nwcu---,,,,,9781934110836 (alk. paper)|||1934110833 (alk. paper),2008033971,,
8726604,Voice of the leopard [electronic resource]: African secret societies and Cuba,,,,"Miller, Ivor.",,Jackson,University Press of Mississippi,c2009,2009,,,,,,monographic,,eng,text,electronic|||electronic resource,"xx, 364 p., [16] p. of plates : ill. (some col.), maps (some col.) ; 25 cm.",bibliography,,Secret societies|||Blacks|||Social life and customs|||Sociedad Abakuá (Cuba),,Cuba|||nwcu---,,,,,9781934110836 (alk. paper)|||1934110833 (alk. paper),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=840360
4168895,"alabao: cantos fúnebres de la tradición oral del Pacífico Colombiano, El",,,Cantos fúnebres de la tradición oral del Pacífico Colombiano,"Córdoba Cuesta, Darcio Antonio.","Róvira de Córdoba, Cidenia.",Bogotá,Corporación Identidad Cultural,2003,,,,,,,monographic,,spa,text,print,"107, [13] p. : ill., maps ; 21 cm.",bibliography,,Blacks|||Funeral customs and rites|||Funeral music|||History and criticism|||Folk songs,,Colombia|||Chocó|||s-ck---,,,,,9589688942,,,
5635638,1810: la Revolución de Mayo vivida por los negros,,,Mil ochocientos diez|||Revolución de Mayo vivida por los negros,"Cucurto, Washington, 1973-",,Buenos Aires,Emecé Editores,2008,,,,,,1a. ed.,monographic,,spa,text,print,237 p. ; 23 cm.,,,Blacks|||Fiction|||History,"War of Independence, 1810-1817",Argentina,,,,,9789500430456|||9500430452,,,
4171465,"Cátedra de Estudios Afrocolombianos: nociones elementales y hechos históricos que se deben conocer para el desarrollo de la Cátedra de Estudios Afrocolombianos, o lo que todos debemos saber sobre los negros",,,Nociones elementales y hechos históricos que se deben conocer para el desarrollo de la Cátedra de Estudios Afrocolombianos|||Lo que todos debemos saber sobre los negros,"Arriaga Copete, Libardo, 1930-",,Colombia],M. Contreras Hernández,[2002],2002,,,,,,monographic,,spa,text,print,"347 p. : ill., map ; 24 cm.",bibliography,,Blacks|||History|||Study and teaching,,Colombia|||s-ck---,,,,,9583338176,,,
6395530,25 anos 1980-2005: movimento negro no Brasil = 25 years of the Black Movement in Brasil,,,Movimento negro no Brasil|||25 years of the black movement in Brasil|||Vinte e cinco anos 1980-2005|||Twenty-five years of the black movement in Brasil,,"Garcia, Januario.|||Fundação Cultural Palmares (Brazil)|||Instituto Brasileiro de Administração para o Desenvolvimento","Brasília, DF",Fundação Cultural Palmares,2008,,,,,,2a. ed.,monographic,,por|||eng,text,print,"165, [11] p. : ill. (some col.) ; 24 x 32 cm.",bibliography,,Blacks|||Politics and government,20th century|||21st century,Brazil|||s-bl---,,,,,9788575720080|||8575720082,2007317283,,
4171489,Território negro em espaço branco: estudo antropológico de Vila Bela,,,,"Bandeira, Maria de Lourdes.",,"São Paulo, SP|||Brasília]",Editora Brasiliense|||Conselho Nacional de Desenvolvimento Científico e Tecnológico,1988,,,,,,,monographic,,por,text,print,346 p. : ill. ; 21 cm.,bibliography,,Blacks|||History|||Economic conditions|||Social conditions|||Race relations,,"Brazil|||Mato Grosso (Mato Grosso)|||Mato Grosso (Mato Grosso, Brazil)|||s-bl---",,,,,8511130802,89143746,,
5837839,¡Aquí estamos!: el negro en la obra de Nicolás Guillén,,Selections. 2008,Negro en la obra de Nicolás Guillén,"Guillén, Nicolás, 1902-1989","García Ronda, Denia.",La Habana,Editorial de Ciencias Sociales,2008,,,,,,,monographic,,spa,text,print,350 p. ; 21 cm.,,,Blacks|||Poetry,,Cuba|||nwcu---,,,,,9789590611209|||9590611206,,,
6908737,"Artists, performers, and black masculinity in the Haitian diaspora",,,,"Braziel, Jana Evans, 1967-",,Bloomington,Indiana University Press,c2008,2008,,,,,,monographic,,eng,text,print,300 p. : ill. ; 25 cm.,bibliography,"Jana Evans Braziel examines how Haitian diaspora writers, performance artists, and musicians address black masculinity through the Haitian Creole concept of gwo negs, or ""big men."" She focuses on six artists and their work: writer Dany Laferriere, director Raoul Peck, rap artist Wyclef Jean, artist Jean-Michel Basquiat, drag queen performer and poet Assotto Saint, and queer drag king performer Dred (a.k.a. Mildred Gerestant). For Braziel, these individuals confront the gendered, sexualized, and racialized boundaries of America's diaspora communities and openly resist ""domestic"" imperialism that targets immigrants, minorities, women, gays, and queers. This is a groundbreaking study at the intersections of gender and sexuality with race, ethnicity, nationality, and diaspora.",Masculinity in art|||Blacks in art|||Gender identity in art|||Expatriate artists|||Artists,,United States|||Canada|||Haiti|||n-us---|||n-cn---|||nwht---,,,,,9780253351395 (cloth)|||0253351391 (cloth)|||9780253219787 (pbk.)|||0253219787 (pbk.),2007051595,,
4173376,Minerva [microform]: revista quincenal dedicada a la mujer de color,,"Minerva (Havana, Cuba : 1888)",Revista quincenal dedicada a la mujer de color,,"Edreira, Oscar Guillermo.",Habana,[s.n.],1888-1915,1888/1915,,1915,1888,,,continuing,Semimonthly,spa,text,microfiche|||microform,7 v. : ill.,periodical,,History|||Periodicals|||Women|||Blacks,,Cuba|||nwcu---,,,,,,2001238550,,
6229094,"bembeteos de la plena puertorriqueña, Los",,,,"López, Ramón.",,"San Juan, P.R",Ediciones Huracán,2008,,,,,,1a ed.,monographic,,spa,text,print,260 p. : ill. ; 20 cm.,bibliography,,Folk music|||History and criticism|||Popular music|||Blacks|||Music,,Puerto Rico|||nwpr---,,,,,1932913319|||9781932913316,2008442607,,
5577122,"Brancos e negros em São Paulo: ensaio sociológico sobre aspectos da formação, manifestações atuais e efeitos do preconceito de cor na sociedade paulistana",,,,"Bastide, Roger, 1898-1974","Fernandes, Florestan.",São Paulo,Global,2008,,,,,,"4a ed., rev.",monographic,,por,text,print,302 p. ; 23 cm.,bibliography,,Blacks|||Race relations,,Brazil|||São Paulo|||São Paulo (Brazil),,,,,8526012584|||9788526012585,,,
5567202,Cadernos negros: literatura afro-brasileira contemporânea = Black notebooks : contemporary Afro-Brazilian literature,,,Black notebooks|||Contemporary Afro-Brazilian literature,,"Afolabi, Niyi.|||Barbosa, Marcio, 1959-|||Ribeiro, Esmeralda, 1958-|||Quilombhoje (São Paulo, Brazil)","Trenton, NJ",Africa World Press,c2008,2008,,,,,,monographic,,eng|||por,text,print,"xxxii, 368 p. : ill. ; 22 cm.",bibliography,,Brazilian literature|||Black authors|||Translations into English|||Blacks|||Literary collections,20th century,Brazil,,,,,1592213839 (hardcover)|||9781592213832 (hardcover)|||1592213847 (pbk.)|||9781592213849 (pbk.),2006021168,,
5693902,"Cativos nas terras dos pantanais: escravidão e resistência no sul do Mato Grosso, séculos XVIII e XIX",,,,"Moura, Zilda Alves de.",,"Passo Fundo, RS","Universidade de Passo Fundo, Editora Universitária",2008,,,,,,,monographic,,por,text,print,413 p. : maps ; 21 cm.,bibliography,,Slavery|||Blacks|||History,,Brazil|||Mato Grosso (State)|||s-bl---,,,,,8575153781|||9788575153789|||9788575154441|||8575154443,,,
6064047,Comunidades negras y espacio en el Pacífico colombiano: hacia un giro geográfico en el estudio de los movimientos sociales,,,Hacia un giro geográfico en el estudio de los movimientos sociales,"Oslender, Ulrich.",,Bogotá,"Instituto Colombiano de Antropología e Historia/Universidad Colegio Mayor de Cundinamarca, Universidad del Cauca",2008,,,,,,1. ed.,monographic,,spa,text,print,"355 p. : ill., maps ; 24 cm.",bibliography,,Blacks|||Social conditions|||Social movements|||Spatial behavior|||Human geography|||Race relations,,Colombia|||Pacific Coast|||Pacific Coast (Colombia)|||s-ck---,,,,,9588181496 (pbk.)|||9789588181493 (pbk.),2009433540,,
4191477,Buenos Aires negra: arqueología histórica de una ciudad silenciada,,,,"Schávelzon, Daniel.",,Buenos Aires,Emecé Editores,c2003,2003,,,,,1. ed.,monographic,,spa,text,print,209 p. : ill. ; 23 cm.,bibliography,,Blacks|||History|||Material culture|||Archaeology and history,1776-1810,Argentina|||Buenos Aires|||s-ag---,,,,,9500424592,2003482299,,
5647459,Comunidades quilombolas de Minas Gerais no século XXI: história e resistência,,,,"Santos, Maria Elisabete Gontijo dos.","Camargo, Pablo Matos.",Belo Horizonte,Autêntica|||CEDEFES,c2008,2008,,,,,,monographic,,por,text,print,"391 p. : ill. (some col.), maps (some col.) ; 23 cm.",bibliography,,Quilombos|||Blacks|||Land tenure|||Politics and government|||Social conditions|||História,21st century,Brazil|||Minas Gerais|||Minas Gerais (Brazil)|||s-bl---,,,,,9788575262740|||8575262742,2008318923,,
6997485,Declaración de áreas protegidas en territorios colectivos de comunidades negras en Colombia,,,,"Hinestroza Cuesta, Lisneider.",,Bogotá,Universidad Tecnológica del Chocó|||Universidad Externado de Colombia,2008,,,,,,1. ed.,monographic,,spa,text,print,349 p. : 1 map ; 21 cm.,bibliography,,"Blacks|||Legal status, laws, etc|||Commons|||Protected areas|||Law and legislation",,Colombia|||s-ck---,,,,,9789587103465|||9587103467,2010447266,,
4192961,Entre Africas e Brasis,,,,,"Pantoja, Selma.|||Paula, Carlos Alberto Reis de.","São Paulo]|||Brasília, DF",Marco Zero|||Paralelo 15,c2001,2001,,,,,,monographic,,por,text,print,208 p. : ill. ; 23 cm.,bibliography,,Women|||Blacks|||History|||Race relations,20th century,"Africa, Sub-Saharan|||Brazil|||fb-----|||s-bl---",,,,,852790344X,2004342995,,
6087304,"Democracia racial, do discurso à realidade: caminhos para a superação das desigualdades sociorraciais brasileiras",,,,"Vieira, Vinícius Rodrigues.",,"São Paulo, Brasil",Paulus,c2008,2008,,,,,,monographic,,por,text,print,"261 p. : ill., maps ; 21 cm.",bibliography,,Blacks|||Government policy|||Affirmative action programs|||Race discrimination|||Race relations|||Civil rights|||Multiculturalism|||Desigualdades sociais|||Discriminação social|||Igualdade social|||Grupos étnicos,,Brazil|||Brasil|||s-bl---,,,,,9788534929240|||8534929246,2009348135,,
4193134,Libertad de los esclavos en Colombia,,,,"Hernández de Alba, Gregorio, 1904-1973",,Bogotá,Editorial ABC,1956,,,,,,,monographic,,spa,text,print,79 p. ; 22 cm.,,,Slavery,,Colombia|||s-ck---,,,,,,,,
5907642,"derecho a no ser discriminado: primer informe sobre discriminación racial y derechos de la población afrocolombiana : version resumida, El",,,,"Rodríguez Garavito, César A.","Alfonso Sierra, Tatiana.|||Cavelier Adarve, Isabel.|||Observatorio de Discriminación Racial (Colombia)",Bogotá,"Observatorio de Discriminación Racial|||Programa de Justicia Global y Derechos Humanos y CIJUS, Universidad de los Andes|||Proceso de Comunidades Negras (PCN)|||Centro de Estudios de Derecho, Justicia y Sociedad (Dejusticia)",2008,,,,,,1. ed.,monographic,,spa,text,print,"69 p. : ill., map ; 23 cm.",bibliography,,"Blacks|||Legal status, laws, etc|||Civil rights|||Race discrimination|||Human rights",,Colombia|||s-ck---,,,,,9789586953863|||9586953866,,,
4194054,Comunidades negras: territorio y desarrollo : propuestas y discusión,,Revista Esteros,,,"Seminario ""Análisis y Perspectivas de la Ley 70"" (1995 : Albán, Colombia)","Medellín, Colombia?",s.n.],1996,,,,,,,monographic,,spa,text,print,270 p. : ill. ; 23 cm.,conference publication,,"Blacks|||Social conditions|||Congresses|||Government relations|||Legal status, laws, etc|||Race relations|||Land use|||Government policy|||Economic policy",,Colombia|||s-ck---,,,,,,97133103,,
5709031,"Domingos Sodré, um sacerdote africano: escravidão, liberdade e candomblé na Bahia do século XIX",,,,"Reis, João José.",,São Paulo,Companhia das Letras,2008,,,,,,,monographic,,spa,text,print,"463 p. : ill., maps, ports., facsims. ; 21 cm.",bibliography,,"Freedmen|||Biography|||Slavery|||History|||Blacks|||Social conditions|||Negros|||Sodré, Domingos",19th century|||Século 19,Brazil|||Bahia (State)|||Bahia|||Bahia (Brazil : State)|||Bahia (HistÓria)|||s-bl---,,,,,9788535912869|||853591286X,,,
6046022,"Ecos da escravidão: memória e ""imagens identitárias"" de indivíduos negros em Caxias-Maranhão (1980-2000)",,,,"Morais, Francinaldo de Jesus.",,Imperatriz,Ética Editora,c2008,2008,,,,,,monographic,,por,text,print,201 p. ; 20 cm.,bibliography,,Blacks|||Slavery|||Ethnicity,,Brazil|||Caxias (Maranhão)|||s-bl---,,,,,9788588172234|||8588172232,,,
6167800,"educación afrocolombiana: escenarios históricos y etnoeducativos, 1975-2000, La",,,,"Garcés Aragón, Daniel.",,Colombia]|||Santiago de Cali,Rudecolombia|||Editorial CTP proyección,2008,,,,,,1. ed.,monographic,,spa,text,print,"393 p. : ill. (some col.), col. maps ; 24 cm.",bibliography,,Blacks|||Education|||History|||Ethnic identity,20th century,Colombia|||s-ck---,,,,,9589828280|||9789589828281,,,
4197299,"Mariel exodus twenty years later: a study on the politics of stigma and a research bibliography, The",,,,"Fernández, Gastón.",,Miami,Ediciones Universal,2002,,,,,,1st ed.,monographic,,eng,text,print,207 p. ; 23 cm.,bibliography,,"Cuban Americans|||Social conditions|||Immigrants|||Stigma (Social psychology)|||Case studies|||Racism|||Mariel Boatlift, 1980|||Race relations|||Ethnic relations|||Emigration and immigration",,United States|||Cuba|||n-us---|||nwcu---,,,,,897298217,2002106640,,
5693253,"ethnological interpretation of the Afro-Cuban world of Lydia Cabrera (1900-1991), An",,,,"Gutiérrez, Mariela.",,Lewiston,Edwin Mellen Press,c2008,2008,,,,,,monographic,,eng,text,print,"x, 251 p., 11 p. of plates : ill. ; 24 cm.",bibliography,,"Criticism and interpretation|||Blacks in literature|||Blacks|||Folklore|||Cabrera, Lydia",,Cuba|||nwcu---,,,,,9780773450424|||0773450424,2008040319,,
4198115,Piezas de indias,,,,"Aguilar, Josefina.",,Buenos Aires,Editorial Dunken,2003,,,,,,,monographic,,spa,text,print,274 p. : ill. ; 23 cm.,bibliography|||novel,,Slavery|||History|||Fiction|||Slave trade,,Rio de la Plata Region (Argentina and Uruguay)|||Argentina|||s-ag---,,,,,9870202144,,,
5808935,Fiebre negra,,,,"Rosenzvit, Miguel, 1969-",,"Buenos Aires, Argentina",Planeta,2008,,,,,,1a. ed.,monographic,,spa,text,print,237 p. ; 21 cm.,,,Blacks|||Fiction|||History,19th century,Argentina|||Buenos Aires|||Buenos Aires (Argentina)|||s-ag---,,,,,9789504919278 (pbk.)|||9504919278 (pbk.),2008469175,,
4198631,"Naturaleza, espacio construido y esclavitud: el Adán negro en el Caribe colombiano",,,,"Castillo, René Julio, 1966-",,Bogotá],"Universidad Piloto de Colombia, Facultad de Arquitectura y Artes",[2002],2002,,,,,,monographic,,spa,text,print,"199, [8] p. : ill., maps ; 21 cm.",bibliography,,Slavery|||History|||Architecture|||Civilization|||African influences|||Blacks,,Colombia|||Atlantic Coast|||s-ck---|||f------,,,,,9589626335,2003379956,,
6096928,Genes y músculos negros en los renglones histórico-antropológicos de Honduras,,,,"Centeno García, Santos.",,"Tegucigalpa, Honduras","Universidad Nacional Autónoma de Honduras, Editorial Universitaria",2008,,,,,,1a. ed.,monographic,,spa,text,print,"309 p. : ill., maps ; 21 cm.",bibliography,,Blacks|||History|||Race relations,,Honduras|||ncho---,,,,,9789992632468|||9992632461,2010386680,,
4198832,"atabaque na igreja: a caminho da inculturação litúrgica em meios afro-brasileiros, O",,,,"Bina, Gabriel Gonzaga, 1965-",,São Paulo,Gráfica e Editora Brasil,2002,,,,,,,monographic,,por,text,print,122 p. : ill. ; 21 cm.,bibliography,,Atabaque|||Blacks|||Religion|||Syncretism (Religion)|||Music in churches,,Brazil|||s-bl---,,,,,,,,
6142759,Identidades rasuradas: o caso da comunidade afro-descendente de Santa Cruz do Sul (1970-2000),,,,"Skolaude, Mateus Silva.",,Santa Cruz do Sul,EDUNISC,2008,,,,,,1a. ed.,monographic,,por,text,print,159 p. : ill. ; 21 cm.,bibliography,,Blacks|||Ethnic relations,,Brazil|||Santa Cruz do Sul|||Santa Cruz do Sul (Brazil),,,,,9788575782125|||8575782126,,,
4198859,Novas elites de cor: estudo sobre os profissionais liberais negros de Salvador,,,Estudo sobre os profissionais liberais negros de Salvador,"Figueiredo, Angela.",,"São Paulo, SP, Brasil",Annablume,2002,,,,,,1a ed.,monographic,,por,text,print,121 p. ; 20 cm.,bibliography,,Blacks|||Social conditions|||Middle class|||History|||Social mobility,,Brazil|||Salvador|||Salvador (Brazil)|||s-bl---,,,,,8574192341,2002370511,,
6171146,"marcas do chicote: poemas, As",,,,"Junior, Jarbas (Junior Silva Motta)",,"Brasília, DF",Thesaurus Editora,c2008,2008,,,,,,monographic,,por,text,print,301 p. : ill. ; 15 cm.,,,Blacks|||Poetry,,Brazil|||s-bl---,,,,,9788570628008|||8570628005,,,
