id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
,"Master Henry's arrival ; and, The alarm","Sherwood, Mary Martha, 1775-1851","Anderson, Alexander, 1775-1870",,,,English,text,print,24 p. : ill. ; 15 cm.,Chapbooks|||Juvenile literature,,Children's literature|||Conduct of life|||Boys,,,,,,,,
,"Master Henry's lesson ; The visitors ; and, Hay making","Sherwood, Mary Martha, 1775-1851",,,,,English,text,print,24 p. : ill. ; 15 cm.,Chapbooks|||Juvenile literature,,Child rearing|||Christian education|||Conduct of life,,England,,,,,,
,"Master Henry's rabbit ; The bees ; and, The faithful dog",,,,,,English,text,print,24 p. : ill. ; 15 cm.,,,Sunday-school literature,,,,,,,,
,"master of Ballantrae: a winter's tale, The","Stevenson, Robert Louis, 1850-1894",,,,,English,text,print|||unmediated|||volume,"viii, 332 pages ; 20 cm",Fiction|||History|||Psychological fiction|||text,,Absence and presumption of death|||Inheritance and succession|||Brothers|||Revenge|||History,1700-1799|||18th century,Scotland,,,,,,
,Master Skylark: a story of Shakspere's time,"Bennett, John, 1865-1956","Birch, Reginald B., 1856-1943",,,,English,text,print|||unmediated|||volume,"xi, 380 pages, [1] leaf of plates : illustrations, music ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,A young boy with an exceptional voice joins a theater group but never loses his desire to be with his family.,"Singers|||Theatrical companies|||Traveling theater|||Manners and customs|||Social life and customs|||Shakespeare, William 1564-1616",1500-1599|||16th century,England,,,,,,
,"Masterman Ready; or, The wreck of the ""Pacific""","Marryat, Frederick, 1792-1848",,,,,English,text,print,"xvi p., ℓ., 1, 313, [1] p. front., plates, plan. 23 cm.",20|||Juvenile fiction,,"Shipwrecks|||Adventure stories|||Seafaring life|||Survival|||Marryat, Frederick 1792-1848|||Works",,,,,,,,
,"Masterman Ready, or, The wreck of the Pacific: written for young people","Marryat, Frederick, 1792-1848","Spottiswoode, Andrew. (prt)",,,,English,text,print,3 v. : ill. ; 17 cm,Juvenile fiction|||Robinsonades-1841|||novel,,Shipwrecks|||Adventure stories|||Seafaring life|||Survival,,"England, London",,,,,,
,Mathematical puzzles,,"Laurie, Richard Holmes.|||Laurie & Whittle",,,,English,text,print,4 p. : chiefly ill. ; 13 x 16 cm.,,,Mathematical recreations|||Puzzles,,,,,,,,
,Max and Maurice: a juvenile history in seven tricks,"Busch, Wilhelm, 1832-1908","Brooks, Charles T. (Charles Timothy), 1813-1883",,,,German|||English,text,print|||unmediated|||volume,56 pages : illustrations ; 21 cm,Juvenile poetry|||text,,Practical jokes|||Wit and humor|||Children's poetry,,,,,,,,
,"May blossom, or, The princess and her people, The","Wingrave, Marion M.","Emmerson, H. H. (Henry Hetherington), 1831-1895|||Dalziel Brothers|||Aldrich Collection (Brown University)",,,,English,text,print,64 p. : col. ill. ; 25 cm.,Juvenile poetry,,"Children's poetry, English|||Princess, daughter of Edward VII, King of Great Britain Victoria 1868-1935",,,,,,,,
,"May-day ramble: and other stories, A","Brayman, James O. (James Orimel), 1815-1887",,,,,English,text,print,63 p. : ill. ; 15 cm.,,,,,,,,,,,
,May flowers,"Alcott, Louisa May, 1832-1888","University Press (Cambridge, Mass.) (prt)|||John Wilson and Son (prt)",,,,English,text,print,"56 p., [4] leaves of plates : ill. ; 19 cm.",Juvenile fiction|||novel,,Young women|||Conduct of life|||Girls|||Societies and clubs|||Girl volunteers|||Charity|||Working poor|||Child labor,,Boston (Mass.)|||Massachusetts,,,,,,
,May's advent,"R., A. G.",,,,,English,text,print,57 p. : ill. ; 16 cm.,,,,,,,,,,,
,"McGuffey's newly revised eclectic fourth reader: containing elegant extracts in prose and poetry, with rules for reading, and exercises in articulation, defining, etc. : revised and improved","McGuffey, William Holmes, 1800-1873",,,,,English,text,print,336 p. ; 19 cm.,,,Readers (Elementary),1800-1870,,,,,,,
,"Medley, The",,,,,,English,text,print,16 p. : ill. ; 9 cm,Specimens,,Readers (Primary)|||Children's stories|||Chapbooks,,"United States, Maine, Portland",,,,,,
,Melchior's dream and other tales,"Ewing, Juliana Horatia, 1841-1885","Gatty, Alfred, Mrs, 1809-1873|||Browne, Gordon, 1858-1932",,,,English,text,print,112 p. : ill. ; 21 cm.,Fiction|||Juvenile fiction|||Juvenile works,,Children|||Conduct of life|||Children's stories,,,,,,,,
,"Melchior's dream: Brothers of pity, and other tales","Ewing, Juliana Horatia, 1841-1885",,,,,English,text,print,"vi, 356, [2] p., [8] leaves of plates. : ill. ; 18 cm.",Juvenile fiction|||novel,,Children|||Conduct of life|||Children's stories,,,,,,,,
,Melchior's dream: Brothers of pity : and other tales,"Ewing, Juliana Horatia, 1841-1885",,,,,English,text,print|||unmediated|||volume,"274 pages, [9] leaves of plates : illustrations ; 19 cm",text,,,,,,,,,,
,"Melcomb Manor: a family chronicle arranged from the papers of Richard Brent, Esq., sometime of Melcomb","Potter, F. Scarlett (Frederick Scarlett), 1834-","Greenaway, Kate, 1846-1901|||Marcus Ward & Co (prt, pop)",,,,English,text,print|||unmediated|||volume,"148 pages, [6] leaves of plates : illustrations ; 21 cm",Juvenile fiction|||text,,Voyages and travels|||Young women|||Children and death|||Puritans,,,,,,,,
,Melody: the story of a child,"Richards, Laura Elizabeth Howe, 1850-1943","University Press (Cambridge, Mass.) (prt)|||John Wilson and Son (prt)",,,,English,text,print,"[5], 90 p. ; 20 cm.",Dust jackets (Bindings)-1893|||Juvenile fiction|||novel,,Children|||Conduct of life|||Blind children|||Orphans|||Kindness|||Friendship|||Women with disabilities|||Sisters|||Singing,,"United States, Massachusetts, Cambridge|||United States, Massachusetts, Boston",,,,,,
,Memoir of a brother,"Hughes, Thomas, 1822-1896",,,,,English,text,print,"178 p. : ill., front. (port) ; 20 cm.",,,"Hughes, George Edward 1821-1873",,,,,,,,
,Memoir of Howard F. Randolph,,,,,,English,text,print,16 p. : ill. ; 14 cm,Specimens|||biography,,"Chapbooks|||Randolph, Howard F 1807-1820",,,,,,,,
,Mémoires d'une poupée =: Autobiographical memoirs of the life and adventures of a doll,"Gouraud, Julie, approximately 1830-",,,,,French|||English,text,print|||unmediated|||volume,73 pages ; 17 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,A story written as though by a doll relating her varying and sometimes perilous fortunes at the hands of children.,Dolls,,,,,,,,
,"Memoirs of the life and exploits of George Wilson, the celebrated pedestrian: who walked 750 miles in 15 days, with every particular of his being arrested by the magistrates : and anecdotes of his early life, &c. to the present time",,,,,,English,text,print|||unmediated|||volume,"30 pages, 1 unnumbered leaf of plates : 1 illustration ; 17 cm",Specimens|||text,,"Chapbooks|||Chapbooks, English|||Wilson, George 1765-",,,,,,,,
,"Memorial sketch of Dr. William Frederick Poole, MDCCCXXI",,"Newberry Library, Chicago, Board of Trustees.",,,,English,text,print,34 p. port. 20 cm.,bibliography|||biography,,"Poole, William Frederick 1821-1894",,,,,,,,
,"merry adventures of Robin Hood of great renown in Nottinghamshire, The","Pyle, Howard, 1853-1911",,,,,English,text,print,"xx, 296 p., [2] leaves of plates : ill. ; 24 cm.",,,Legends|||Robbers and outlaws|||Fiction|||Outlaws|||Stories|||(Legendary character) Robin Hood,,England,,,,,,
,"merry adventures of Robin Hood of great renown, in Nottinghamshire, The","Pyle, Howard, 1853-1911",,,,,English,text,print,296 p. : ill. ; 25 cm.,,,(Legendary character) Robin Hood,,,,,,,,
,"merry adventures of Robin Hood of great renown in Nottinghamshire, The","Pyle, Howard, 1853-1911",,,,,English,text,print,"[4], [i-vii], [2], 1-296, [2] p. : ill., front. ; 25 cm.",,,Legends|||Robbers and outlaws|||Fiction|||Outlaws|||Stories|||(Legendary character) Robin Hood,,England,,,,,,
,"merry company, or, The cadets' pic-nic: a comic operetta for boys and girls, A","Coe, Collin.",,,,,English,notated music,print|||unmediated|||volume,1 score (40 pages) ; 26 cm,Juvenile|||Scores|||notated music,,Operas,,,,,,,,
,Merry legs: the story of a gee gee,,,,,,English,text,print|||unmediated|||volume,12 unnumbered pages : illustrations (some color) ; 93 mm,Domestic fiction|||Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,Toys|||Miniature books,,,,,,,,
,Merry little people,"Gerson, Virginia⁾",,,,,English,text,print,20⁾ p. : col. ill. ; 23 cm.,,,,,,,,,,,
,Merry's museum and Parley's magazine,,,,,,English,text,print|||unmediated|||volume,12 volumes : illustrations ; 22 cm,Juvenile literature|||Juvenile works|||Periodicals|||periodical|||text,,"Children's periodicals|||Children|||Conduct of life|||Children's literature, American",,New York (State)|||New York|||New York (N.Y.),,,,,,
,Merry's museum for boys and girls,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860|||Stearns, John Newton, 1829-1895",,,,English,text,print,"v. in illus., plates (part col.) 20-23 cm.",periodical,,,,,,,,,,
,"Merry's museum, Parley's museum and Woodworth's cabinet","Stearns, J. N. (John Newton), 1829-1895|||Hatchet, Hiram",,,,,English,text,print|||unmediated|||volume,volumes : illustrations ; 22 cm,Specimens|||periodical|||text,,"Children's periodicals, American",1800-1899|||19th century,,,,,,,
,Michael Airdree's freehold,"Prosser, (Sophie Amelia), Mrs, 1807-1882",Religious Tract Society (Great Britain),,,,English,text,print,"96, 16 p. : ill. ; 19 cm.",Fiction|||Juvenile fiction|||Juvenile works,,Land tenure|||Men|||Conduct of life,,,,,,,,
,Midsummer flowers for the young,"Howitt, Mary (Mary Botham), 1799-1888",,,,,English,text,print|||unmediated|||volume,"226 pages, 6 unnumbered pages, 11 unnumbered leaves of plates : illustrations ; 20 cm.",Fiction|||Juvenile literature|||Juvenile works|||text,,Conduct of life|||Natural history|||Animals|||Travel|||Description and travel,,Europe,,,,,,
,Mildred Keith,"Finley, Martha, 1828-1909",,,,,English,text,print,"340 p. front., plates 18 cm.",,,Indiana|||Fiction,,,,,,,,
,Mildred's boys and girls: a sequel to Mildred's married life,"Finley, Martha, 1828-1909","Finley, Martha, 1828-1909",,,,English,text,print|||unmediated|||volume,"346 pages, 1 unnumbered leaf of plates : illustrations ; 18 cm",Fiction|||History|||Juvenile fiction|||Juvenile literature-1886|||Juvenile works|||text,The Landreths and their relatives survive the horrors of the civil war.,Children|||Conduct of life|||Families|||Brothers and sisters|||Prayer|||Glory of God|||Christian life|||History|||American Civil War (1861-1865),"1861-1865|||Civil War, 1861-1865",United States,,,,,,
,"Milk for babes: or, A catechism in verse, for children",,,,,,English,text,print,22 p. ; 13 cm.,,,"Catechisms, English|||Children's poetry, English",,,,,,,,
,"milkmaid: an old song exhibited & explained in many designs, The","Caldecott, Randolph, 1846-1886",,,,,English,text,print|||unmediated|||volume,"22, [2] pages : chiefly illustrations (some color) ; 21 cm.",text,,"Nursery rhymes, English",,,,,,,,
,"Miller and his golden dream, The","Leonard, Eliza Lucy.",,,,,English,text,print,30 p. : ill. ; 14 cm.,Juvenile poetry,,Conduct of life|||Juvenile literature|||Didactic poetry|||Avarice,,,,,,,,
,"miller's wife, The",,,,,,English,text,print,18 p. : ill. ; 10 cm.,Chapbooks-1844|||Juvenile literature|||Juvenile literature-1844|||Specimens,,Conduct of life|||Generosity|||Chapbooks|||Children's poetry,,"United States, Massachusetts, Greenfield",,,,,,
,"mimic: a tale, The","Edgeworth, Maria, 1768-1849",Dalziel Brothers (egr)|||Savill and Edwards (prt),,,,English,text,print|||unmediated|||volume,"94, [2] pages : illustrations ; 13 cm",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1858|||novel|||text,,Children|||Conduct of life,,"England, London|||United States, New York, New York",,,,,,
,"Mince pies for Christmas: consisting of riddles, charades, rebuses, transpositions and queries : intended to gratify the mental taste, and to exercise the ingenuity of sensible masters and misses",,,,,,English,text,print,"vi, 189, [3] p., [1] leaf of plates : ill. (copper-engraving) ; 15 cm",,,"Riddles, Juvenile|||Charades|||Rebuses|||Amusements",,,,,,,,
,Ministering children: a story showing how even a child may be a ministering angel of love to the poor and sorrowful,"Charlesworth, Maria Louisa, 1819-1880",,,,,English,text,print,"542 p., incl. front. plates. 18 cm.",Juvenile fiction,"Describes the experiences of a varied group of people, including poor and rich children, as they attempt to help people in need.",Christian life|||Poverty|||Hunger|||Almshouses|||Conduct of life,,,,,,,,
,"minister's wooing, The","Stowe, Harriet Beecher, 1811-1896",,,,,English,text,print,378 p. ; 19 cm.,Fiction,,Social life and customs,,New England,,,,,,
,"Minor morals: interspersed with sketches of natural history, historical anecdotes, and original stories : in two volumes","Smith, Charlotte, 1749-1806","Darling, J. (prt)",,,,English,text,print,2 v. : ill. ; 15 cm.,Juvenile literature,,Conduct of life|||Children's stories,,"England, London",,,,,,
,"miracles of our Saviour, The",,,,,,English,text,print|||unmediated|||volume,8 unnumbered pages : illustrations ; 19 cm,Poetry|||text,,Miracles|||Religious poetry|||Miracles of Jesus Christ|||Jesus Christ,,,,,,,,
,Missionary stories: or sketches of the most interesting portions of the labours of the United Brethren,,,,,,English,text,print,"vi, 216 p. ; 14 cm.",Juvenile literature,,Missions|||Missionaries|||Missionary stories|||Church of the United Brethren in Christ (1800-1889),,,,,,,,
,Misunderstood,"Montgomery, Florence, 1843-1923",,,,,English,text,print|||unmediated|||volume,"vi, 321 p. ; 20 cm",text,,,,,,,,,,
,"modern intermediate reader: designed to supplement any third reader, The","Gourley, H. I.","Hunt, J. N. (Jasper Newton), 1851-",,,,English,text,print,"320 p. : ill., ports. ; 19 cm.",,,Readers (Elementary),1870-1950,,,,,,,
,"modern Mephistopheles: and, A whisper in the dark, A","Alcott, Louisa May, 1832-1888","Alcott, Louisa May, 1832-1888",,,,English,text,print|||unmediated|||volume,350 pages ; 18 cm,Novels|||text,,,,,,,,,,
,Modern methods of illustrating books,,,,,,English,text,print,"vii, 247 p. 17 cm.",bibliography,,Illustration of books,,Great Britain,,,,,,
,"modern third reader: illustrated, The","Gourley, H. I.","Hunt, J. N. (Jasper Newton), 1851-",,,,English,text,print,256 p. : ill. ; 20 cm.,,,Readers (Elementary),,,,,,,,
,Momotaro,,,,,,English|||Japanese,text,print|||unmediated|||volume,18 unnumbered pages : color illustrations ; 16 cm.,text,,Fairy tales|||Folklore,,Japan,,,,,,
,Monksbury College: a tale of schoolgirl life,"Doudney, Sarah, 1843-1926",,,,,English,text,print,160 p. : ill. ; 18 cm.,Juvenile fiction,,Schoolgirls|||Boarding schools|||Girls|||Conduct of life|||Christian life,,England,,,,,,
,"monograph on privately illustrated books: a plea for bibliomania, A","Tredwell, Daniel M., 1826-1921",,1892.,,,English,text,print,"3 p. l., 9-501, [1] p. 25 cm.",,,Illustrated books|||Extra illustrated,,,,,,,,
,Moods,"Alcott, Louisa May, 1832-1888","Merrill, Frank T., 1848-1923 (illustrator)|||John Andrew & Son (engraver)|||Philp & Solomons (bookseller)",,,,English,text,print|||unmediated|||volume,"297 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Young women|||Families|||American fiction,19th century,,,,,,,
,"moral alphabet, A","Belloc, Hilaire, 1870-1953",,,,,English,text,print,"63, 1⁾ p. : ill. ; 22 cm.",,,,,,,,,,,
,"Moral tales by esteemed writers : containing The grateful Turk, by Day; Old Edwards, by Mackenzie",,"Day, Thomas, 1748-1789|||Mackenzie, Henry, 1745-1831",,,,English,text,print|||unmediated|||volume,"37 pages, 1 unnumbered leaf of plates : 1 illustration ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,"Chapbooks, English|||Chapbooks|||Conduct of life",,England,,,,,,
,Moral tales,"Edgeworth, Maria, 1768-1849",,,,,English,text,print,"3 v. in 1. (164, 172, 180 p.) ; 18 cm.",Juvenile literature,,"Conduct of life|||Children's stories, English",,,,,,,,
,Moral tales,"Edgeworth, Maria, 1768-1849",,,,,English,text,print,"vi, 165, 172, 180 ; 19 cm.",Juvenile fiction|||novel,,Christian life|||Children's stories,,,,,,,,
,Moral tales,"Edgeworth, Maria, 1768-1849","Darley, Felix Octavius Carr, 1822-1888|||Devereux, Nicholson B., approximately 1813-",,,,English,text,print,3 v. : ill. ; 16 cm.,Juvenile literature,,"Conduct of life|||Children's stories, English",,,,,,,,
,Moral tales for young people,"Edgeworth, Maria, 1768-1849","Edgeworth, Richard Lovell, 1744-1817|||Neagle, James, 1760?-1822 (engraver)|||Johnson, Joseph, 1738-1809 (bookseller)|||Woodfall, George, 1767-1844 (printer)",,,,English,text,print|||unmediated|||volume,5 v. : ill. ; 18 cm. (12mo),Juvenile literature|||Juvenile works|||text,,"Conduct of life|||Children's stories, English",,,,,,,,
,Moral tales for youth in prose,"Walker, Mary.",,,,,English,text,print,104 p. ; 15 cm.,,,,,,,,,,,
,"Moral tales, from the Arabian",,,,,,English,text,print|||unmediated|||volume,"34 pages, 1 unnumbered leaf of plates : 1 illustration (woodcut) ; 18 cm",Folklore|||Specimens|||text,,"Arabs|||Tales|||Fairy tales|||Chapbooks|||Chapbooks, English",,Arab countries,,,,,,
,"Moravian Indian boy: a tale of the pilgrimage of the Moravian Indians from the Susquehanna to the Muskingum, The","Farrand, Harriet A.",,,,,English,text,print,206 p. : ill. ; 18 cm.,Fiction,,Moravian Indians,,,,,,,,
,More Celtic fairy tales,,"Jacobs, Joseph, 1854-1916 (comp)",,,,English,text,print,"xii, 234 p. illus. 22 cm.",,,"Fairy tales|||Folklore, Celtic",,,,,,,,
,More good times at Hackmatack,"Smith, Mary P. Wells (Mary Prudence Wells), 1840-1930",,,,,English,text,print,"vi, [7]-277 p. front., pl. 18 cm.",Juvenile fiction,,Christian life|||Youth|||Conduct of life|||Obedience|||History,,Massachusetts,,,,,,
,"More ""Graphic"" pictures","Caldecott, Randolph, 1846-1886",,,,,English,text,print,"71 p. incl. col. front., col. illus. 28 x 38 cm.",,,"English wit and humor, Pictorial",,,,,,,,
,More nonsense for the same bodies as before,"Nobody, A., 1853-1932",,,,,English,text,print,1 v. (unpaged) : col. ill. ; 29 cm.,,,"Limericks, Juvenile|||Nonsense verses",,,,,,,,
,More tales for idle hours,,"Bentley, Samuel, 1785-1868 (prt)",,,,English,text,print,"[4], 159, [1] p., [1] leaf of plates : ill. ; 15 cm.",Juvenile fiction|||novel,,Children|||Conduct of life|||Fairies|||Children's stories,,"England, London",,,,,,
,More trifles!: for the benefit of the rising generation,"Sandham, Elizabeth",,,,,English,text,print,"4⁾, 187 p., 1⁾ leaf of plates : 1 ill. ; 18 cm.",,,Conduct of life|||Juvenile fiction|||Children's stories,,,,,,,,
,Morning thoughts for our daughters,"Reaney, G. S., Mrs, 1847-",,,,,English,text,print|||unmediated|||volume,160 pages ; 16 cm,Devotional literature|||Prayers and devotions|||text,,Young women|||Prayers and devotions|||Bible,,,,,,,,
,"mort d'Arthure: The history of King Arthur and of the knights of the Round Table, La","Malory, Thomas, Sir, active 15th century","Wright, Thomas, 1810-1877",,,,English,text,print,3 v. 18cm.,,,,,,,,,,,
,"morte Darthur: Sir Thomas Malory's book of King Arthur and of his noble knights of the round table, Le","Malory, Thomas, Sir, active 15th century","Strachey, Edward, Sir, 1812-1901 (ed)|||Caxton, William, approximately 1422-1491 or 1492",,,,English,text,print,"lvi, 509 p. ; 21 cm.",,,Arthurian romances,,,,,,,,
,Mosses from an old manse,"Hawthorne, Nathaniel, 1804-1864",,,,,English,text,print,"286, 297 pages : 2 plates ; 20 cm.",,,,,,,,,,,
,"most delectable history of Reynard the Fox, The",,"Jacobs, Joseph, 1854-1916 (ed)|||Calderon, W. Frank (William Frank), 1865-1943|||Cole, Henry, 1808-1882",,,,English,text,print,"xxxvii, 260 p. incl. front., illus., 9 pl. 19 cm.",,,Fables,,,,,,,,
,"mother at home: or, The principles of maternal duty familiarly illustrated, The","Abbott, John S. C. (John Stevens Cabot), 1805-1877",,,,,English,text,print,177 p. front. 16 cm.,,,Child rearing|||Education,,,,,,,,
,Mother Bunch's entertaining fairy tales: containing The yellow dwarf ; Three wishes ; Fairy ring and wings ; and Peronella,Mother Bunch.,"Aulnoy, (Marie-Catherine), Madame d', 1650 or 1651-1705",,,,English,text,print|||unmediated|||volume,"34 pages, [1] leaf of plates : illustrations ; 14 cm",text,,Fairy tales,,,,,,,,
,Mother Goose for grown folks: A Christmas reading,"Whitney, A. D. T. (Adeline Dutton Train), 1824-1906","Billings, Hammatt, 1818-1874 (illustrator)",,,,English,text,print|||unmediated|||volume,"2 preliminary leaves, [iii]-iv, 111 pages including frontispiece 19 cm",text,,,,,,,,,,
,Mother Goose in a new dress: 86 designs,,"Satterlee, Walter, 1884-1908 (ill)",,,,English,text,print,64⁾ p. : col. ill. ; 33 cm.,,,Nursery rhymes,,,,,,,,
,Mother Goose melodies for little ones,,,,,,English,text,print,[16] p. : ill. ; 11 cm.,,,Nursery rhymes|||Advertising,,New York (State)|||New York,,,,,,
,"Mother Goose: or, The old nursery rhymes",,"Greenaway, Kate, 1846-1901 (illus)",,,,English,text,print,"52 p. incl. col. front., col. illus.",,,Children's literature|||Nursery rhymes,,,,,,,,
,"Mother Goose, or, the old nursery rhymes",,"Greenaway, Kate, 1846-1901 (ill)|||Evans, Edmund, 1826-1905",,,,English,text,print,52 p. : col. ill. ; 17 cm.,,,Nursery rhymes|||Children's poetry,,,,,,,,
,"Mother Goose, or, The old nursery rhymes",,"Greenaway, Kate, 1846-1901|||Evans, Edmund, 1826-1905",,,,English,text,print,48 p. : col. ill. ; 18 cm.,,,Nursery rhymes,,,,,,,,
,"Mother Goose; or, The old nursery rhymes",,"Greenaway, Kate, 1846-1901 (illus)",,,,English,text,print,"48 p. incl. col. front., col. illus. 18 cm.",,,,,,,,,,,
,"Mother Goose: or, The old nursery rhymes",,"Greenaway, Kate, 1846-1901 (illus)",,,,English,text,print,48 p. : col. ill. ; 18 cm.,,,Nursery rhymes,,,,,,,,
,"Mother Goose rhymes, jingles and fairy tales",,,,,,English,text,print,"254 p., [16 p.] : ill. ; 17 cm.",essay,,Nursery rhymes|||Fairy tales|||Children's stories,,,,,,,,
,"Mother Goose rhymes, jingles and fairy tales",,,,,,English,text,print,254 p. : ill. ; 16 cm.,,,Nursery rhymes|||Fairy tales,,,,,,,,
,Mother Goose's melodies,,,,,,English,text,print,128 p. : ill. ; 24 cm.,,,Nursery rhymes,,,,,,,,
,Mother Goose's melodies: containing all that have ever come to light of her memorable writings : illustrated throughout with engravings from original designs,,,,,,English,text,print,96 p. : col. ill. ; 16 cm,,,Nursery rhymes|||Children's poetry,,,,,,,,
,Mother Goose's melodies: the only pure edition,,"Anderson, Alexander, 1775-1870|||Bowen, Abel, 1790-1850|||Childs, Shubael D.|||Dearborn, Nathaniel, 1786-1852|||Hartwell, Alonzo, 1805-1873|||Morgan, William P.",,,,English,text,print,96 p. : ill. ; 14 cm.,,,Nursery rhymes,,,,,,,,
,"Mother Goose's nursery rhymes: a collection of alphabets, rhymes, tales and jingles. With 350 illustrations",,,,,,English,text,print|||unmediated|||volume,320 pages : illustrations ; 20 cm,text,,Nursery rhymes,,,,,,,,
,"Mother Goose's nursery rhymes: a collection of alphabets, rhymes, tales, and jingles",,"Henley. (ill)|||Small, William, 1843-1929 (ill)|||Gilbert, John, 1817-1897 (ill)|||Tenniel, John, 1820-1914 (ill)|||Weir, Harrison, 1824-1906 (ill)|||Crane, Walter, 1845-1915 (ill)|||McConnell, William, 1833-1867 (ill)|||Zwecker, Johann Baptist, 1814-1876 (ill)|||Dalziel, Edward, 1817-1905 (egr)|||Dalziel, George, 1815-1902 (egr)|||Camden Press (prt)",(1881 printing),,,English,text,print|||unmediated|||volume,288 pages : illustrations ; 21 cm,Alphabet books-1878|||Juvenile literature|||Juvenile literature-1878|||Juvenile works|||Nursery rhymes-1878|||Publishers' advertisements-1878|||text,,Alphabet rhymes|||Children's poetry|||African Americans,,"England, London|||United States, New York, New York|||United States, New Jersey, Camden",,,,,,
,Mother Hubbard's melodies: a book for nurseries,,,,,,English,text,print,192 p. : ill. ; 17 cm.,,,Nursery rhymes|||Children's poetry,,,,,,,,
,Mother Truth's melodies: Common sense for children. A kindergarten,"Miller, [Nancy Minerva (Haynes)], ""E. P. Miller, Mrs."", 1831-",,,,,English,text,print,"352 p. incl. front., illus. 20 cm.",,,Children's songs,,,,,,,,
,"Motherless: or, A Parisian Family","Witt, (Henriette Elizabeth), Madame de, 1829-1908","Craik, Dinah Maria Mulock, 1826-1887",,,,French|||English,text,print,"vi, p., 1 †., [9]-253 p. incl. front, plates. 19 cm.",,,,,,,,,,,
,Mother's birthday review: & seven other tales in verse,"Ewing, Juliana Horatia, 1841-1885","André, R. (Richard), 1834-1907|||Society for Promoting Christian Knowledge (Great Britain)",,,,English,text,print,172 p. : ill. ; 16 x 19 cm,Juvenile poetry|||Juvenile works|||Poetry,,Donkeys|||Flowers|||Fairy poetry|||Grandmothers|||Rivers|||Mills and mill-work|||Friendship|||Ship captains|||Seafaring life|||Dolls|||Insects|||Cats|||Dragons|||Fools and jesters|||Sea monsters,,,,,,,,
,"mother's book, The","Child, Lydia Maria, 1802-1880",,,,,English,text,print,"xii, 168 p. ; 21 cm.",,,Child rearing,,,,,,,,
,"Mother's gift, The",,"Dill, Vincent L. (str)",,,,English,text,print|||unmediated|||volume,8 unnumbered pages : color illustrations ; 23 cm.,text,,Children's stories|||Picture books for children,,"United States, New York, New York",,,,,,
,"mother's gift, The",,,,,,English,text,print|||unmediated|||volume,"15, [1] pages : illustrations ; 10 cm",Chapbooks|||Chapbooks-England-York-19th century|||Juvenile poetry|||Juvenile works|||Poetry|||Specimens|||text,,"Christian life|||Chapbooks, English|||Chapbooks|||Miniature books|||Children",,,,,,,,
,"mother's nursery songs, The","Hastings, Thomas, 1784-1872",,,,,English,notated music,print,96 p. ; 15 cm.,,,Children's songs,,,,,,,,
,"mother's story book; or, Western coronal: A collection of miscellaneous pieces, The","Child, Lydia Maria, 1802-1880",,,,,English,text,print|||unmediated|||volume,"viii, 244 pages frontispiece, illustrations 15 cm",Fiction|||text,,,,,,,,,,
,"mountain cottager, or, The deserted bride: founded on facts, The","Wilkinson, Sarah Scudgell, 1779-1831","Wilkinson, Sarah Scudgell, 1779-1831",,,,English,text,print|||unmediated|||volume,"34 pages, 1 unnumbered leaf of plates : 1 illustration ; 14 cm",Specimens|||text,,"Chapbooks, English|||Chapbooks",,,,,,,,
,"mountain hermit, or, The history of Solitary Simon: to which is added, Emund and Alicia, The",,,,,,English,text,print|||unmediated|||volume,"34 pages, 1 unnumbered leaf of plates : 1 illustration ; 13 cm",Fiction|||Specimens|||text,,"Hermits|||Chapbooks|||Chapbooks, English",,,,,,,,
,"mountain of health, or, The hour improved, The","Cameron, (Lucy Lyttelton), Mrs, 1781-1858",,,,,English,text,print,16 p. : ill. ; 13 cm.,Juvenile fiction,,Christian life|||Piety|||Christian education|||Children|||Conduct of life,,,,,,,,
,"Mourner's book, The",,,,,,English,text,print,320 p. : ill. ; 13 cm.,Meditations,,Death,,,,,,,,
,"Mourner's gift, The",,"Patrick, M. A., Mrs (ed)",,,,English,text,print,"192 p., 2⁾ leaves of plates : ill. ; 11 cm.",,,Gift-books|||Consolation,,,,,,,,
,"Mouse's wedding, The",,,,,,English|||Japanese,text,print,[22] p. : col. ill. ; 16 cm.,,,Fairy tales|||Folklore,,Japan,,,,,,
