,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url 
1747,1035306,"mysterious story book, or, the good stepmother; the good stepmother; the mysterious story bookthe",,the good stepmother; the mysterious story book,,,new york,d. appleton and company,1856,,,,,monographic,,eng,text,print,"222 p., [4] p. of plates : ill. ; 19 cm",,,,,,,,,22390618,http://www.archive.org/details/mysteriousstoryb00newy
1748,8284410,mystery of raven rocka novelthe,,,,,chicago,"chicago : m.a. donohue, [1880?]; m.a. donohue1819-1899; southworth, emma dorothy eliza nevitte; southworth, emma dorothy eliza nevitte, 1819-1899",1880; [1880?],1880,,,,monographic,,eng,text,print; unmediated; volume,232 pages ; 19 cm,text,,,,,,,,ocm05461681,
1749,821453,"myth of hiawathaand other oral legends, mythologic and allegoric, of the north american indiansthe",,,,,london; philadelphia,"j. b. lippincott & co; trubner & co1793-1864; active 15th century; hiawatha; schoolcraft, henry rowe",1856,,,,,monographic,,eng,text,print,"xxiv, [13]-343 p. ; 18 cm",folklore; legends,,algonquian indians; indians of north americahiawatha active 15th century,,,,,05006254 //r852,00862973,http://www.archive.org/details/mythofhiawatha00schorich
1750,1500140,myths and legends of our own land,,,,,london; philadelphia,"j.p. lippincott company1852-1907; skinner, charles m. (charles montgomery)",1896,,,,,monographic,,eng,text,print,"2 v. : 8 plates., (incl. fronts.) ; 19 cm",,,folklore,,united states,,,04004060,00377814,
1751,8594478,"boy's adventures in the eastern seas; nat the naturalist; nat the naturalist, or, a boy's adventures in the eastern seas",,boy's adventures in the eastern seas; nat the naturalist,,,new york,"scribner and welford, 743 & 745 broadway1831-1909; 1858-1932; browne, gordon; fenn, george manville",188u; [between 1880 and 1889],188u,,,,monographic,,eng,text,print; unmediated; volume,"320, 24 pages, 8 unnumbered leaves of plates : illustrations ; 19 cm",fiction; juvenile fiction; juvenile works; novel; text,,adventure stories; animals; conduct of life; natural history; naturalists; nature stories; uncles; voyages and travels; youth,,oceania,,,,ocm16144948,
1752,7728068,"national first reader; national first reader, or, word-builder; word-builderthe",,national first reader; word-builder,,,new york],"a.s. barnes & company, new york, chicago and new orleans1798-1869; 1827-1900; parker, richard green; watson, j. madison (james madison)",1877,,,,revised edition,monographic,,eng,text,print,128 p. : ill. ; 17 cm,readers,,readers (primary),,,juvenile,,,ocn589840899,
1753,7106999,national nursery bookcomprising ... : with one hundred and twenty illustrationsthe,,,,,london; new york,"frederick warne and co., bedford street, covent garden; scribner, welford, and armstrong",1865; 1872; [between 1865 and 1872],1865; 1872,,,,monographic,,eng,text,print,"[124] leaves, [121] leaves of plates : col. ill. ; 16 cm",fairy tales; nursery rhymes; nursery stories,,,,,juvenile,,,ocm31629737,
1754,7684496,national school miscellany; school miscellanythe,,school miscellany,,,london,"printed for the executrix of the late w. wetton, sold by c.f. cock, 21, fleet streetnational society for promoting religious education (great britain); society for promoting christian knowledge (great britain)",182u; 183u,182u; 183u,,,,serial,unknown,eng,text,print,v. : ill. ; 11 cm,periodical; periodicals,,"children's literature, english; christian literature for children",,,,,,757596296; ocn757596296,
1755,7895967,natural history,,,,,london,"t. goode, 30, aylesbury-street, clerkenwell",1846; 1859; [between 1846 and 1859],1846; 1859,,,,monographic,,eng,text,print,1 panorama (12 leaves) : ill. ; 12 cm,juvenile literature; juvenile works; specimens,,birds; chapbooks,,,juvenile,,,ocm63078989,
1756,7895970,history of beasts; natural history of birds & beasts; natural history of birds and beaststhe,,history of beasts; natural history of birds and beasts,,,london],"printed and published by w.s. johnson, 60, st. martin's laneactive 1835-1890; johnson, w. s. (william spencer)",1849; 1854; [between 1846 and 1862],1849; 1854,,,,monographic,,eng,text,print; unmediated; volume,22 unnumbered pages : illustrations ; 12 cm,juvenile literature; juvenile works; specimens; text,,"animals; birds; chapbooks; chapbooks, english; panoramas",,,juvenile,,,ocn679953721,
1757,7689508,"history of insects; history of reptiles, serpents, &c; natural history of reptiles, serpents, and insectsa",,"history of insects; history of reptiles, serpents, &c",,,alnwick,"printed and sold ... by w. davison1707-1788; 1753-1828; 1780-1858; 1789-1848; bewick, thomas; buffon, georges louis leclerc; comte de; davison, william; nicholson, isaac",1820; [ca. 1820],1820,,,,monographic,,eng,text,print,36 p. : ill. (woodcuts) ; 14 cm,juvenile literature; pictorial works; specimens,,chapbooks; insects; natural history; reptiles; zoology,,,,,,ocn722409212,
1758,7895991,"descriptive account of the animal world; natural history; natural history, or, a descriptive account of the animal worldbeasts",,descriptive account of the animal world; natural history,,,ipswich :,"printed and sold wholesale & retail by j. scoggins, orwell place",1860; [approximately 1860?],1860,,,,monographic,,eng,text,print; unmediated; volume,12 pages : illustrations (wood engravings) ; 19 cm,juvenile literature; juvenile works; specimens; text,,"chapbooks; chapbooks, english; mammals",,,juvenile,,,ocm21054279,
1759,7897975,nature's wonders,,,,,new york,"r. carter and brothers1813-1887; 1844-1930; heaton, a. g. (augustus goodyear); newton, richard",1882,,,,,monographic,,eng,text,print; unmediated; volume,"335 pages frontispiece, plates 18 cm",juvenile fiction; text,,christian life; nature stories,,,juvenile,,,ocn888242397,
1760,8061231,nautilus,,,,,boston,"boston : estes and lauriat, 1895 (boston : typography and printing by c.h. simonds & co. ; electrotyping by geo. c. scott & sons); estes and lauriat1850-1943; c.h. simonds & co; estes & lauriat; geo. c. scott & sons; richards, laura elizabeth howe; richards, laura elizabeth howe, 1850-1943",1895,,,,,monographic,,eng,text,print; unmediated; volume,"120, [1] pages, [3] leaves of plates : illustrations, music ; 21 cm",fiction; juvenile fiction; juvenile works; novel; publishers' advertisements-1895; text,,children; collection and preservation; conduct of life; discipline of children; imagination; inheritance and succession; kindness; orphans; sailors; schooners; shells; ship captains,,united states massachusetts boston,juvenile,,12038072,ocm07944659,
1761,7689650,ned in the woodsa tale of the early days in the west,,,,,philadelphia,"henry t. coates & co1840-1916; ellis, edward sylvester; henry t. coates & co",1884,,,,,monographic,,eng,text,print,"290 p., [4] leaves of plates : ill. ; 20 cm",juvenile fiction; novel,,adventure stories; african americans; bears; camping; children; conduct of life; friendship; indians of north america; indigenous peoples; students; thieves,,,juvenile,,,5905943; ocm05905943,
1762,7105330,"ned, nellie, and amya story of the white hills",,,,,new york,"e.p. dutton1835-1913; seymour, mary h. (mary harrison)",1871,,,,,monographic,,eng,text,print,324 p. : ill. ; 16 cm,juvenile literature,,,,white mountains (n.h. and me.),juvenile,,,ocm01117399,
1763,4363254,"ned nevinsthe news boy; or, street life in boston",,,,,boston,"lee and shepard1825-1884; morgan, henry",1866; [1866],1866,,,[fourth edition],monographic,,eng,text,print,424 p. illus. 18 cm,,,,,,,,,ocm00669455,
1764,1038075,nero,,,,,new york,"harper1803-1879; 37-68; abbott, jacob; emperor of rome; nero",1881,,,,,monographic,,eng,text,print,"321 p. : ill., plates, map ; 18 cm",biography,,history; juvenile literatureemperor of rome nero 37-68,"nero, 54-68",rome,juvenile,,,01808321,
1765,7112170,an alphabetical set of round hand copies; an alphabetical set of running hand copies; new & elegant set of alphabetical copy lines; new and elegant set of alphabetical copy linesround texta,,an alphabetical set of round hand copies; an alphabetical set of running hand copies; new and elegant set of alphabetical copy lines,,,philadelphia],published by johnson & warnerjohnson & warner,1808; 1815; [between 1808 and 1815],1808; 1815,,,,monographic,,eng,text,print,[20] leaves : 1 ill. ; 9 x 22 cm,alphabet books-1808; intaglio prints; specimens; wrappers (binding),,alphabets; copybooks; shorthand,,united states pennsylvania philadelphia,,,,ocn191259879,
1766,5810911,alice's adventures in wonderland; new alice in the old wonderlanda,,alice's adventures in wonderland,,,philadelphia,"j.b. lippincott corichards, anna m. (anna matlock)",1895,,,,,monographic,,eng,text,print,309 p. : ill. ; 19 cm,,,fantasy fiction,,,,,36029331,ocm00531268,
1767,1087731,antient history; new and comprehensive lessonscontaining a general outline of antient history,,antient history,,,london,"printed for harris and son ..1741-1810; trimmer, sarah",1823,,,,,monographic,,eng,text,print,"iv, 208, 4⁾ p. : ill. ; 15 cm",,,"history, ancient; juvenile literature",,,juvenile,,,13865077,
1768,7694867,"new and improved school atlas, to accompany the practical system of modern geographya",,,,,hartford,"published by d.f. robinson & co. sold by all the principal booksellers in the united states. 1831. [sixteen lines of copyright statement]1798-1872; d.f. robinson & co. (hartford, conn.); olney, j. (jesse)",1831; [1831],1831,,,,monographic,,eng,text,print,[14] leaves : all maps ; 30 cm,atlases (geographic)-1831; drawings (provenance); illegible markings (provenance); intaglio prints; juvenile literature-1831; printed wrappers (binding); publishers' advertisements-connecticut-hartford; textbooks,,geography,,united states connecticut hartford,juvenile,,,ocn191247514,
1769,6055226,"allen's new-england almanac, for the year of our lord ... 1806; allen's new-england almanack, for the year of our lord ... 1807-<1821>; new-england almanac, for the year of our lord; new-england almanac, for the year of our lord ... (hartford, conn. : anson allen); new-england almanac, for the year of our lord ... 1833-<1843>; newtonian reflector, or, new-england almanac, for the year of our lord ... <1823>-1832calculated for the horizon and meridian of hartfordthe","new-england almanac, for the year of our lord ... (hartford, conn. : anson allen)","allen's new-england almanac, for the year of our lord ... 1806; allen's new-england almanack, for the year of our lord ... 1807-<1821>; new-england almanac, for the year of our lord ... 1833-<1843>; newtonian reflector, or, new-england almanac, for the year of our lord ... <1823>-1832",,,hartford,"printed and sold by lincoln & gleason1772-1832; allen, anson; american almanac collection (library of congress)",1849; 18uu,1849; 18uu,,,,serial,annual,eng,text,print,v. : ill. ; 16-19 cm,,,"almanacs, american",,connecticut,,,61056896,43968309; ocm43968309,http://www.archive.org/details/newenglandalmana1807alle
1770,450977,"new england primera reprint of the earliest known edition, with many facsimiles and reproductions, and an historical introductionthe",,,,,new york,"dodd, mead and company1865-1902; ford, paul leicester",1899,,,,,monographic,,eng,text,print,"113 p., [18] leaves of plates, [90] p. : ill. ; 19 cm",,,history; printing; readers (primary),,united states,,,,03491633,
1771,7894129,"easy and pleasant guide to the art of reading; new england primer; new england primer improved, or, an easy and pleasant guide to the art of reading, to which is added, the assembly's shorter catechismthe",new england primer,easy and pleasant guide to the art of reading,,,philadelphia :,"king & baird, 9 sansom streetwestminster assembly (1643-1652)",1856,1856,,,,monographic,,eng,text,print; unmediated; volume,36 pages : illustrations ; 15 cm,text,,"catechisms, english; readers (primary)",,,,,,ocn947953368,
1772,7250390,new flower for childrena,,,,,new york,"c.s. francis; new york : c.s. francis, 18561802-1880; child, lydia maria; child, lydia maria, 1802-1880",1856,,,,,monographic,,eng,text,print,"311, [13] p., [2] leaves of plates : ill. ; 17 cm",juvenile literature,,children; children's stories; conduct of life,,africa,juvenile,,,2017630; ocm02017630,
1773,7117935,"bible. english. authorized. authorized. selections. 1839; new hierogliphical biblebeing a careful selection of the most important and interesting passages in the old and new testament : regularly arranged from genesis to revelations : to which is added, the life of our blessed saviour, and the holy evangelists : illustrated with nearly four hundred engravings on wooda",bible. english. authorized. authorized. selections. 1839,,,,manchester,"published by all the bookseller, printed and sold by s. johnson",1839,,,,,monographic,,eng,text,print,"vi, [7]-132 p., 1 leaf of plate : ill. ; 15 cm",,,hieroglyphic bibles,,,,,,ocn264956371,
1774,7895994,"new quizzical valentine writerbeing an excellent collection of all the humorous, droll, and merry, valentines, ever publishedthe",,,,,london :,"printed and sold by dean and munday, threadneedle-streetdean & munday; quizumall, peter",1811; 1847; [between 1811 and 1847],1811; 1847,,,,monographic,,eng,text,print; unmediated; volume,"28 pages, 1 unnumbered leaf of plates : 1 illustration ; 17 cm",specimens; text,,"chapbooks; chapbooks, english; humorous poetry, english; love poetry, english; valentines",,,,,,ocn953452425,
1775,7111268,lu lu tales; new stories for little girlsnew stories for girls,,lu lu tales,,,new york,"howe & ferry1799-1865; colman, (pamela chandler); howe & ferry; mrs","1867; 1867, c1844",1867,,1844,,monographic,,eng,text,print,95 p. : ill. ; 13 cm,,,children's poetry; children's stories,,,juvenile,,,ocm48510706,
1776,9028854,new story book for childrena,,,,,new york :,"mason brothers 1811-1872; fern, fanny",1865,1865,,,,monographic,,eng,text,print; unmediated; volume,"310 pages, 7 unnumbered leaves of plates : illustrations ; 18 cm",early works to 1800; fiction; juvenile fiction; juvenile works; text,,children; children's stories; conduct of life,,,juvenile,,,ocn428166367,
1777,7118019,"new tales of the castle, or, noble emigrants; noble emigrantsa story of modern times",,noble emigrants,,,london,"printed for vernor and hood, poultry, by h. fry, finsbury-place, and sold by e. newberry [sic], st. paul's church-yard1732-1811; 1766-1839; mrs; pilkington, (mary); satchwell, r. william",1800,,,,,monographic,,eng,text,print,"215 p., [1] leaf of plates : ill. (copper-engraving) ; 14 cm",juvenile literature,,castles; families,,,juvenile,,,ocm32070736,
1778,7689531,new token for childrenbeing interesting memoirs of eleven pious childrenthe,,,,,[hartford?] :; hartford :,"b. & j. russell, printers; published by w.s. marsh-1801; 1784 or 1785-1796; 1786-1804; 1787-1805; 1788-1867; 1789-1804; 1790 or 1791-1803; 1790-1802; 1790-1803; 1791-1804; 1793-; 1795-1804; b. & j. russell; bracy, sarah; gay, elizabeth seager; goodwin, mary; hillman, lydia; hughes, elizabeth; marsh, william s; matthews, amelia; melvill, peter bonamy; moseley, william; orchard, elizabeth waterman; pool, mary; thomas, john; williams, james",1814,1814,,,a new edition,monographic,,eng,text,print; unmediated; volume,69 pages ; 15 cm,biography; juvenile literature; juvenile works; text,,"children; christian life; conduct of life; conversion; deathbracy, sarah 1786-1804; gay, elizabeth seager 1793-; goodwin, mary 1789-1804; hillman, lydia 1790-1802; hughes, elizabeth 1791-1804; matthews, amelia 1790 or 1791-1803; melvill, peter bonamy 1790-1803; orchard, elizabeth waterman 1795-1804; pool, mary 1787-1805; thomas, john -1801; williams, james 1784 or 1785-1796",,united states connecticut hartford,juvenile,,,ocm45142983,
1779,7885131,new year's feast on his coming of agethe,,,,,london,"j. harris and son1775-1834; lamb, charles",1824,,,,,monographic,,eng,text,print,"24 p., [6] leaves of plates : ill. ; 18 cm",,,children's poetry,,,juvenile,,,ocm28956892,
1780,8593912,new-year's giftthe,,,,,philadelphia,"american sunday-school union, 146 chestnut streetamerican sunday-school union; lassalle, louis",1847; [1847?],1847,,,,monographic,,eng,text,print; unmediated; volume,"119 pages, [8] leaves of plates : color illustrations ; 19 cm",fiction; juvenile fiction; juvenile poetry; juvenile works; poetry; text,,christian life,,,juvenile,,,ocm51867366,
1781,7682541,new-york fireside companionthe,,,,,new york,"george munro1862-1924; libbey, laura jean",1869; 1903,1869; 1903,,,,serial,weekly,eng,text,print,v,newspaper; newspapers,,literature,,new york (n.y.)united states new york new york new york,,,sn 91061036,12109654; ocm12109654,
1782,8217876,next door childrenthe,,,,,london; new york,"e.p. dutton & co; ernest nister1839-1921; crompton, frances e; glasgow, g. r. (geraldine robertson); molesworth; mrs",1895; [approximately 1895],1895,,,,monographic,,eng,text,print; unmediated; volume,96 unnumbered pages : illustrations ; 26 x 12 cm,specimens; text,,children's stories; toy and movable books,,,juvenile,,,ocm36742722,
1783,7678743,nick carter weeklythe best detective stories in the world,,,,,"new york, n.y","new york, n.y. : street & smith; street & smith",1897; 19uu,1897; 19uu,,,,serial,weekly,eng,text,print; unmediated; volume,volumes : illustrations ; 28 cm,periodical; periodicals; specimens; text,,"detective and mystery stories, american; dime novels",,,,,sn 88033482,ocm18338932,
1784,7653532,nickel speakerthe,,,,,"toledo, iowa",nickel speaker pub. co,1899; 19uu,1899; 19uu,,,,serial,monthly,eng,text,print,v. ; 19 cm,periodical; periodicals,,readers; recitations,,,,,,ocn275839956,
1785,4431746,night before christmasthe,,,,,philadelphia,"porter & coates1779-1863; 1858-1920; 1859-1940; fredericks, alfred; louderbach, james w; moore, clement clarke; poore, henry rankin; santa claus; schell, frederic b; smedley, w. t. (william thomas)",1883; c1883,1883,,,,monographic,,eng,text,print,[22] leaves : ill. ; 20 cm,juvenile poetry,,"children's poetry, american; christmas poetrysanta claus",,,juvenile,,,ocm02077899,
1786,7895996,"night hag, or, saint swithin's chair; saint swithin's chaira romance, on which is founded the popular drama now performing with unbounded applause at astley's amphitheatrethe",,saint swithin's chair,,,london,"printed and sold by j. bailey, 116 chancery lane",18uu; [18--?],18uu,,,,monographic,,eng,text,print,24 p. : ill. ; 18 cm,drama,,"halloween; horror tales, english",,,,,,ocm30926061,
1787,4399159,night scenes in the bible,,,,,"philadelphia, pa","zeigler, mccurdy1816-1909; march, daniel",1870,,,,,monographic,,eng,text,print,"544 p., [12] leaves of plates : ill. ; 23 cm",sermons,,"congregational churches; sermons, american",,,,,,ocm14975847,
1788,1093054,nightcaps,,,,,new york,d. appleton and company1822-1894; aunt; fanny,"1858; 1860; 1860, c1858",1858; 1860,,,,monographic,,eng,text,print,"vi⁾, 171, 5⁾ p. : ill. ; 16 cm",,,children's stories,,,,,,21351988,
1789,7896041,"dialogue on creation; little basket maker; ninepenny-piece; and, the little basket-maker. : embellished with cutsthe",,dialogue on creation; little basket maker,,,providence,"published by geo. p. daniels1809-1848; daniels, george pond",1839,,,,,monographic,,eng,text,print; unmediated; volume,"23, [1] p. : ill. ; 15 cm",fiction; juvenile fiction; juvenile poetry; juvenile works; poetry; printed wrappers (binding); publishers' advertisements-rhode island-providence; specimens; text,,"biblical teaching; chapbooks; chapbooks, american; child labor; children's stories; conduct of life; creation",,united states rhode island providence,juvenile,,,ocn191247378,
1790,996052,no time like the present,,,,,new-york,"published by samuel wood & sonsapproximately 1792-; elliott, mary",1820; 1829; [182-?],1820; 1829,,,,monographic,,eng,text,print,"22, [2] p. : ill. ; 18 cm",,,,,,juvenile,,,12843435,
1791,7109764,"guy of warwick (romance); noble and renowned history of guy earl of warwickcontaining a full and true account of his many famous and valiant actions, remarkable and brave exploits and noble and renowned victoriesthe",guy of warwick (romance),,,,chiswick,"printed by c. whittingham for j. merridew, warwick1789-1862; merridew, john",1821,,,,,monographic,,eng,text,print,148 p. : ill. ; 16 cm,,,anglo-saxons; guy of warwick (legendary character); history,to 1066,england; great britain; midlands,,,,ocm03037118,
1792,7736254,nobody's child and other stories,,,,,boston,"boston : walker, wise, & co., 1861; walker, wise, & co1827-1898; american popular literature collection; guild, c. s. (caroline snowden)",1861,,,,,monographic,,eng,text,print,111 p. : ill. ; 16 cm,,,children's stories,,,juvenile,,,26391687; ocm26391687,
1793,7896057,"nocturnal travels; nocturnal travels, or, walks in the night; walks in the nightbeing an account of ghosts, apparitions, hobgoblins and monsters",,nocturnal travels; walks in the night,,,"wellington, salop :","printed by and for houlston and son, and sold at their warehouse, 65, paternoster-row, london(author of mary turvey); chapman, william",1828,1828,,,,monographic,,eng,text,print; unmediated; volume,16 pages : 2 illustrations ; 14 cm,anecdotes; specimens; text,,"apparitions; chapbooks; chapbooks, english; ghosts",,england,,,,ocn821759127,
1794,1033310,"nonsense songs, stories, botany, and alphabets",,,,,london,"robert john bush1812-1888; lear, edward",1871,,,,,monographic,,eng,text,print,l40⁾ p. : ill. ; 22 cm,,,english wit and humor,,,,,,03087100,
1795,1002081,"norse mythology, or, the religion of our forefatherscontaining all the myths of the eddas, systematized and interpreted. with an introduction, vocabulary and index",,,,,chicago,"scott, foresman1846-1936; anderson, rasmus b. (rasmus bjørn)","1875; 1898; 1898, c1875",1875; 1898,,,6th ed,monographic,,eng,text,print,473 p. : front. ; 19 cm,,,"eddas; icelandic literature; mythology, norse; northmen; old norse poetry; religion",,,,,,03677593,
1796,8365940,"northern lands; northern lands, or, young america in russia and prussia; young america in russia and prussiaa story of travel and adventure",,northern lands; young america in russia and prussia,,,boston :,"boston : lee and shepard ; new york : lee, shepard and dillingham, 1872. ([boston] : electrotyped at the boston stereotype foundry); lee and shepard, publishers approximately 1816-; john andrew & son; lee and shepard; lee, shepard & dillingham; nichols, henry; optic, oliver, 1822-1897; optic, oliver, ǂd 1822-1897",1872,1872,,,,monographic,,eng,text,print; unmediated; volume,"360 pages, 6 unnumbered leaves of plates : illustrations ; 17 cm",fiction; juvenile fiction; juvenile literature-1872; juvenile works; text,"the academy squadron begins another tour of europe, this time in prussia and russia",description and travel; travel,,germany; prussia; prussia (germany); russia,juvenile,,01022953,ocm11603865,
1797,7109722,"dodging and hiding; norval the detective, or, dodging and hidinga detective romance",,dodging and hiding,,,new york :,j. s. ogilvie publishing company :1839?-1898; old sleuth,1898; [1898],1898,,1898,,monographic,,eng,text,print; unmediated; volume,82 pages ; 18 cm,text,,detective and mystery stories,,,,,,ocn870650631,
1798,7885607,nourjahadadorned with cuts,,,,,london,"printed for n. hailes, juvenile library, london museum, picadilly1724-1766; active 1830-1854; hailes, nathaniel; jackson, william; sheridan, frances chamberlaine",1817,,,,,monographic,,eng,text,print,"[2], 92, [2] p. : ill. (woodcuts) ; 67 mm",juvenile fiction; specimens,,miniature books,,orient,juvenile,,,ocm38253974,
1799,7111979,novel adventures of tom thumb the great; tom thumb; tom thumb the greatshowing how he visited the insect world and learned much wisdomthe,tom thumb,tom thumb the great,,,london,"and a.k. newman and co. leadenhall street; chapman and hall, strand1800-1885; barwell, (louisa mary); mrs",1840,,,,,monographic,,eng,text,print,"158 p., [4] leaves of plates : ill. ; 14 cm",juvenile literature,,natural history; nature,,,juvenile,,,ocm29593986,
1800,7678839,novelette; novelette (boston : 1897); novelette librarythe,novelette (boston : 1897),novelette library,,,boston,"boston : g.w. studley, 1897-; g.w. studley",1897; 1897-; 19uu,1897; 19uu,,,,serial,monthly,eng,text,print; unmediated; volume,volumes : illustrations ; 25 cm,periodical; periodicals; specimens; text,,dime novels,,,,,,64220495; ocm64220495,
1801,9036337,"adventures of bobby bright; now or never; now or never, or, the adventures of bobby bright",,adventures of bobby bright; now or never,,,boston :,"lee and shepard (successors to phillips, sampson & co.)1815-1870; 1822-1897; andrew, john; lee and shepard; optic, oliver",1863,1863,,,,monographic,,eng,text,print; unmediated; volume,"263 pages, 1 unnumbered page, 2 unnumbered leaves of plates : illustrations ; 18 cm",fiction; juvenile fiction; juvenile literature-1863; juvenile works; text,,boys; conduct of life; courage; mothers and sons; temptation; truthfulness and falsehood,,,,,2014656761,ocn889941841,
1802,7109721,number one: a tale ... illustrated by j. absolon,,,,,london,"w.s. orr & co1800-1881; 1815-1895; absolon, john; hall, s. c; mrs",1844,,,,,monographic,,eng,text,print,24 p. : ill. ; 8°,juvenile fiction,,only child; pampered child syndrome; selfishness,,,juvenile,,,ocn559750038,
1803,5810815,nürnberg stovethe,,,,,new york,"r.f. fenno & co1503-1553; 1839-1908; hirschvogel, augustin; ouida; r.f. fenno & company",1895; c1895,1895,,,,monographic,,eng,text,print,"101 p., [11] leaves of plates : ill. ; 16 cm",juvenile fiction; novel,"when poor august's father is forced to sell a magnificent stove created by augustin hirschvogel, august hides inside it on the trip to the royal palace so he is not parted from it","avarice; brothers and sisters; children; conduct of life; dreams; imagination; kindness; painters; parent and child; poverty; stoveshirschvogel, augustin 1503-1553",,hall (germany)united states new york new york,juvenile,,,ocm06382883,
1804,526620,nurserythe,,,,,"boston, [mass.]",john l. shorey,18uu,18uu,,,,serial,monthly,eng,text,print,v. : ill. ; 21 cm,periodical,,children's periodicals; periodicals,,,,,06040817,01760931,
1805,7680550,nursery and infants' school magazine; nursery magazinethe,,nursery magazine,,,london,"printed for houlston and son; published by l.b. seeley and sons1781-1858; cameron, (lucy lyttelton); mrs",1830; 1830-1833; 1833,1830; 1833,,,,monographic,,eng,text,print,3 v. : ill. ; 15 cm,juvenile literature; periodicals,,"children's literature; children's literature, english; christian life",,,juvenile,,,756763616; ocn756763616,
1806,7896064,nursery ditties,,,,,london,"printed and sold by j.t. wood, 278, strand-1874; wood, j. t. (joseph thomas)",1858; 1874; [between 1858 and 1874],1858; 1874,,,,monographic,,eng,text,print; unmediated; volume,8 pages : illustrations (woodcuts) ; 11 cm,nursery rhymes; specimens; text,,"chapbooks; chapbooks, english; nursery rhymes",,,juvenile,,,ocn951976557,
1807,7896112,nursery poemsfrom the ancient and modern poets,,,,,banbury,"banbury : printed by j.g. rusher, [ca. 1840?]; printed by j.g. rusher1784-1877; rusher, john golby",1840; [ca. 1840?],1840,,,,monographic,,eng,text,print,16 p. : ill. (wood engravings) ; 10 x 7 cm,juvenile literature; specimens,,"chapbooks; chapbooks, english; nursery rhymes, english",,england oxfordshire banbury,juvenile,,29005459,ocn270951267,
1808,5796061,"nursery primer; nursery primer and self-teaching reader, for beginnersprofusely illustratedthe",,nursery primer,,,boston,"john l. shorey, 36 bromfield streetshorey, john l",1875; [1875],1875,,,,monographic,,eng,text,print,63 p. : ill. ; 20 cm,,,picture books for children; readers (primary),1870-1950,united states massachusetts boston,juvenile,,,641882400; ocn641882400,
1809,7896116,nursery rhymes,,,,,london :,"printed and sold by j.t. wood, 278, strand-1874; wood, j. t. (joseph thomas)",1858; 1874; [between 1858 and 1874],1858; 1874,,,,monographic,,eng,text,print; unmediated; volume,"7 pages, 1 unnumbered page : illustrations (woodcuts) ; 11 cm",nursery rhymes; specimens; text,,"chapbooks; chapbooks, english; nursery rhymes",,,juvenile,,,ocm31899260,
1810,3878957,nursery rhymes and tales,,,,,london,"dean & son, limitedheatly, e; howard, f. s",[18--],,,,limited ed,monographic,,eng,text,print,1 v. (unpaged) : chiefly col. ill. ; 31 cm,,,nursery rhymes,,,juvenile,,,,
1811,7896118,"nursery rhymes, from the royal collections",,,,,banbury,"banbury : printed by j.g. rusher, [ca. 1840?]; printed by j.g. rusher1784-1877; rusher, john golby",1840; [ca. 1840?],1840,,,,monographic,,eng,text,print,16 p. : ill. (wood engravings) ; 10 x 7 cm,specimens,,chapbooks; nursery rhymes,,,juvenile,,,ocm24326346,
1812,1023259,nursery rhymes of englandthe,,,,,london and; new york,f. warne and co,1886,,,,"fifth edition; first edition published in london, 1842, for the percy society",monographic,,eng,text,print,"2⁾, viii, 333 p. : illus. ; 18 cm",,,nursery rhymes,,,,,20007893,09015689,
1813,8352289,little people's naughty ways; nursery rhymes of very odd timeslittle people's naughty ways on sundays & on other days : newly set forth in red & black that they may amend their evil track,,little people's naughty ways,,,london,"read, brooks, & co., printers, 25 & 26, new street, cloth fair, e.caunt; love'em",1877; 1885; [between 1877 and 1885],1877; 1885,,,,monographic,,eng,text,print; unmediated; volume,6 unnumbered leaves : color illustrations (chromoxylographs) ; 25 cm,juvenile poetry; juvenile works; poetry; text,,conduct of life; nursery rhymes,,,juvenile,,,ocm32605347,
1814,7743038,"nurse's rhyme booka new collection of nursery rhymes, games, stories, and jinglesthe",,,,,philadelphia,"published by jas. b. smith & co., no. 610 chestnut street1712-1786; hanway, jonas; j.b. smith & co; l. johnson & co",1858,,,,,monographic,,eng,text,print,112 p. : ill. ; 22 cm,juvenile literature-pennsylvania-philadelphia-1858; juvenile poetry; nursery rhymes-pennsylvania-philadelphia-1858,,animals; children; children's poetry; death; kings and rulers,,,juvenile,,,ocn227001156,
1815,4362570,"oak staircase; or, the stories of lord and lady desmonda narrative of the times of james iithe",,,,,london,"griffith and farranfl. 1867-1888; lee, catherine; lee, mary",1877,,,,2d ed.,monographic,,eng,text,print,326 p. illus. 18 cm,,,,,,,,,ocm12323628,
1816,7712474,"golden leaves of friendship; oasis; oasis, or, golden leaves of friendshipthe",,golden leaves of friendship; oasis,,,boston :,"boston, dayton and wentworth, 1855; dayton and wentworth, 86 washington streetferguson, n. l",1855,1855,,1854,,monographic,,eng,text,print; unmediated; volume,"272 pages, 1 unnumbered leaf of plates : 1 illustration ; 19 cm",specimens; text,,gift books,,,,,01025997,ocm02918250,
