,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
2645,9997899413406236,Sonatae unarum fidium (1664): Violinsonaten handschriftlicher Überlieferung,"Sonatas, violin, continuo. Selections",,"Schmelzer, Johann Heinrich, approximately 1623-1680|||Schenk, Erich, 1902-1974","Schmelzer, Johann Heinrich, approximately 1623-1680",Wien :,"Öesterreichischer Bundesverlag,",1958.,1958,,,,monographic,zxx|||ger,notated music,print|||unmediated|||volume,"1 score (vi, 100 pages) : portrait, facsimile ; 36 cm",Chamber music|||Scores|||Sonatas|||Suites|||notated music|||sn-su,,Sonatas (Violin and harpsichord)|||Suites (Violin and harpsichord)|||Violin and harpsichord music|||Chamber music|||Scores,1664|||1600-1699|||17th century,Austria|||e-au---,,,a 62002919,ocm19802729|||19802729,
2646,9997899713406236,Sämtliche lateinische Motetten: und andere unedierte Werke,Vocal music. Selections,Lateinische Motetten,"Bruck, Arnold von, 1500?-1554|||Wessely, Othmar","Bruck, Arnold von, 1500?-1554|||Copus, Caspar, active approximately 1550|||Févin, Antoine de.",Graz :,"Akademische Druck- u. Verlagsanstalt,",1961.,1961,,,,monographic,ger|||lat,notated music,print|||unmediated|||volume,"vi pages, score (125 pages) ; 34 cm",Motets|||Part songs|||Partituras|||Scores|||mo-pt|||notated music,"Latin motets for 2-6 unaccompanied voices and 3 sacred German choral pieces by Arnold von Bruck ; a Latin motet by Antoine de Févin, a Latin motet by Arnoldus, (though the authorship is uncertain); and a Latin motet by Caspar Copus.","Motets|||Part songs, Sacred|||Choruses, Sacred (Mixed voices, 2 parts), Unaccompanied|||Choruses, Sacred (Mixed voices, 3 parts), Unaccompanied|||Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied|||Choruses, Sacred (Mixed voices, 5 parts), Unaccompanied|||Choruses, Sacred (Mixed voices, 6 parts), Unaccompanied|||Motetes|||Canciones alemanas",1500-1599|||16th century,Netherlands|||e-ne---,,,62041959,ocm00552928|||552928,
2647,9997899723406236,Geistliche Solomotetten des 18. Jahrhunderts,,,"Schoenbaum, C.","Caldara, Antonio, 1670-1736|||Conti, Francesco, 1681 or 1682-1732|||Fux, Johann Joseph, 1660-1741|||Ziani, Marc'Antonio, approximately 1653-1715",Graz :,"Akademische Druck- u. Verlagsanstalt,",1962.,1962,,,,monographic,lat|||ger,notated music,print|||unmediated|||volume,"1 score (vi, 149 pages) ; 34 cm",Motets|||Partituras|||Sacred music|||Scores|||Songs|||mo-sg|||notated music,"Contains works of Marc' Antonio Ziani, Antonio Caldara, Francesco Conti, and Johann Joseph Fux.",Motets|||Sacred songs with instrumental ensemble|||Sacred songs with string orchestra|||Motetes,1700-1799|||18th century,Italy|||Austria|||e-it---|||e-au---,,,a 64000547,ocm00655365|||655365,
2648,9997899733406236,Duodena selectarum sonatarum (1659): Werke handschriftlicher Überlieferung,Selectae sonatae,,"Schmelzer, Johann Heinrich, approximately 1623-1680|||Schenk, Erich, 1902-1974","Schmelzer, Johann Heinrich, approximately 1623-1680",Graz :,"Akademische Druck- u. Verlagsanstalt,",1963.,1963,,,,monographic,zxx|||ger,notated music,print|||unmediated|||volume,"vi pages, score (126 pages) : illustrations, facsimiles ; 35 cm.",Chamber music|||Scores|||Sonatas|||Trio sonatas|||notated music|||ts-sn,,"Sonatas (Violins (2))|||Quartets (Organ, trombone, violins (2))|||Quartets (Organ, violins (2), viola da gamba)|||Quartets (Violins (2), viola, continuo)|||Quartets (Violins (2), viola da gamba, continuo)|||Trio sonatas (Bassoon, violin, continuo)|||Trio sonatas (Violin, viola da gamba, continuo)|||Trio sonatas (Violins (2), continuo)|||Violin music (Violins (2))|||Organ music, Arranged|||Intabulations (Organ)|||Chamber music|||Scores",1659|||1600-1699|||17th century,Austria|||e-au---,,,a 64000621,ocm00630289|||630289,
2649,9997900303406236,Ausgewählte Instrumentalwerke,Instrumental music. Selections,Komponisten der fürstlich esterhazyschen Hofkapelle,"Tomasini, Luigi, 1741-1808","Schenk, Erich, 1902-1974|||Tomasini, Luigi, 1741-1808",Graz :,"Akademische Druck- u. Verlagsanstalt,",1972.,1972,,,,monographic,zxx|||ger,notated music,print|||unmediated|||volume,"1 score (xiii, 154 pages) ; 34 cm.",Chamber music|||Concertos|||Partituras|||Scores|||notated music,,"String quartets|||String trios (Violin, cello, baryton)|||String trios (Viola, cello, baryton)|||Violin music (Violins (2))|||Concertos (Violin)|||Concertos|||Chamber music|||Música de cámara|||Scores",1700-1799|||18th century,Italy|||Italy 18th century|||e-it---,,3201006068|||9783201006064,74202862,ocm00924116|||924116,
2650,9998325873406236,New ways of looking at old texts,,"Papers of the Renaissance English Text Society, 2011-2016","Marotti, Arthur F., 1940-",Renaissance English Text Society (issuing body),"Tempe, Arizona :","ACMRS, Arizona Center for Medieval and Renaissance Studies, in conjunction with Renaissance English Text Society,",2019.,2019,,,,monographic,eng,text,print|||unmediated|||volume,"vii, 350 pages : illustrations ; 24 cm.",bibliography|||text,,"English literature|||Criticism, Textual|||Transmission of texts|||History|||Manuscripts, Renaissance|||Editing|||Manuscripts, English|||Renaissance|||Paleography, English","Early modern, 1500-1700|||16th century|||17th century",England,,9780866986083|||0866986081,,on1153405809|||1153405809,
2651,9998327173406236,Iconografía diabólica e infernal en la miniatura medieval hispana: los Beatos,,,"Gómez, Nora M., 1953-2016",,San Millán de la Cogolla :,"Cilengua,",2018.,2018,,,,monographic,spa,text,electronic resource|||remote|||computer|||online resource,1 online resource : color illustrations.,Electronic books|||Illustrations|||bibliography|||text,,"Christian art and symbolism|||Illumination of books and manuscripts, Medieval|||Illumination of books and manuscripts, Spanish|||Devil in art|||Bible","Medieval, 500-1500",Spain|||e-sp---,,9788417107840|||8417107843|||9788417107758|||8417107754,,1141994096,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/60403/
2652,9998492231206236,"book of madrigals, The",,,,Ensemble Amarcord (performer)|||ACCENTUS Music (Firm) (production company),"Berlin, Berlin State :","C Major Entertainment,",2013.,2013,,,,monographic,fre|||ita|||eng|||ger,moving image,electronic resource|||remote|||video|||computer|||other|||online resource,1 online resource (77 minutes),Filmed performances|||Madrigals (Music)|||government publication|||two-dimensional moving image|||videorecording,"In their new Book of Madrigals, the a capella ensemble Amarcord presents outstanding compositions from the European Renaissance by Dowland, Banchieri, Monteverdi, Palestrina, Josquin and Willaert. Along with Michael Metzler (percussion), Hille Perl (viol) and the American lutenist Lee Santana, the ensemble met in the fall of 2013 in the Venetia region of northern Italy. In the unique setting of the Villa Caldogno, built by the Italian Renaissance architect Andrea Palladio, the madrigals were recorded under studio conditions with several cameras. The program is available in three different formats: 78 or 44 minutes with interviews about the Renaissance period, the repertoire and the location.",Madrigals|||Vocal quintets|||Vocal music,15th century|||16th century|||17th century,Europe,adult,,,959235909,
2653,9998493018506236,"Florentine chansonnier from the time of Lorenzo the Magnificent: Florence, Biblioteca nazionale centrale, MS Banco rari 229, A",,,,"Biblioteca nazionale centrale di Firenze, Banco rari 229.|||Medici, Lorenzo de', 1449-1492|||Brown, Howard Mayer.|||Jeffery, Brian.|||Knight, Max.|||American Council of Learned Societies",Chicago,University of Chicago Press,c1983,1983,,,,monographic,fre|||lat|||ita|||dut|||eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (1 score (2 v.) ) ill. ;,encyclopedia|||text,,Polyphonic chansons|||Biblioteca nazionale centrale di Firenze. Banco rari 229.,15th century,,,,,,
2654,9998494531906236,Rennaissance dance,,Danseryes (Renaissance),"Susato, Tielman, active 1529-1561|||Morley, Thomas, 1557-1603?|||Praetorius, Michael, 1571-1621|||Guami, Gioseffo, 1542-1611|||Lappi, Pietro, approximately 1575-1630|||Priuli, Giovanni, -1626|||Mainerio, Giorgio, approximately 1535-1582","Munrow, David (conductor)","[New York, New York] :","Warner Music,",[2006],2006,,,,monographic,zxx,sound recording-musical,electronic resource|||remote|||audio|||computer|||other|||online resource,1 online resource (103 minutes),Chamber music|||Dance music|||performed music,,Dance music|||Chamber music,16th century,,,,,964539820,
2655,9998495210706236,Cultivated by hand: amateur musicians in the early American republic,,,"Goodman, Glenda",,New York :,"Oxford University Press,",[2020],2020,,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (256 pages).,Electronic books|||bibliography|||text,"Hundreds of volumes filled with hand-copied music sit in archives and libraries across the United States. Created by amateur musicians who came of age in the years following the American Revolution. These manuscript books reveal the existence of a musical culture that was deeply intertwined in people's everyday lives and at the same time in powerful historical forces that were shaping the new nation. Cultivated by Hand is a social and material history of musical amateurism. It uncovers the influences that directed amateurs' experiences, delves into how those influences manifested in individuals' lives, and reveals the hitherto unknown importance of music book creation and collection in early American musical life.",Music|||Social aspects|||History|||Manuscripts,18th century,United States|||n-us---,Specialized.,0-19-088493-2|||0-19-088491-6,,,
2656,9998496744006236,Silent music: medieval song and the construction of history in eighteenth-century Spain,,,"Boynton, Susan, 1966-",,New York|||Oxford,Oxford University Press,2011,,,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (237 p.),Electronic books|||bibliography|||text,This text shows the influence of medieval musical manuscripts on the articulation of national identity in Enlightenment Spain.,"Paleography, Musical|||Music|||Manuscripts|||History and criticism|||Enlightenment|||Influence|||Neumes",500-1400,Spain|||e-sp---,,1-283-42347-2|||9786613423474|||0-19-987711-4,2011002533,922970694,
2657,9998496985106236,Books within books: new discoveries in old book bindings : European Genizah texts and studies volume 2,,,,"Lehnardt, Andreas.|||Olszowy-Schlanger, Judith.",Leiden :,"Brill,",2014.,2014,,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (362 p.),Bibliography|||Congresses|||Electronic books|||conference publication|||text,"Books within Books presents some recent findings and research projects on the fragments of medieval Hebrew manuscripts discovered in the bindings of other manuscripts and early printed books across Europe. This is the second collection of interdisciplinary articles on Hebrew binding fragments presenting current scholarship and its international scope. From the contemporary perspective, the fragments of medieval Hebrew manuscripts preserved until today, through their numbers (estimated 30,000 fragments, so more than double of the number of the known Hebrew volumes produced in medieval Europe ), the texts they carry (some of them have been previously unknown), the insights into book making techniques and finally their economic impact, are an unprecedented source for our knowledge of the Hebrew book culture and literacy as well as the economic and intellectual exchanges between the Jewish minority and their non-Jewish neighbours.","Manuscripts, Hebrew|||Manuscripts, Aramaic|||Manuscripts, Medieval|||Paleography, Hebrew|||Judaism|||History|||Rabbinical literature","Medieval and early modern period, 425-1789",Europe|||e------,,90-04-25850-7,2013024392,862371052,
2658,9998497260406236,"Priests, tongues, and rites: the London-Leiden magical manuscripts and translation in Egyptian ritual (100-300 CE)",,,"Dieleman, Jacco.",,Leiten ;,"Brill,",2005.,2005,,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (372 p.),Electronic books|||History|||bibliography|||text,"This book is an investigation into the sphere of production and use of two related bilingual magical handbooks found as part of a larger collection of magical and alchemical manuscripts around 1828 in the hills surrounding Luxor, Egypt. Both handbooks, dating to the Roman period, contain an assortment of recipes for magical rites in the Demotic and Greek language. The library which comprises these two handbooks is nowadays better known as the Theban Magical Library. The book traces the social and cultural milieu of the composers, compilers and users of the extant spells through a combination of philology, sociolinguistics and cultural analysis. To anybody working on Greco-Roman Egypt, ancient magic, and bilingualism this study is of significant importance.","Magic|||Bilingualism|||Civilization|||Egyptian language|||Papyri, Demotic|||Manuscripts, Greek (Papyri)|||Rites and ceremonies",To 1500|||332 B.C.-638 A.D,Egypt|||f-ua---,,1-280-86741-8|||9786610867417|||90-474-0674-5|||1-4337-0749-7,2004058147,437175312|||182530536,
2659,9998498223906236,Vivaldi & les gitans baroques = Vivaldi & the Baroque gypsies,Instrumental music. Selections; arranged,Vivaldi and the Baroque gypsies|||Vivaldi & the Baroque gypsies,"Vivaldi, Antonio, 1678-1741","Maute, Matthias, 1963- (conductor, instrumentalist, arranger of music)|||Ensemble Caprice (performer)","[Montréal, Québec] :","Groupe Analekta, Inc.,",[2007],2007,,,,monographic,zxx,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (76 minutes),Arrangements (Music)|||Chamber music|||Concertos|||performed music,,"Instrumental ensembles, Arranged|||Concertos, Arranged|||Romanies|||Music",18th century,,,,,1140351395,
2660,9998498236706236,Middle Ages music,,,,Forbury Consort (performer)|||Holbein Consort (performer)|||Trinity Baroque (Musical group) (performer),"[Cheadle, Greater Manchester] :","Griffin / Qualiton Imports, Ltd.,",[1995],1995,,,,monographic,mul|||lat|||fre|||ita,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (59 minutes),Art music|||performed music|||sg-df,,Music,15th century|||500-1400,,,,,1017073701,
2661,9998498968506236,Klosterreform und mittelalterliche Buchkultur im deutschen Südwesten,,,"Heinzer, Felix.",,Leiden ;,"Brill,",2008.,2008,,,,monographic,ger,text,electronic resource|||remote|||computer|||online resource,1 online resource (636 p.),Electronic books|||bibliography|||text,"Heinzer's book, a series of case studies, deals with the fundamental relation between monastic reform and book production in the middle ages in the southwestern part of the German-speaking area during the period from the 9th to the early 16th century. This book, thus, might be considered as a complementary contribution to a long-term project, initiated by scholars of mediaeval german studies (Nigel Palmer and Hans-Jochen Schiewer), of reconstructing a \'Literary Topography of south-west Germany\', dealing however almost exclusively with Latin texts and focussing not as much on more specifically litterary matters, but rather on aspects of formal (esthetical) interest as well as on the conditions of writing and reading and on the social formations which fostered the production and dissemination of texts and books.","Buch|||Klosterreform|||Manuscripts, Latin|||Monasticism and religious orders|||History","Middle Ages, 600-1500",Germany|||Südwestdeutschland|||e-gx---,,1-282-60233-0|||9786612602337|||90-474-4329-2,2008011342,654568580|||214282241,
2662,9998499588506236,"'Jenaer Liederhandschrift': Codex - Geschichte - Umfeld, Die",,,"Haustein, Jens|||Körndle, Franz","Beck, Wolfgang.|||Fasbender, Christoph.",Berlin ;,"De Gruyter,",[2010],2010,,,,monographic,ger,text,electronic resource|||remote|||computer|||online resource,1 online resource (297 p.),Congresses|||Electronic books|||dictionary|||government publication|||text,"The subject of the volume is the Jena Manuscript, created around 1350 and restored in 2008, the most important manuscript for the transmission of German Sangspruchdichtung and its melodies. The volume contains contributions on the restoration itself, on questions of the location of the manuscript in linguistic and literary history, on the arrangement of the codex and it notation practice. In addition, it documents those manuscript fragments which research has connected with the history of the genesis of the Jena Manuscript on the basis of the stage of their linguistic development and the texts","German poetry|||Conservation and restoration|||Manuscripts, Medieval|||Jenaer Liederhandschrift","Middle High German, 1050-1500",Germany,specialized,1-282-93408-2|||9786612934087|||3-11-021897-6,,707068873|||742304250|||775645064,
2663,9998499957706236,"voice of the turtle dove, The",,,,"Christophers, Harry (conductor)|||Sixteen (Musical group) (performer)","[London, England] :","Coro,",[2014],2014,,,,monographic,mul|||lat|||eng,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (71 minutes),Motets|||Sacred music|||performed music,,"Choruses, Sacred (Mixed voices), Unaccompanied|||Motets|||Sacred vocal music",15th century|||16th century,England,,,,911043027,
2664,9998499959106236,"Reliquie di Roma. III, Mortale, che pensi?: Nero, Zaida, Mater Euryali, Armida the Blessed Virgin, Mary Magdalene",,"Mortale, che pensi?",,"Headley, Erin (conductor, instrumentalist)|||Atalante (Musical group) (performer)","Herefordshire, England :","Nimbus,",2014.,2014,,,,monographic,ita|||eng,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (67 minutes),Chamber music|||Songs|||performed music,,Songs with continuo|||Vocal trios with continuo|||Music,17th century,Italy|||Rome,,,,906563090,
2665,9998499999706236,Daoism excavated: cosmos and humanity in early manuscripts,,,"Wang, Zhongjiang",,"St. Petersburg, Florida :","Three Pines Press,",2015.,2015,,2015,First edition.,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (212 pages).,Electronic books|||Sacred books|||bibliography|||text,,"Taoism|||Taoist literature, Chinese|||History and criticism|||History|||Philosophy of nature|||Cosmology|||Manuscripts, Chinese|||Laozi",To 221 B.C|||To 1500,China|||Jingmen Shi|||a-cc---,,1-365-51806-X,,,
2666,9998500148406236,"muzikale anthologie der Noordelijke Nederlanden, 1600-2000. CD 2, Een",,,,,"Amsterdam, North Holland :","Donemus,",2001.,2001,,,,monographic,eng,sound recording-musical,electronic resource|||remote|||audio|||computer|||other|||online resource,1 online resource (77 minutes),Art music|||performed music,,Music,18th century,Netherlands|||e-ne---,,,,1191032513,
2667,9998500148506236,"muzikale anthologie der Noordelijke Nederlanden, 1600-2000. CD 1, Een",,,,,"Amsterdam, North Holland :","Donemus,",2001.,2001,,,,monographic,dut,sound recording-musical,electronic resource|||remote|||audio|||computer|||other|||online resource,1 online resource (74 minutes),Art music|||performed music,,Music,17th century,Netherlands|||e-ne---,,,,1191032485,
2668,9998500149806236,Early music,,Early music from the Netherlands,,"Swarts, Lucia (performer)|||Fesch, Willem de, 1687-1761|||Eyck, Jacob van.|||Sweelinck, Jan Pieterszoon, 1562-1621|||Wassenaer, Unico Wilhelm, graaf van, 1692-1766|||Trio de l'Oustal (performer)","Amsterdam, North Holland :","Donemus,",2000.,2000,,,,monographic,zxx,sound recording-musical,electronic resource|||remote|||audio|||computer|||other|||online resource,1 online resource (61 minutes),Chamber music|||performed music,,Chamber music,17th century|||18th century,Netherlands|||e-ne---,,,,1191031658,
2669,9998500152406236,Vox Neerlandica. I,,,,"Nevel, Paul van (conductor)|||Nederlands Kamerkoor (performer)","Amsterdam, North Holland :","Donemus,",1997.,1997,,,,monographic,lat|||fre|||ita,sound recording-musical,electronic resource|||remote|||audio|||computer|||other|||online resource,1 online resource (63 minutes),Madrigals (Music)|||Motets|||md-mo|||performed music,,"Vocal music|||Motets|||Madrigals, Italian",15th century|||16th century|||17th century,Netherlands|||e-ne---,,,,1191033293,
2670,9998500668306236,Stuart age music : tunes from troubled times,,,,Sirinu (Musical group) (performer),"[Cheadle, Greater Manchester] :","Griffin / Qualiton Imports, Ltd.,",[2005?],2005,,,,monographic,eng,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (58 minutes),Art music|||Folk music|||performed music,,Music,17th century,Great Britain,,,,1126679245,
2671,9998500674106236,Conversations en musique : chamber music in 18th-century France = musique de chambre en France au XVIIIe siècle,,,,"Marais, Marin, 1656-1728|||Villeneuve, Alexandre de.|||Quentin, Jean-Baptiste, active 1718-approximately 1750|||Mondonville, Jean-Joseph Cassanéa de, 1711-1772|||Telemann, Georg Philipp, 1681-1767|||Ensemble Arion (performer)","[Montréal, Québec] :","Groupe Analekta, Inc.,",[2005?],2005,,,,monographic,zxx,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (63 minutes),Chamber music|||Concertos|||Sonatas|||Suites|||performed music|||sn-su-ts-co,,"Chamber music|||Suites (Flutes (2), continuo)|||Suites (Flute, violin, continuo)|||Trio sonatas (Flute, violin, continuo)|||Sonatas (Violin and continuo)|||Quartets (Flute, violin, viola da gamba, continuo)",18th century,France,,,,1140376135,
2672,9998500675506236,Rue des Jugleors : instrumental and vocal music from the 12th to the 14th century = musique instrumentale et vocale du XIIe au XIVe siècle,,,,"Bernatchez, Claude (conductor)|||Anonymus (Musical group) (performer)","[Montréal, Québec] :","Groupe Analekta, Inc.,",[2006?],2006,,,,monographic,mul|||fro|||lat,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (63 minutes),Art music|||Songs|||performed music,,Instrumental music|||Vocal music,500-1400,France|||Paris,,,,1140355353,
2673,9998501807806236,Llibre vermell : Catalonian pilgrimage : songs & dances from the 14th century = chants & danses de pèlerinage en Catalogne au XIVe siècle,,Chants & danses de pèlerinage en Catalogne au XIVe siècle,,"Bernatchez, Claude (conductor)|||Anonymus (Musical group) (performer)","[Montréal, Québec] :","Groupe Analekta, Inc.,",[2006?],2006,,,,monographic,lat|||cat,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (67 minutes),Art music|||Sacred music|||Songs and music|||performed music|||sg-df,,"Music|||Blessed Virgin, Saint Mary",500-1400,Spain,,,,1140377323,
2674,9998501822906236,17th century Italian dances,,,"Zanetti, Gasparo","Mendoze, Christian (conductor)|||Musica Antiqua Provence (Musical group) (performer)",[Switzerland] :,"Claves Records,",2002.,2002,,,,monographic,zxx,sound recording-musical,electronic resource|||remote|||audio|||computer|||online resource,1 online resource (55 minutes),Dance music|||performed music,,Quartets (Unspecified instruments (4))|||Dance music,,Italy|||17th century,,,,1120071168,
2675,9998501847506236,"concise companion to the study of manuscripts, printed books, and the production of early modern texts: a festschrift for Gordon Campbell, A",,,"Jones, Edward, 1950-","Achinstein, Sharon (contributor)|||Campbell, Gordon, 1944- (honouree)","Chichester, West Sussex, England :","Wiley Blackwell,",2015.,2015,,2015,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (385 p.),Electronic books|||bibliography|||text,"Bringing together a broad range of case studies written by a team of international scholars, this Concise Companion establishes how manuscripts and printed books met the needs of two different approaches to literacy in the early modern period. Features essays illustrating the particular ways a manuscript and a printed book reflect the different emphases of an elite, private and an egalitarian, public culture, both of which account for the literary achievements of the Renaissance Includes wide-ranging essays, from printing the Gospels in Arabic to a contemporary reconceptualization of Shakes","Criticism and interpretation|||English literature|||History and criticism|||Books|||History|||Codicology|||Manuscripts, Renaissance|||Books and reading|||Printing|||Milton, John 1608-1674","Early modern, 1500-1700|||1450-1600|||17th century|||16th century",,,1-118-63528-0|||1-119-07379-0|||1-118-63526-4|||1-118-63515-9,2015018884,,
2676,9998502023506236,"Performing Manuscript Culture: Poetry, Materiality, and Authorship in Thomas Hoccleve's ""Regement of Princes""",,,"Kempf, Elisabeth",,Berlin ;,"De Gruyter,",[2016],2016,,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (218 pages) : illustrations.,Electronic books|||dictionary|||government publication|||text,"This study conceives of Thomas Hoccleve's Regement of Princes (1410-1413) as an essentially performative text, one that expresses its awareness of the manuscript culture in which it is so firmly rooted. The openness of manuscripts is a recurring subject in the Regement and is not only expressed through mere descriptions of, but through complex references to this manuscript context. Performances of manuscript culture manifest themselves in several aspects of the text. The first is the narrator persona, and especially the question of how persona and text are intertwined. The second is the constantly recurring interpretation of ""es from authoritative sources that pervades the Regement. This urge to interpret is expressed both in the tradition of adding marginal glosses and in the process of subjecting the text to an exegetical reading. The third aspect is the relation between text and images in the Regement's manuscripts, which shows how mediality is performed and how the manuscript context is made the focus of this performance. In this monograph, all of these aspects are studied in a mindset that combines the concept of performativity with the postulations of Material Philology.","Literature, Medieval|||Criticism, Textual|||Manuscripts, Medieval|||History|||Literature and society|||Political poetry, English (Middle)|||History and criticism|||Hoccleve, Thomas 1370?-1450?|||De regime principum",To 1500,England,specialized,3-11-052245-4,,979627181,
2677,9998502304106236,Excavating the Afterlife: The Archaeology of Early Chinese Religion,,,"Lai, Guolong.",,"Seattle, [Washington] ;","University of Washington Press,",2015.,2015,,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (320 p.),Electronic books|||text,,Social change|||History|||Future life|||Social aspects|||Manuscripts|||Art objects|||Tombs|||Sacred space|||Excavations (Archaeology)|||Archaeology and religion|||Antiquities,"To 1500|||Warring States, 403-221 B.C",China|||a-cc---,,0-295-80570-6,2014025639,909369349,
2678,9998502943606236,Jesuit mapmaking in China,,,"Ribeiro, Roberto M.|||O'Malley, John W.",,"Philadelphia, Pennsylvania :","Saint Joseph's University Press,",2014.,2014,,2014,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,"1 online resource (128 pages) : illustrations, maps.",Early works to 1800|||Electronic books|||Maps|||text,,"Missions|||History|||Cartography|||Anville, Jean Baptiste Bourguignon d' 1697-1782|||Jesuits|||Nouvel atlas de la Chine, de la Tartarie chinoise et du Thibet",18th century,China|||a-cc---,,1-945402-04-0,,,
2679,9998503032606236,"World Map, 1300–1492: The Persistence of Tradition and Transformation, The",,,"Edson, Evelyn.",,"Sante Fe, N.M. :|||Baltimore, Md. :","Published in association with the Center for American Places,|||Project MUSE,",2007.,2007,2012,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (313 p.),Electronic books|||text,,"Early maps|||Cartography|||History|||Geography|||Geography, Medieval",15th century,,,1-4214-0430-3,2006030067,794701459,
2680,9998503033906236,"Relación de Michoacán (1539-1541) and the Politics of Representation in Colonial Mexico, The",,,"Afanador Pujol, Angelica Jimena, 1973-",,"Austin, Texas :","University of Texas Press,",2015.,2015,,,First edition.,monographic,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (300 p.),Electronic books|||text,,Art|||Political aspects|||Indians of Mexico|||History|||Ethnic identity|||Illumination of books and manuscripts|||Relación de Michoacán,16th century,Mexico|||Michoacán de Ocampo|||Michoacán de Ocampo (Mexico)|||n-mx---,,1-4773-0106-2,2014038312,909948085,
2681,9998503412906236,Scribal publication in seventeenth-century England,,,,,Oxford,Clarendon,1993,,,,,monographic,eng,text,electronic resource|||remote|||computer|||online resource,"1 online resource (xi, 379 p.) : ill., facsims.",text,"Examines scribal publication - considers its relevance for book-trade history, the sociology of authorship and the communication of ideas. Long after the establishment of printing, many important writers and composers still preferred to publish their work in handwritten copies.","English literature|||Criticism, Textual|||Literature publishing|||History|||Authors and readers|||Music publishing|||Manuscripts, English|||Scriptoria|||Editing|||Transmission of texts|||Scribes|||English|||Languages & Literatures|||Intellectual life","Early modern, 1500-1700|||17th century",England|||Great Britain,Specialized.,9780191670695 (ebook) :,,,
2682,9998503951706236,"Arbeiten an der Identität: Zur Medialität der ""cura monialium"" im Kompendium des Rektors eines reformierten Chorfrauenstifts. Mit Edition und Abbildung einer Windesheimer 'Forma investiendi sanctimonialium' und ihrer Notation",,,"Lutz, Eckart Conrad",,Berlin ;,"De Gruyter,",[2010],2010,,,,monographic,ger,text,electronic resource|||remote|||computer|||online resource,1 online resource (310 p.),Electronic books|||dictionary|||government publication|||text,"Dieses Buch befasst sich mit der spirituellen Identität der Nonnen des niedersächsischen Frauenklosters Heiningen in der Mitte des 15. Jahrhunderts. Es stützt sich auf eine Gruppe von Handschriften, die im Zuge der windesheimischen Reformierung des Chorfrauenstifts entstanden und die textlichen Grundlagen der Seelsorge und die neuen liturgischen Gewohnheiten festhielten. Im Zentrum steht einerseits das Kompendium eines Seelsorgers, das in der fruchtbaren Spannung zwischen der Sicherung von Grundlagen und dem Bemühen um ihre Aktivierung steht, um das Vermitteln der Texte, das sie erst zu lebendigem Besitz und integralem Bestandteil der ""forma vivendi"" werden lässt. Der Codex repräsentiert damit ein Bewusstsein, das Seelsorger und Frauen verbindet, und ein gemeinsames Arbeiten an der Festigung der verbindenden Identität, die ganz im Sinne der informacio weitergegeben und zugleich gelebt werden soll. Andererseits werden hier Auszüge aus dem Heininger ""Ordinarius"" und die vollständige ""forma investiendi"", die Liturgie der Aufnahme der Novizinnen und der Profess mit ihren Gesängen einschliesslich der Notationen, erstmals ediert und abgebildet und im Zusammenhang der Ausbildung und der Lebensform der Nonnen untersucht.","Monastic and religious life of women|||History|||Convents|||Manuscripts, Medieval","Middle Ages, 600-1500",Germany|||Heiningen,specialized,1-282-91192-9|||9786612911927|||3-11-022715-0,,1013939328|||840437196|||952619529,
