,id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor
2048,ue13.1.1957,"""Trades Councils Set Up""",Fred Wright,,10/14/1957,1957-10-14T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Trades assembly meeting. Second Panel: Scab workers arriving by boat. Third Panel: People standing near a union operated store.,"Labor History, Union Organization, Strikes",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2049,ue13.1.1958,"""Scab Prison Labor""",Fred Wright,,9/30/1957,1957-09-30T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Worker yelling at employer. Second Panel: Soldiers holding a worker. Third Panel: Prisoners working in an iron foundry.,"Labor History, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2050,ue13.1.1959,"""Strike Against Machines""",Fred Wright,,8/19/1957,1957-08-19T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Workers and machinery. Second Panel: Workers striking for higher wages. Third Panel: Railroad men at a bank.,"Labor History, Strikes, War, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2051,ue13.1.1960,"""Lincoln Backs Strikers""",Fred Wright,,8/5/1957,1957-08-05T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Workers reading labor newspapers. Second Panel: President Abraham Lincoln meeting with striking workers. Third Panel: President Lincoln meeting with a workingmen's association.,"Labor History, Strikes, Union Organization, Politics and Legislation",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2052,ue13.1.1961,"""Speculators Fleece U.S.""",Fred Wright,,7/22/1957,1957-07-22T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Men pointing to a Union recruiting office. Second Panel: Guns exploding in soldiers' hands. Third Panel: Speculator buying land from a Homesteader.,"Labor History, War, Politics and Legislation, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2053,ue13.1.1962,"""Corruption &amp; Riots""",Fred Wright,,7/8/1957,1957-07-08T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Wealthy man riding carriage past wounded soldiers. Second Panel: Executive reading newspaper about the Battle of Antietam. Third Panel: New York Draft Riot.,"Labor History, War, Strikes, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2054,ue13.1.1963,"""Labor Backs Lincoln #2""",Fred Wright,,6/24/1957,1957-06-24T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Union soldiers. Second Panel: Soldier reading that Typographical Union Local 23 dissolved. Third Panel: Two slaves plowing a field.,"Labor History, War",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2055,ue13.1.1964,"""Labor Backs Lincoln #1""",Fred Wright,,6/10/1957,1957-06-10T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: People analyzing a map showing the spread of slavery. Second Panel: Abraham Lincoln rally. Third Panel: Men enlisting in the Union army.,"Labor History, Politics and Legislation, War",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2056,ue13.1.1965,"""Slavery the Issue""",Fred Wright,,5/27/1957,1957-05-27T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Slaves working in a field. Second Panel: Abolitionists tearing down posters about runaway slaves. Third Panel: Slaves entering a white family's home.,"Labor History, War, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2057,ue13.1.1966,"""Lynn Shoemakers Strike #2""",Fred Wright,,5/13/1957,1957-05-13T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Men reading newspapers. Second Panel: Women strikers and soldiers. Third Panel: People lining up for work.,"Labor History, Strikes",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2058,ue13.1.1967,"""Lynn Shoemakers Strike #1""",Fred Wright,,4/29/1957,1957-04-29T00:00:00,,,still image,Comic strips,"20"" x 6.5""",Original art,First Panel: Man posting an anti-Irish want ad. Second Panel: Lynn Shoemakers rally. Third Panel: Strikers preventing unfinished shoes from leaving the factory.,"Labor History, Strikes",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2059,ue13.1.1968,"""Unemployed Demonstration""",Fred Wright,,4/15/1957,1957-04-15T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Soup line for the unemployed. Second Panel: John H. Paul speaking at a New York unemployed demonstration. Third Panel: Soldier and picketers.,"Labor History, Economy, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2060,ue13.1.1969,"""First National Unions""",Fred Wright,,4/1/1957,1957-04-01T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Meeting to start a typographical union. Second Panel: Tailor posting a sign for women workers. Third Panel: Employer agent inspecting new immigrants on a ship.,"Labor History, Union Organization, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2061,ue13.1.1970,"""English Conspiracy""",Fred Wright,,3/18/1957,1957-03-18T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Conestoga wagon and western travelers. Second Panel: Working class family at home. Third Panel: Policeman and strikers.,"Labor History, Economy, Average Work Day, Strikes",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2062,ue13.1.1971,"""The 10-Hour Day""",Fred Wright,,3/4/1957,1957-03-04T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Meeting of the Friends of the Ten-Hour System. Second Panel: Workers leaving a factory. Third Panel: Executives meeting.,"Labor History, Politics and Legislation, Average Work Day",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2063,ue13.1.1972,"""Strike for Shorter Day""",Fred Wright,,2/18/1957,1957-02-18T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Women strikers with axes approaching a factory. Second Panel: Rally for ten hour day. Third Panel: Men reviewing petitions.,"Labor History, Strikes, Average Work Day",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2064,ue13.1.1973,"""Ten Hour Day""",Fred Wright,,2/4/1957,1957-02-04T00:00:00,,,still image,Comic strips,"20"" x 7.5""",Original art,First Panel: Workers' meeting. Second Panel: Politicians. Third Panel: Employer turning down a worker.,"Labor History, Average Work Day, Politics and Legislation, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2065,ue13.1.1974,Nuclear General,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"5.5"" x 9.5""",Original art,General with mushroom cloud coming from his head.,Military,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2066,ue13.1.1975a,"""I Surrender - Where Are The Yankee Dollars?""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8""",Original art,American tank pointing its gun at a man on an island with a Soviet flag.,War,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2067,ue13.1.1975b,"""Does This Make Me Eligible For Foreign Aid?""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"8"" x 11""",Original art,Pencil sketch of a tank pointing its gun at a man on an island.,War,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2068,ue13.1.1976,"""Organize! Tonight!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 8""",Original art,Two African American workers holding a leaflet.,"Union Organization, Civil Rights",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2069,ue13.1.1977,Man Holding Snake,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 6""",Original art,Man with shovel holding a snake.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2070,ue13.1.1978,"""Plop!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 9""",Original art,Bird sitting above a janitor.,Average Work Day,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2071,ue13.1.1979,"""Bank""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 9.5""",Original art,Man walking to bank with a bag of money.,Businesses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2072,ue13.1.1980,"""Beg!""",Fred Wright,,1978/1984,1978-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 9""",Original art,Executive as a lion tamer cracking a whip at New York City Mayor Ed Koch.,Businesses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2073,ue13.1.1981a,"""No Jobs Today""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 8.5""",Original art,Executive painting a sign.,Unemployment,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2074,ue13.1.1981b,"""No Help Wanted""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"8.5"" x 8.5""",Original art,Pencil sketch of a worker reading a sign.,Unemployment,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2075,ue13.1.1982,"""Matching Funds For Kings""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Tax payer and thief delivering money to a king.,Taxation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2076,ue13.1.1983,"""Save Our Slums""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Executive picketing in the slums.,"Economy, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2077,ue13.1.1984,"""Smile!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,People standing in a soup line.,"Unemployment, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2078,ue13.1.1985,"""It's A Whopper!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 9.5""",Original art,Executive holding a large screw.,Businesses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2079,ue13.1.1986,"""Tut-Tut, Girls - No Cold Soda-Pop On The Line""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Foreman scolding workers for drinking while working the assembly line.,"Bosses, Health &amp|||Safety",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2080,ue13.1.1987a,"Doctor, Patient, Law Man",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 8""",Original art,"Sheriff, doctor and patient.","Health &amp|||Safety, Red-scare",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2081,ue13.1.1987b,"""Aha! A Phony!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"8.5"" x 8""",Original art,Surveillance man watching a doctor make a house call.,Red-scare,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2082,ue13.1.1988,"""SPGR""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 8""",Original art,Roman guard standing by an electric chair.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2083,ue13.1.1989,Nuclear Bomb,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Nuclear missile looming over a city.,Military,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2084,ue13.1.1990a,"""Dirty Diapers""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 9""",Original art,Man throwing a diaper in the trash can with an elephant and donkey in a crib.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2085,ue13.1.1990b,"""Honest Bill Bunkum""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"8.5"" x 9""",Original art,Pencil sketch of a portrait taking a man's money.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2086,ue13.1.1991,"""Songs For Hard Times""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,People singing.,Publications,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2087,ue13.1.1992a,Robots Viewing Portraits,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Two robots looking at human portraits.,Automation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2088,ue13.1.1992b,Robot Hanging Portrait,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"8.5"" x 11""",Original art,Pencil sketch of a robot hanging a portrait.,Automation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2089,ue13.1.1993,"""Welcome To The Club!""",Fred Wright,,1983,1983-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Unemployed man handing a graduate his diploma.,Unemployment,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2090,ue13.1.1994,"""What Would I Do Without You?""",Fred Wright,,1981/1984,1981-01-01T00:00:00,,,still image,Political cartoons,"8.5"" x 8""",Original art,President Ronald Reagan and Nancy Reagan holding picket signs.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2091,ue13.1.1995,"""So Long, Partner!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Litton foreman praising a worker and then handing him a lay off notice.,"Bosses, Unemployment, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2092,ue13.1.1996,Eye Chart,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Doctor adjusting an eye chart while a man holds a dollar sign in front of the patient.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2093,ue13.1.1997,Grilling,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Chef holding a chicken over a grill while a child watches.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2094,ue13.1.1998a,"""How'm I Doing?""",Fred Wright,,1978/1984,1978-01-01T00:00:00,,,still image,Political cartoons,"8.5"" x 9.5""",Original art,New York City Mayor Ed Koch holding an apple for a donkey.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2095,ue13.1.1998b,"""Welcome""",Fred Wright,,1978/1984,1978-01-01T00:00:00,,,still image,Cartoons (working drawings),"8.5"" x 9.5""",Original art,Pencil sketch of a waiter and a couple sitting at a table.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2096,ue13.1.1999a,Ronald Reagan Wearing a Cowboy Hat,Fred Wright,,1976/1984,1976-01-01T00:00:00,,,still image,Political cartoons,"11"" x 8.5""",Original art,Ronald Reagan wearing a cowboy hat.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2097,ue13.1.1999,"""No Hiring Today""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Man hanging a sign as men walk away from an employment office.,Unemployment,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2098,ue13.1.2000,"""Does The Company Really Control The Association?""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Executive holding a sign while a lawyer talks to workers.,Other Unions,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2099,ue13.1.2002,"""In Canada""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"10"" x 7.5""",Original art,Workers looking at a factory and standing beneath the Canadian flag.,Union Organization,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2100,ue13.1.2003,"""We've Got Problems, Mate!""",Fred Wright,,1981/1984,1981-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,"Fred Wright painting a caricature of Ronald Reagan and an English cartoonist, likely Sid Brown of the Morning Star, painting Margaret Thatcher.",Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2101,ue13.1.2004,"""Stickemup!""",Fred Wright,,1969/1974,1969-01-01T00:00:00,,,still image,Political cartoons,"8.5"" x 11""",Original art,President Richard Nixon wearing a mask and holding guns.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2102,ue13.1.2005,"""Join The Union And You'll Have To Give Up This Extra Peanut!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Executive riding on a worker's back while holding a bag of profits.,"Businesses, Profits, Union Organization",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2103,ue13.1.2006,"""Every Day In Every Way""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Man reading an economics book and walking into a pit.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2104,ue13.1.2007a,"""S.S. Watergate""",Fred Wright,,1973,1973-01-01T00:00:00,,,still image,Political cartoons,"8.5"" x 5""",Original art,President Richard Nixon captaining a boat.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2105,ue13.1.2007b,"""School of Free Enterprise""",Fred Wright,,1973,1973-01-01T00:00:00,,,still image,Political cartoons,"8.5"" x 6""",Original art,Vice President Spiro Agnew wearing a mortarboard.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2106,ue13.1.2008,"""Texas""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 10""",Original art,Football player running with a cake.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2107,ue13.1.2009,"""Why Don't You Trust Me?""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Company union lawyer with a devil's tail and fake halo speaking to workers.,"Union Organization, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2108,ue13.1.2010,"""Contract""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Woman with a large magnifying glass reading a contract.,Contracts,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2109,ue13.1.2011,"""The Members Run This Union!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,"""Unity!"" banner.",Publications,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2110,ue13.1.2012a,"""BONU$""",Fred Wright,,1974/1977,1974-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,"Executive pulling a bonus out of a ""profits"" pie.",Profits,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2111,ue13.1.2012b,"""Foul!""",Fred Wright,,1974/1977,1974-01-01T00:00:00,,,still image,Political cartoons,"8.5"" x 8.5""",Original art,Executive holding a President Gerald Ford dummy and a radio.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2112,ue13.1.2013,"""Sure It's In The Contract - Just Read The Fine Print!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"7"" x 9.5""",Original art,Local 57 member showing another worker their union contract while she shines an executive's shoes.,"Other Unions, Contracts",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2113,ue13.1.2014a,"""Around The Locals""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 5.5""",Original art,Worker running in a circle.,Publications,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2114,ue13.1.2014b,"""Old Crow""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 5.5""",Original art,Man feeding a bird and holding a jug of Old Crow.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2115,ue13.1.2015,"""UE Collective Bargaining""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,UE representatives walking toward company executives.,Contracts,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2116,ue13.1.2016,"""Moving?""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Family running with their belongings in a wheelbarrow.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2117,ue13.1.2017,"""Match Company""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Foreman overseeing women working at a match company.,Average Work Day,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2118,ue13.1.2018a,"""If This Be Love!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 9.5""",Original art,Man pinned down by a worker holding a heart-shaped shovel.,Bosses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2119,ue13.1.2018b,Head on Fishing Hook,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"8.5"" x 9.5""",Original art,Pencil sketch of a man with his head in a heart-shaped fishing lure.,Bosses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2120,ue13.1.2019,Nuclear Train,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Train and atomic symbol.,Military,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2121,ue13.1.2020,Soldier with Shovel,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 9.5""",Original art,Soldier marching with a shovel.,Military,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2122,ue13.1.2021,Executives Fleeing Office,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Executives fleeing an office when approached by workers.,Union Organization,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2123,ue13.1.2022,Reagan Cowboy,Fred Wright,,1981/1984,1981-01-01T00:00:00,,,still image,Political cartoons,"11"" x 8.5""",Original art,President Ronald Reagan as a cowboy with a gun.,Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2124,ue13.1.2023,"""Tut! Tut!""",Fred Wright,,1959/1984,1959-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 10""",Original art,President George Washington watching his namesake submarine attack a ship.,War,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2125,ue13.1.2024,"""Don't You Believe It!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8.5"" x 11""",Original art,Man holding a bottle of solvent.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2126,ue13.1.2025,"""TV News""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"5.5"" x 6""",Original art,Executive reaching out from inside a television and hitting a man in the head with mallets.,"Non-Labor, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
2127,ue13.1.2026,"""Stop Plant Closures!""",Fred Wright,,1980,1980-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8.5""",Original art,Hand pulling back an executive as he holds a factory.,"Plant Closures, Publications",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
