,id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor 
1064,31735061656041,"""Bibliography on the Negro Question"",",,,1950-06,1950-06-01T00:00:00,June 1950,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 84",ULS Archives Service Center,University of Pittsburgh
1065,31735061656058,"The New Secession- And How To Smash It, Riding to Freedom, by Herbert Aptheker and James E. Jackson,",,,1961-06,1961-06-01T00:00:00,June 1961,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 35",ULS Archives Service Center,University of Pittsburgh
1066,31735061656066,Let Freedom Ride the Rails,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 44",ULS Archives Service Center,University of Pittsburgh
1067,31735061656074,"The Killing of William Milton, by Art Shields,",,,1948-09,1948-09-01T00:00:00,September 1948,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 62",ULS Archives Service Center,University of Pittsburgh
1068,31735061656082,"""The Negro People in the United States, Facts for all Americans"",",,,1953,1953-01-01T00:00:00,1953,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 13, Folder 7",ULS Archives Service Center,University of Pittsburgh
1069,31735061656090,"Forces of Progress in the South, Workers, Farmers, and the Negro People, by Jim Jackson,",,,1955,1955-01-01T00:00:00,1955,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 36",ULS Archives Service Center,University of Pittsburgh
1070,31735061656108,"Now is the Time, by M.E. Travis",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 43",ULS Archives Service Center,University of Pittsburgh
1071,31735061656116,"Behind the Lynching of Emmet Louis Till, by Louis Burnham,",,,1955-12,1955-12-01T00:00:00,December 1955,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 61",ULS Archives Service Center,University of Pittsburgh
1072,31735061656124,"Black Workers in Revolt Pamphlet, by Robert Dudnick",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 85",ULS Archives Service Center,University of Pittsburgh
1073,31735061656132,"American Imperialism and White Chauvinism, by Herbert Aptheker",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 37",ULS Archives Service Center,University of Pittsburgh
1074,31735061656140,"The Road to Negro Liberation, Report to the Eighth Convention of the Communist Party of the U.S.A., by Harry Haywood,",,,1934-06,1934-06-01T00:00:00,June 1934,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 41",ULS Archives Service Center,University of Pittsburgh
1075,31735061656157,"Behind the Florida Bombings, Who Killed NAACP Leader Harry T. Moore and his wife?, by Joseph North,",,,1952-02,1952-02-01T00:00:00,February 1952,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 60",ULS Archives Service Center,University of Pittsburgh
1076,31735061656165,The General Policy Statement and Labor Program of the League of Revolutionary Black Workers,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 86",ULS Archives Service Center,University of Pittsburgh
1077,31735061656173,"FEPC, How it was Betrayed, How it can be Saved, By Rob Fowler Hall,",,,1950-02,1950-02-01T00:00:00,February 1950,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 38",ULS Archives Service Center,University of Pittsburgh
1078,31735061656181,"""Program to End Ghettos and Fight Poverty"" Flyer",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 40",ULS Archives Service Center,University of Pittsburgh
1079,31735061656199,"The Jerry Newson Story..., by Buddy Green and Steve Murdock,",,,1950-10,1950-10-01T00:00:00,October 1950,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 59",ULS Archives Service Center,University of Pittsburgh
1080,31735061656207,Eldon Ave. Revolutionary Union Movement Pamphlets (2),,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 87",ULS Archives Service Center,University of Pittsburgh
1081,31735061656215,El Rum Pamphlets (4),,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 88",ULS Archives Service Center,University of Pittsburgh
1082,31735061656223,"National Defense, by John Franklin,",,,1936-04,1936-04-01T00:00:00,April 1936,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 153",ULS Archives Service Center,University of Pittsburgh
1083,31735061656231,"Selections from War Without Violence, By Krishnalal Shridharani,",,,1939,1939-01-01T00:00:00,1939,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 175",ULS Archives Service Center,University of Pittsburgh
1084,31735061656249,"""Program for Governmental Action To Keep The United States Out of War and War Out of the World"",",,,,,Mid 1930's,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 176",ULS Archives Service Center,University of Pittsburgh
1085,31735061656256,Uni Rum Pamphlet,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 89",ULS Archives Service Center,University of Pittsburgh
1086,31735061656264,"Which Way for Young Americans?, by Gus Hall,",,,1950-10,1950-10-01T00:00:00,October 1950,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 154",ULS Archives Service Center,University of Pittsburgh
1087,31735061656272,"""Hell in the Heavens"",",,,1931-06,1931-06-01T00:00:00,June 1931,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 174",ULS Archives Service Center,University of Pittsburgh
1088,31735061656280,"A Call To Peace Now, A Message to the Society of Friends, by Dorothy Hutchinson",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 177",ULS Archives Service Center,University of Pittsburgh
1089,31735061656298,Me Rum Pamphlet,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 90",ULS Archives Service Center,University of Pittsburgh
1090,31735061656306,"""Meet Your Local Merchant of Death"", compiled By Narmic,",,,1977-06,1977-06-01T00:00:00,June 1977,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 155",ULS Archives Service Center,University of Pittsburgh
1091,31735061656314,"The Menace of a New World War,",,,1936-01,1936-01-01T00:00:00,"January, 1936",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 173",ULS Archives Service Center,University of Pittsburgh
1092,31735061656322,Keep America Out of War,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 178",ULS Archives Service Center,University of Pittsburgh
1093,31735061656330,Frum Pamphlet,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 91",ULS Archives Service Center,University of Pittsburgh
1094,31735061656348,"""Stop Iran Iraq War, Iran-Iraq Peace Movement..."" Sticker",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 156",ULS Archives Service Center,University of Pittsburgh
1095,31735061656355,"""Black Shirt Black Skin"", by Boake Carter",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 171",ULS Archives Service Center,University of Pittsburgh
1096,31735061656363,Is Disarmament Possible?,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 180",ULS Archives Service Center,University of Pittsburgh
1097,31735061656371,"League of Revolutionary Black Workers on Repression Speech, by Kenneth Cockrel",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 92",ULS Archives Service Center,University of Pittsburgh
1098,31735061656389,"""Damage Report, How Reagan Administration has hurt workers, the needy, the elderly...enriched the rich, Big Oil, the corporations, AFL-CIO Solidarity Party"",",,,1981-09-19,1981-09-19T00:00:00,"September 19, 1981",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 157",ULS Archives Service Center,University of Pittsburgh
1099,31735061656397,"""Peace- The Present Imperative""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 170",ULS Archives Service Center,University of Pittsburgh
1100,31735061656405,"""The United States and Disarmament"",",,,1931,1931-01-01T00:00:00,1931,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 181",ULS Archives Service Center,University of Pittsburgh
1101,31735061656413,"To the Point...Of Production, An Interview with John Watson",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 93",ULS Archives Service Center,University of Pittsburgh
1102,31735061656421,"""The Cruise Missile"", by Dan Smith,",,,1977,1977-01-01T00:00:00,1977,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 158",ULS Archives Service Center,University of Pittsburgh
1103,31735061656439,"How to Fight War, By James Burnham,",,,1938-03,1938-03-01T00:00:00,"March, 1938",,text,,,archival document,,,,,American Left Ephemera Collection,XVIII. Socialist Worker's Party (SWP),"Box 11, Folder 92",ULS Archives Service Center,University of Pittsburgh
1104,31735061656447,"The Schneiderman Case, United States Supreme Court Opinion with an Introduction by Carol King,",,,1943-08,1943-08-01T00:00:00,August 1943,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 1, Folder 206",ULS Archives Service Center,University of Pittsburgh
1105,31735061656454,"""Core Demands to Board of Education"",",,,1963-09-03,1963-09-03T00:00:00,"September 3, 1963",,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 94",ULS Archives Service Center,University of Pittsburgh
1106,31735061656462,$222 Billion Dollars,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 159",ULS Archives Service Center,University of Pittsburgh
1107,31735061656470,"City College and War, Why were Twenty-one Students Expelled?,",,,1933-10,1933-10-01T00:00:00,"October, 1933",,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 117",ULS Archives Service Center,University of Pittsburgh
1108,31735061656488,"Treason in Congress, The Record of the Un-American Activities Committee, by Albert E. Kahn",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 1, Folder 205",ULS Archives Service Center,University of Pittsburgh
1109,31735061656496,"""American League for Peace and Democracy Report"" by Russell Thayer, Acting Executive Secretary,",,,1938,1938-01-01T00:00:00,1938,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 161",ULS Archives Service Center,University of Pittsburgh
1110,31735061656504,"Peace Pipe,",,,1962,1962-01-01T00:00:00,1962,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 13, Folder 35",ULS Archives Service Center,University of Pittsburgh
1111,31735061656512,"The Price of Peace, by E. Guy Talbott,",,,1935,1935-01-01T00:00:00,1935,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 169",ULS Archives Service Center,University of Pittsburgh
1112,31735061656520,"""Happy Birthday"" Postcard Issued by the National Conference to Win Amnesty for Smith Act Victims",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 7",ULS Archives Service Center,University of Pittsburgh
1113,31735061656538,"""Address of Dr. Harry F. Ward American Congress for Peace and Democracy"",",,,1939-01-07,1939-01-07T00:00:00,"January 7, 1939",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 143",ULS Archives Service Center,University of Pittsburgh
1114,31735061656546,"""Peace Walk to the World's Fair"",",,,1962-05-05,1962-05-05T00:00:00,"May 5, 1962",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 13, Folder 36",ULS Archives Service Center,University of Pittsburgh
1115,31735061656553,"How to Keep America Out of War, by Kirby Page,",,,1939,1939-01-01T00:00:00,1939,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 168",ULS Archives Service Center,University of Pittsburgh
1116,31735061656561,"""Democracy Should Begin At Home""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 5",ULS Archives Service Center,University of Pittsburgh
1117,31735061656579,"""Summary of Proceedings of American Congress for Peace and Democracy"",",,,1939-01-13,1939-01-13T00:00:00,"January 13, 1939",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 144",ULS Archives Service Center,University of Pittsburgh
1118,31735061656587,"""Friends! We Need Your Help!""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 13, Folder 37",ULS Archives Service Center,University of Pittsburgh
1119,31735061656595,"Beware of the War Danger!, Stop, Look, and Listen!, By William Z. Foster,",,,1948-04,1948-04-01T00:00:00,"April, 1948",,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 118",ULS Archives Service Center,University of Pittsburgh
1120,31735061656603,A Christian Approach to Nuclear War,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,IV. Christian Socialism,"Box 1, Folder 191",ULS Archives Service Center,University of Pittsburgh
1121,31735061656611,"""Proposed Draft of Revised Constitution of the American League for Peace and Democracy for Discussion at the Congress""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 145",ULS Archives Service Center,University of Pittsburgh
1122,31735061656629,Assorted March for Peace Flyers,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 61",ULS Archives Service Center,University of Pittsburgh
1123,31735061656637,"Guns are Ready, by Seymour Waldman,",,,1935-01,1935-01-01T00:00:00,January 1935,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 167",ULS Archives Service Center,University of Pittsburgh
1124,31735061656645,"""Christian Pacifist Faith""- An Affirmation",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,IV. Christian Socialism,"Box 1, Folder 190",ULS Archives Service Center,University of Pittsburgh
1125,31735061656652,"The World Congress Against War,",,,1932-08-27/1932-08-29,1932-08-27T00:00:00,"August 27-29, 1932",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 146",ULS Archives Service Center,University of Pittsburgh
1126,31735061656660,Assorted Flyers,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 60",ULS Archives Service Center,University of Pittsburgh
1127,31735061656678,"""Everything for Unity and Victory"", By William Schneiderman",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 119",ULS Archives Service Center,University of Pittsburgh
1128,31735061656686,"A Worker Looks at Jesus, by David Grant",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,IV. Christian Socialism,"Box 1, Folder 189",ULS Archives Service Center,University of Pittsburgh
1129,31735061656694,"The Dean of Canterbury To the People of America, ""We Can Keep Peace""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 149",ULS Archives Service Center,University of Pittsburgh
1130,31735061656702,Assorted Holiday Cards for Peace,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 160",ULS Archives Service Center,University of Pittsburgh
1131,31735061656710,"The American People Want Peace, A Survey of Public Opinion, by Jessica Smith,",,,1955,1955-01-01T00:00:00,1955,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 165",ULS Archives Service Center,University of Pittsburgh
1132,31735061656728,"I Saw the Morning Break, The Church of the People",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,IV. Christian Socialism,"Box 1, Folder 188",ULS Archives Service Center,University of Pittsburgh
1133,31735061656736,"""Sure, War is Hell! But What Can You Do About It?, The Reverse Side of This Leaflet Tells What You Can Do About It..."",",,,1953-03-13,1953-03-13T00:00:00,"March 13, 1953",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 150",ULS Archives Service Center,University of Pittsburgh
1134,31735061656744,"Grand March Festival Given By The Socialists of St. Paul, Minn. at Germania Turner Hall,",,,1894,1894-01-01T00:00:00,1894,,text,,,archival document,,,,,American Left Ephemera Collection,XVI. Socialist Labor Party (SLP),"Box 10, Folder 44",ULS Archives Service Center,University of Pittsburgh
1135,31735061656751,"From Korean Truce to World Peace, by Robert Mann",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 164",ULS Archives Service Center,University of Pittsburgh
1136,31735061656769,The Profits of Religion,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,IV. Christian Socialism,"Box 1, Folder 186",ULS Archives Service Center,University of Pittsburgh
1137,31735061656777,"Southern California Peace Crusade, ""Peace with Jobs!"",",,,1953,1953-01-01T00:00:00,1953,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 151",ULS Archives Service Center,University of Pittsburgh
1138,31735061656785,Bring Them Home Now!,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 59",ULS Archives Service Center,University of Pittsburgh
1139,31735061656793,Antiwar Speak out Flyer,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 163",ULS Archives Service Center,University of Pittsburgh
1140,31735061656801,"The Melish Case, Challenge to the Church,",,,1949,1949-01-01T00:00:00,1949,,text,,,archival document,,,,,American Left Ephemera Collection,IV. Christian Socialism,"Box 1, Folder 185",ULS Archives Service Center,University of Pittsburgh
1141,31735061656819,"""Memo from a Veteran Who's Still Fighting""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 152",ULS Archives Service Center,University of Pittsburgh
1142,31735061656827,Assorted Flyers Petitioning Against the Fleet of 244 B-1 Bombers,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 1, Folder 162",ULS Archives Service Center,University of Pittsburgh
1143,31735061656835,Anti-War Paraphernalia,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 58",ULS Archives Service Center,University of Pittsburgh
1144,31735061656843,"A Christian View of Socialism, by G.H. Strobell",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,IV. Christian Socialism,"Box 1, Folder 184",ULS Archives Service Center,University of Pittsburgh
1145,31735061656850,Documents Regarding Harry F. Ward from the Committee to Investigate Un-American Activities,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 1",ULS Archives Service Center,University of Pittsburgh
1146,31735061656868,"The Walter- McCarran Law, Extracts From Testimony Before President's Commission on Immigration & Naturalization",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 44",ULS Archives Service Center,University of Pittsburgh
1147,31735061656876,Elizabeth Bentley and Her Role in the Attack on the New Deal,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 66",ULS Archives Service Center,University of Pittsburgh
1148,31735061656884,"""Defend the Bill of Rights Rally"" Flyer",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 67",ULS Archives Service Center,University of Pittsburgh
1149,31735061656892,"Democracy, Civil Rights and Liberty in Connecticut, by Daniel Howard,",,,1958,1958-01-01T00:00:00,1958,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 3",ULS Archives Service Center,University of Pittsburgh
1150,31735061656900,"""The 13th Juror, The Inside Story of My Trial, A Dramatic Revelation"", by Steve Nelson",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 41",ULS Archives Service Center,University of Pittsburgh
1151,31735061656918,"""Remove the Dagger! From the Heart of the Bill of Rights""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 65",ULS Archives Service Center,University of Pittsburgh
1152,31735061656926,An Open Letter to the American People,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 68",ULS Archives Service Center,University of Pittsburgh
1153,31735061656934,"The Mine Mill Conspiracy Case, by Sidney Lens",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 4",ULS Archives Service Center,University of Pittsburgh
1154,31735061656942,"""Jailed for Fighting Franco, Free Them!""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 39",ULS Archives Service Center,University of Pittsburgh
1155,31735061656959,"Not Guilty!, The Case of Claude Lightfoot,",,,1955-06,1955-06-01T00:00:00,June 1955,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 62",ULS Archives Service Center,University of Pittsburgh
1156,31735061656967,"Morton Sorbell, Prisoner on Our Conscience, A Newspaper to Secure Justice in the Case of Morton Sorbell,",,,1956-11,1956-11-01T00:00:00,November 1956,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 69",ULS Archives Service Center,University of Pittsburgh
1157,31735061656975,"Freedoms and Foreign Policy, by Owen Lattimore",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 8",ULS Archives Service Center,University of Pittsburgh
1158,31735061656983,"""It Can Happen to You"" Flyer",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 38",ULS Archives Service Center,University of Pittsburgh
1159,31735061656991,Scholar and School- New Targets for Bigotry,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 60",ULS Archives Service Center,University of Pittsburgh
1160,31735061657007,"Supreme Court of the United States, October Term, 1952, No. 687, Julius Rosenberg and Ethel Rosenberg vs. United States of America",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 70",ULS Archives Service Center,University of Pittsburgh
1161,31735061657015,"Amnesty!, by Marion Bachrach,",,,1952-12,1952-12-01T00:00:00,December 1952,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 9",ULS Archives Service Center,University of Pittsburgh
1162,31735061657023,The Case of Carl Marzani,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 37",ULS Archives Service Center,University of Pittsburgh
1163,31735061657031,Is a Fair Trial Possible at the Hands of Federal Juries,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 59",ULS Archives Service Center,University of Pittsburgh
1164,31735061657049,Flyer Instructing Communists to Take Action Against Los Angeles City Councilman Davenport,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 71",ULS Archives Service Center,University of Pittsburgh
1165,31735061657056,Citizens Without Rights,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 12",ULS Archives Service Center,University of Pittsburgh
1166,31735061657064,"""Supreme Court of the United States"" Pamphlet",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 36",ULS Archives Service Center,University of Pittsburgh
1167,31735061657072,"Creeping McCarthyism: Its Threat to Church, School and Press,",,,1953,1953-01-01T00:00:00,1953,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 57",ULS Archives Service Center,University of Pittsburgh
1168,31735061657080,"Exile, The Story of David Hyun",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 72",ULS Archives Service Center,University of Pittsburgh
1169,31735061657098,"What Kind of Teachers for your Child, The Facts Behind the Suspension of 8 Excellent Teachers,",,,1950-05,1950-05-01T00:00:00,May 1950,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 13",ULS Archives Service Center,University of Pittsburgh
1170,31735061657106,"""Summary and Analysis of Important Features of the Alien Registration Act of 1940, Smith Act"",",,,1951-11-03,1951-11-03T00:00:00,"November 3, 1951",,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 35",ULS Archives Service Center,University of Pittsburgh
1171,31735061657114,"The People's Case, The Story of the IWO, by Albert E. Kahn,",,,1951,1951-01-01T00:00:00,1951,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 56",ULS Archives Service Center,University of Pittsburgh
1172,31735061657122,Scholar and School- New Targets for Bigotry,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 73",ULS Archives Service Center,University of Pittsburgh
1173,31735061657130,The Case of the Stubborn Editor,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 15",ULS Archives Service Center,University of Pittsburgh
1174,31735061657148,Greet the New Year with the L.A. Committee for Protection of Foreign Born,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 34",ULS Archives Service Center,University of Pittsburgh
1175,31735061657155,"""The Bill of Rights and The Mundt-Ferguson Bills"", An Analysis of the Provisions and Opinion on their Constitutionality",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 54",ULS Archives Service Center,University of Pittsburgh
1176,31735061657163,Why Did They Fire My Teacher?,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 74",ULS Archives Service Center,University of Pittsburgh
1177,31735061657171,Note of Resignation to the Belamy Club from Edith Rickard,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 16",ULS Archives Service Center,University of Pittsburgh
1178,31735061657189,"Books on Trial, The Case of Alexander Trachtenberg,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 33",ULS Archives Service Center,University of Pittsburgh
1179,31735061657197,"""When Conscience Speaks""",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 53",ULS Archives Service Center,University of Pittsburgh
1180,31735061657205,"In the Shadow of Liberty, The Inhumanity of the Walter- McCarran Law, by Abner Green,",,,1954-09,1954-09-01T00:00:00,September 1954,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 75",ULS Archives Service Center,University of Pittsburgh
