id,title,uniform_title,alternative_title,enumeration_chronology,creator,contributor,associated_name,publication_place,publisher,publication_date,start_date,end_date,encoded_date,creation_date,display_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,isbn,issn,lccn,oclcn,url
9990872473406236,"Vivir sabroso: luchas y movimientos afroatrateños, en Bojayá, Chocó, Colombia",,,,"Quiceno Toro, Natalia",,"Quiceno Toro, Natalia (author)","Bogotá, D.C. :","Editorial Universidad del Rosario,",,,,2015,,,,,monographic,,Spanish|||English,text,electronic resource|||remote|||computer|||online resource,1 online resource : illustrations.,Electronic books|||bibliography|||text,,Blacks|||Social conditions|||Government relations|||Political violence|||Social movements|||Politics and government,21st century,Colombia|||Bellavista|||Bellavista (Colombia),,,,9789587387506|||9587387503|||9789587387490|||958738749X,,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/46581/
9990873253406236,Raza en la otra América: el significado del color de la piel en Brasil,Race in another America. Spanish (Caicedo),,,"Telles, Edward Eric, 1956-","Caicedo, Nicolas (translator)|||Telles, Edward Eric, 1956-","Telles, Edward Eric, 1956- (author)|||Caicedo, Nicolas (translator)","Cali, Colombia :","Universidad del Valle, Programa Editorial,",,,,2015,,,,,monographic,,Spanish|||English,text,electronic resource|||remote|||computer|||online resource,1 online resource : illustrations.,Electronic books|||bibliography|||text,,Racism|||History|||Miscegenation|||Blacks|||Race identity|||Race discrimination|||Law and legislation|||Race relations,,Brazil,,,,9781512934410|||1512934410|||9789587651980|||9587651987,,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/44065/
9990895093406236,Encontros e desencontros de lá e de cá do Atlântico: mulheres africanas e afro-brasileiras em perspectivas de gênero,,,,"Furtado, Cláudio Alves|||Gomes, Pátricia Godinho",,"Furtado, Cláudio Alves (editor)|||Gomes, Pátricia Godinho (editor)","Salvador, Brasil :","EDUFBA,",,,,2017,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,307 pages ; 23 cm,bibliography|||text,,"Women|||Social conditions|||Women, Black|||Feminism",,"Brazil|||Africa, Sub-Saharan",,,,9788523215866|||8523215867,,,,
9990895223406236,Xica da Silva: a Cinderela negra,,,,"Miranda, Ana",,"Miranda, Ana (author)","Rio de Janeiro, RJ :","Editora Record Ltda.,",,,,2016,,,,1a edição.,monographic,,Portuguese,text,print|||unmediated|||volume,518 pages : illustrations ; 23 cm,History|||bibliography|||biography|||text,,"Women, Black|||Slavery|||History|||Slaves|||Social conditions|||Silva, Chica da approximately 1732-1796",1700-1799|||18th century,Minas Gerais|||Minas Gerais (Brazil)|||Brazil,,,,9788501085894|||8501085898,,2016321574,,
9990895303406236,"Tramas negras: história, antropologia e educação para as relações raciais",,,,"Santana, Clíssio Santos|||Ferreira, Fred Aganju Santiago",,"Santana, Clíssio Santos (editor)|||Ferreira, Fred Aganju Santiago (editor)","Cruz das Almas, BA :",Editora UFRB ;,,,,2016,,,2016,,monographic,,Portuguese,text,print|||unmediated|||volume,278 pages : illustrations ; 23 cm.,bibliography|||text,,Blacks|||Social conditions|||Race identity|||History|||Slavery|||Afro-Brazilian cults|||Study and teaching|||Race relations|||Civilization|||African influences,,Brazil,,,,9788567589299|||8567589290,,,,
9990895313406236,Histórias da escravidão e do pós-abolição para as escolas,,,,"Xavier, Giovana",,"Xavier, Giovana (editor)","Cruz das Almas, Bahia, Brasil :",Editora UFRB :,,,,2016,,,2016,,monographic,,Portuguese,text,print|||unmediated|||volume,341 pages : illustrations ; 23 cm.,bibliography|||text,,Blacks|||Education|||History|||Slavery|||Study and teaching|||Antislavery movements|||Abolitionists|||Civilization|||African influences|||Curricula,,Brazil,,,,9788567589183|||8567589185,,,,
9990895343406236,Das formações negras camponesas: ensaios sobre os remanescentes de quilombos no Brasil,,,,"Oliveira, Rosy de|||Gomes, Flávio dos Santos",,"Oliveira, Rosy de (editor)|||Gomes, Flávio dos Santos (editor)",Cruz das Almas :,Editora UFRB ;,,,,2016,,,2016,,monographic,,Portuguese,text,print|||unmediated|||volume,"177 pages : illustrations, maps ; 23 cm.",History|||bibliography|||text,,Quilombos|||History|||Land tenure|||Peasants|||Slavery|||Blacks|||Social conditions,,Brazil,,,,9788567589251|||8567589258,,2017655086,,
9990895353406236,"Territórios ao sul: escravidão, escritas e fronteiras coloniais e pós-coloniais na América",,,,"Secreto, María Verónica|||Gomes, Flávio dos Santos",,"Secreto, María Verónica (editor)|||Gomes, Flávio dos Santos (editor)",Rio de Janeiro :,"7Letras,",,,,2017,,,,,monographic,,Spanish|||Portuguese,text,print|||unmediated|||volume,"231 pages : illustrations, map ; 23 cm",History|||bibliography|||text,,Slavery|||History|||Blacks|||Social conditions|||Slaves|||Family relationships,1800-1899|||19th century,South America|||Brazil,,,,9788542105193|||8542105192,,2017318861,,
9990895443406236,"negro no cinema brasileiro: uma análise filmica de Rio, Zona Norte (Nelson Pereira dos Santos, 1957) e A Grande Cidade (Carlos Diegues, 1966), O",,,,"Silva, Carolinne Mendes da",,"Silva, Carolinne Mendes da (author)",São Paulo :,"LiberArs,",,,,2017,,,,1a edição,monographic,,Portuguese,text,print|||unmediated|||volume,260 pages ; 23 cm,History|||bibliography|||text,,"Blacks in motion pictures|||Motion pictures|||History|||Social integration|||Feature films|||Race relations in motion pictures|||Race relations|||Santos, Nelson Pereira dos 1928-2018|||Diegues, Carlos|||Santos, Nelson Pereira dos 1928-|||Rio, Zona Norte (Motion picture)|||Grande Cidade (Motion picture)",,Brazil,,,,9788594590565|||8594590563,,,,
9990977283406236,"ange du patriarche: roman, L'",,,,"Mars, Kettly",,"Mars, Kettly (author)","[Paris, France?] :","Mercure de France,",,,,2018,,,,,monographic,,French,text,print|||unmediated|||volume,302 pages ; 21 cm,Fiction|||novel|||text,"""Emmanuela ne saurait dire comment mais elle a le sentiment d'un déplacement subtil dans l'ordre physique des choses, comme si chaque objet autour d'elle bougeait, se déplaçait ou penchait juste un peu, un centimètre ou deux, lui enlevant le sentiment de sécurité que lui prodigue de savoir chaque chose strictement a la place qu'elle lui a assignée. Une illusion dérangeante. Le surmenage, peut-être. Haïti. Lorsque Couz, soixante-dix-neuf ans, convoque sa cousine Emmanuela pour lui raconter de sombres histoires de famille, lui parler d'anges, de démons et d'un karma sauvage, Emmanuela l'écoute à peine, elle considère ces histoires de fantômes et d'esprits vengeurs comme peu crédibles. Pourtant, elle doit bien reconnaître que des choses de plus en plus inquiétantes se passent autour d'elle. Elle commence à avoir peur. Et si les propos de Couz n'étaient pas seulement le fruit d'un esprit dérangé… Kettly Mars nous entraîne dans une histoire haletante aux nombreux rebondissements, alliant souffle épique et moments d'émotion intense, prouvant que la culture vodoue est une source d'inspiration et un incroyable moteur romanesque.""--Page 4 of cover.",Vodou|||Blessing and cursing|||Angels,,Haiti,,,,9782715246959|||2715246951,,,,
9990982553406236,"santoral católico afroecuatoriano, El",,,,"Antón Sánchez, Jhon",,"Antón Sánchez, Jhon (author)","Quito, Ecuador :",Abya Yala ;,,,,2017,,,,1ra. edición.,monographic,,Spanish,text,print|||unmediated|||volume,200 pages : color illustrations ; 22 x 30 cm,bibliography|||text,,Blacks|||Religious life and customs|||Catholic Church,,Chota River Valley|||Ecuador|||Esmeraldas (Province),,,,9789942094544|||9942094547,,,,
9990983043406236,Religiões negras no brasil: da escravidão à pós-emancipação,,,,"Costa, Valéria Gomes","Gomes, Flávio dos Santos (edtior)","Costa, Valéria Gomes (editor)|||Gomes, Flávio dos Santos (edtior)",São Paulo :,"Selo Negro Edições,",,,,2016,,,2016,,monographic,,Portuguese,text,print|||unmediated|||volume,378 pages : illustrations ; 24 cm,bibliography|||still image|||text,,Afro-Brazilian cults|||Blacks|||Religion,,Brazil,,,,9788584550081|||8584550089,,,,
9990983063406236,Raça e classe no Brasil: um estudo comparativo quanto à raça e classe à luz de Florestan Fernandes (1920-1995) & Roger Bastide (1898-1974) e Thales de Azevedo (1904-1995),,,,"Santos, Fernanda Barros dos",,"Santos, Fernanda Barros dos (author)",Rio de Janeiro :,"Gramma,",,,,2016,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,"xxi, 128 pages ; 23 cm",bibliography|||text,,"Political and social views|||Blacks|||Race identity|||Historiography|||Social classes|||Racism in the social sciences|||History|||Social sciences|||Race relations|||Fernandes, Florestan|||Bastide, Roger 1898-1974|||Azevedo, Thales de|||Elites de côr numa cidade brasileira",20th century,Brazil,,,,9788559681062|||855968106X,,,,
9990983093406236,"Rascunhos cativos: educação, escolas e ensino no Brasil escravista",,"Educação, escolas e ensino no Brasil escravista",,"Mac Cord, Marcelo|||Araújo, Carlos Eduardo Moreira de|||Gomes, Flávio dos Santos",,"Mac Cord, Marcelo (editor)|||Araújo, Carlos Eduardo Moreira de (editor)|||Gomes, Flávio dos Santos (editor)","Rio de Janeiro, RJ :",FAPERJ :,,,,2017,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,287 pages ; 23 cm.,History|||bibliography|||text,,Blacks|||Education|||History|||Slaves|||Social conditions|||Slavery|||Schools,1800-1999|||19th century|||20th century,Brazil,,,,9788542105148|||8542105141,,2017315742,,
9990983113406236,"Remanso: uma comunidade mágico-religiosa : o fantástico apoiado em uma mundividência afrodescendente : aspectos das ambiências sociais, geográficas e históricas",,,,"Senna, Ronaldo de Salles|||Aguiar, Itamar Pereira de",,"Senna, Ronaldo de Salles (author)|||Aguiar, Itamar Pereira de (author)","Feira de Santana, Brasil :","UEFS Editora,",,,,2016,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,299 pages ; 22 cm.,History|||bibliography|||text,,Blacks|||Social conditions|||Social life and customs|||Fugitive slave communities|||Gold mines and mining|||Social aspects|||Magic|||Afro-Brazilian cults|||Civilization|||African influences|||Religion|||History,,"Remanso (Bahia)|||Brazil|||Remanso (Bahia, Brazil)",,,,9788555920424|||8555920426,,,,
9990983333406236,"construção da liberdade: vivências da escravidão e do pós-abolição, A",,,,"Cassoli, Marileide Lázara",,"Cassoli, Marileide Lázara (author)","Jundiaí, SP :","Paco Editorial,",,,,2017,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,"354 pages : illustrations, maps ; 21 cm",History|||bibliography|||text,,Slavery|||History|||Slaves|||Emancipation|||Freedmen|||Blacks|||Social conditions|||Slave insurrections|||Civil rights movements|||Antislavery movements,1800-1899|||19th century,Minas Gerais|||Brazil,,,,9788546208685|||8546208689,,,,
9990983363406236,"novo negro na diáspora: modernidade afro-americana e as representações sobre o Brasil e a França no jornal Chicago defender (1916-1940), O",,,,"Francisco, Flavio Thales Ribeiro",,"Francisco, Flavio Thales Ribeiro (author)","São Paulo, SP, Brasil :",FAPESP :,,,,2016,,,,1a edição.,monographic,,Portuguese,text,print|||unmediated|||volume,"272 pages : illustrations, maps ; 23 cm",History|||Newspapers|||bibliography|||text,"O novo negro na diáspora is an important contribution to United States hstory, the African Diaspora field of study and travel accounts. This work was originally produced as a doctoral thesis, in which Flavio Thales Ribeiro Francisco analyzed copies of the Afro-American newspaper Chicago Defender, demonstrating how Black experiences in Brazil and France were incorporated into the diasporic imagery of Blacks in the United States in the period between wars. Through the journal's trajectory, we followed the institutionalization of the Black movement in American society and the diffusion of the representations of Brazilian and French societies as models of racial fraternities, until they were compromised by the rise of the Brazilian Black Front (1931) and the articulation of Anticolonial movements in Europe.",African American press|||History|||African American newspapers|||African Americans|||Race identity|||African diaspora|||Blacks|||Discourse analysis|||Chicago defender,1900-1999|||20th century,Illinois|||Chicago|||Brazil|||France|||United States,,,,9788584990566|||8584990569,,,,
9990983403406236,"processo de construção da questão quilombola: discursos em disputa, O",,,,"Jorge, Amanda Lacerda",,"Jorge, Amanda Lacerda (author)",Rio de Janeiro (RJ) :,"Gramma,",,,,2016,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,"xiii, 269 pages ; 24 cm",bibliography|||text,,"Quilombos|||Blacks|||Land tenure|||Legal status, laws, etc|||Ethnic identity|||Ethnic relations",,Brazil,,,,9788559680959|||8559680950,,,,
9990985963406236,Before mestizaje: the frontiers of race and caste in colonial Mexico,,,,"Vinson, Ben, III",Cambridge University Press,"Vinson, Ben, III (author)","New York, NY :","Cambridge University Press,",,,,2018,,,,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,"1 online resource (xvii, 284 pages)",bibliography|||text,,Caste|||History|||Mestizos|||Racially mixed people|||Individual differences|||Political aspects|||Group identity|||Social control|||Race relations|||Social conditions,"To 1810|||Spanish colony, 1540-1810",Mexico,,,,9781139207744 (electronic bk.)|||1139207741 (electronic bk.)|||9781107026438 (hardback)|||1107026431 (hardback)|||9781107670815 (paperback)|||1107670810 (paperback),,,,http://pitt.idm.oclc.org/login?url=http://dx.doi.org/10.1017/9781139207744
9991031783406236,"Envisioning others: race, color, and the visual in Iberia and Latin America",,"Race, color, and the visual in Iberia and Latin America",,"Patton, Pamela A., 1964-",ProQuest (Firm),"Patton, Pamela A., 1964- (editor)",Leiden :,"Brill,",,,,2016,,,,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,Human skin color|||Social aspects|||History|||Visual communication|||Art and society|||Race in art|||Race relations|||Intellectual life,,Latin America|||Iberian Peninsula|||Portugal|||Spain,,,,9789004302150 (electronic bk.)|||9004302158 (electronic bk.)|||9789004269170|||9004269177,,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4007472
9991041493406236,"Religion in the kitchen: cooking, talking, and the making of Black Atlantic traditions",,,,"Pérez, Elizabeth, 1975-",ProQuest (Firm),"Pérez, Elizabeth, 1975- (author)",New York :,"New York University Press,",,,,2016,,,,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,Santeria|||Customs and practices|||Cooking|||Miscellanea|||Blacks|||Religion,,Atlantic Ocean Region|||Atlantic Ocean,,,,9781479803217 (electronic bk.)|||1479803219 (electronic bk.)|||9781479861613|||1479861618|||9781479839551|||1479839558,,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4045241
9991047743406236,In search of legitimacy: how outsiders become part of an Afro-Brazilian tradition,,,,"Griffith, Lauren Miller",ProQuest (Firm),"Griffith, Lauren Miller (author)",New York ;,"Berghahn Books,",,,,2016,,,,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,"Capoeira (Dance)|||Social aspects|||Study and teaching|||Visitors, Foreign|||Social conditions|||Culture and tourism|||Blacks|||Social life and customs",,Brazil,,,,9781785330643 (electronic bk.)|||1785330640 (electronic bk.)|||9781785330636|||1785330632,,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4351163
9991049803406236,"Slavery and politics: Brazil and Cuba, 1790-1850",Escravidão e política. English,,,"Berbel, Márcia Regina.","Marquese, Rafael de Bivar, 1972-|||Parron, Tâmis.|||ProQuest (Firm)",,Albuquerque :,"University of New Mexico Press,",,,,2016,,,,,monographic,,Spanish|||English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,Slavery|||History|||Government policy|||Politics and government,19th century,Cuba|||Brazil,,,,9780826356499 (electronic bk.)|||0826356494 (electronic bk.)|||9780826356475|||0826356478|||9780826356482|||0826356486,,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4392105
9991094733406236,Romance with voluptuousness: Caribbean women and thick bodies in the United States,,,,"Gentles-Peart, Kamille",ProQuest (Firm),"Gentles-Peart, Kamille (author)",Lincoln ;,"University of Nebraska Press,",,,,2016,,,,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,"Women, Black|||Women immigrants|||Caribbean Americans|||Cultural assimilation|||Body image|||Feminine beauty (Aesthetics)|||Racism",,Caribbean Area; Caribbean Sea|||Caribbean Area|||United States,,,,9780803295155 (electronic bk.)|||0803295154 (electronic bk.)|||9780803290808 (cloth : alk. paper)|||0803290802 (cloth : alk. paper),,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4644293
9991186933406236,"Degrees of mixture, degrees of freedom: genomics, multiculturalism, and race in Latin America",,,,"Wade, Peter, 1957-",ProQuest (Firm),"Wade, Peter, 1957- (author)",Durham :,"Duke University Press,",,,,2017,,,2017,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,Mestizaje|||Race|||Social aspects|||Political aspects|||Human population genetics|||Multiculturalism|||Race relations,,Latin America,,,,9780822373070|||0822373076|||9780822363583|||0822363585|||9780822363736|||0822363739,,2016052158,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4848102
9991206023406236,"politics of Blackness: racial identity and political behavior in contemporary Brazil, The",,Racial identity and political behavior in contemporary Brazil,,"Mitchell, Gladys L., 1978-",,"Mitchell, Gladys L., 1978- (author)","Cambridge, United Kingdom ;","Cambridge University Press,",,,,2018,,,2018,,monographic,,English,text,print|||unmediated|||volume,"xvi, 266 pages : illustrations, maps ; 23 cm.",bibliography|||text,,Blacks|||Politics and government|||Race identity|||Economic conditions|||Colorism|||Race relations,,Brazil,,,,9781107186101|||1107186102|||9781316637043|||1316637042,,2017025024,,
9991206643406236,Becoming Brazilians: race and national identity in twentieth-century Brazil,,,,"Eakin, Marshall C. (Marshall Craig), 1952-",Cambridge University Press,"Eakin, Marshall C. (Marshall Craig), 1952- (editor)",New York :,"Cambridge University Press,",,,,2017,,,,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,"1 online resource (xvii, 327 pages)",text,,"Criticism and interpretation|||National characteristics, Brazilian|||Racially mixed people|||Blacks|||Race identity|||Multiculturalism|||Race relations|||Civilization|||Intellectual life|||Freyre, Gilberto 1900-1987",20th century,Brazil,,,,9781316800058 (electronic bk.)|||1316800059 (electronic bk.)|||9781107175761 (hardback)|||1107175763 (hardback),,,,http://pitt.idm.oclc.org/login?url=http://dx.doi.org/10.1017/9781316800058
9991207263406236,Discursos mediáticos sobre la diferencia en América Latina y el Caribe,,,,"Hoff, Tânia|||Martínez, Doris E.",,"Hoff, Tânia (editor)|||Martínez, Doris E. (editor)",Barcelona :,InCom-UAB :,,,,2017,,,,Primera edición en lengua castellana.,monographic,,Spanish,text,print|||unmediated|||volume,214 pages : illustrations ; 24 cm.,bibliography|||text,"Divided into three sections, this book explores the discourses on the creation of difference between Latin American and the Caribbean, what actors participate, and what are related social practices. Media discourses on poverty and racism are addressed as well as ways in which certain discourse criminalizes marginalized and socially vulnerable groups.","Difference (Psychology) in mass media|||Stereotypes (Social psychology) in mass media|||Mass media and ethnic relations|||Minorities in mass media|||Other (Philosophy) in mass media|||Discourse analysis|||Social aspects|||Marginality, Social|||Racism in mass media|||Language and languages|||Political aspects|||Social apsects|||Press coverage",,Latin America|||Caribbean Area|||Caribbean Area; Caribbean Sea,,,,9788491800354|||8491800352,,,,
9991277053406236,"galeses en la Patagonia II: selección de conferencias y trabajos presentados en el I Foro sobre el tema realizado en Puerto Madryn en el año 2004, Los",,Selección de conferencias y trabajos presentados en el II Foro sobre el tema realizado en Puerto Madryn en el año 2004,,,"Foro Internacional sobre los Galeses en la Patagonia (2nd : 2004 : Puerto Madryn, Argentina)|||Fundación Ameghino|||Centro de Estudios Históricos y Sociales|||Associación Punta Cuevas",,Chubut,Fundación Ameghino|||Centro de Estudios Históricos y Sociales de Puerto Madryn|||Associación Punta Cuevas,,,,,,,,1. ed.,monographic,,Spanish,text,print|||unmediated|||volume,323 pages : illustrations ; 21 cm,Conference papers and proceedings|||Congresses|||bibliography|||conference publication|||text,,Welsh|||Ethnic relations,,Patagonia (Argentina and Chile)|||Patagonia|||Chile|||South America|||Argentina,,,,9872175225|||9789872175221,,2007470940,,
9991280823406236,"Sovereign acts: performing race, space, and belonging in Panama and the Canal Zone",,,,"Zien, Katherine A., 1981-",,"Zien, Katherine A., 1981- (author)","New Brunswick, New Jersey :","Rutgers University Press,",,,,2017,,,,,monographic,,English,text,electronic resource|||remote,1 online resource.,"Criticism, interpretation, etc|||History|||bibliography","""Sovereign Acts investigates the ways that artists, audiences, and activists performed their allegiances to the Panama Canal Zone over a century of US-Panama tensions, in which the Canal Zone's contested sovereignty played a central part. The book examines a series of performances that punctuated the Canal Zone's existence, from its inception in 1903 to its dissolution in 1999, and into the post-occupation present. White US citizens, West Indian labor migrants, and Panamanian artists and activists employed performances - ranging from popular entertainments and patriotic pageants to opera concerts and national theatre - to assert and challenge the Canal Zone's sovereignty, claiming their places in the Zone's physical terrain and representational imaginary. These performances were at once located within the Canal Zone and embedded in transnational flows of US empire, neoliberal capitalism, black internationalism, anticolonial movements, and regional migration. By demonstrating the place of performance in US empire's legal landscape, Sovereign Acts aims to transform our understanding of US imperialism and its aftermath in Panama and what Frank Guridy calls the ""US-Caribbean world.""""--","SOCIAL SCIENCE / Discrimination & Race Relations|||POLITICAL SCIENCE / Colonialism & Post-Colonialism|||HISTORY / Caribbean & West Indies / General|||ART / Performance|||SOCIAL SCIENCE / Developing Countries|||ART / Art & Politics|||HISTORY / Latin America / Central America|||Sovereignty|||National characteristics, Panamanian, in literature|||Literature and society|||Theater|||History|||Panamanian drama|||History and criticism|||Intellectual life|||Literature|||In literature",1900-1999|||20th century,Panama Canal (Panama)|||Panama Canal|||Panama|||Canal Zone,,,,9780813584256|||0813584256|||9780813584232|||081358423X|||9780813584102|||0813584108,,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4987112
9991284533406236,"Doze capítulos sobre escravizar gente e governar escravos: Brasil e Angola, séculos XVII-XIX",,,,"Demetrio, Denise Vieira|||Santirocchi, Ítalo Domingos|||Guedes, Roberto",,"Demetrio, Denise Vieira (editor)|||Santirocchi, Ítalo Domingos (editor)|||Guedes, Roberto (editor)",Rio de Janeiro :,"Mauad X,",,,,2017,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,339 pages ; 23 cm,History|||bibliography|||text,,Slave trade|||History|||Slavery,,"Angola|||Africa, Portuguese-speaking|||Atlantic Ocean Region|||Brazil",,,,9788574789064|||8574789062,,,,
9991284583406236,Repertório bibliográfico sobre a condição do negro no Brasil,,,,,"Brazil, Congresso Nacional., Câmara dos Deputados, (issuing body)","Brazil, Congresso Nacional., Câmara dos Deputados, (issuing body)",Brasília :,"Câmara dos Deputados, Centro de Documentação e Informação, Edições Câmara,",,,,2017,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,315 pages ; 23 cm,bibliography|||text,,Blacks|||Social conditions|||Economic conditions|||Race discrimination|||Race relations,,Brazil,,,,9788540206533|||8540206536,,,,
9991284643406236,Dionísio esfacelado (Quilombo dos Palmares),,,,"Proença Filho, Domício",,"Proença Filho, Domício (author)","Belo Horizonte, MG :","Autêntica,",,,,2017,,,2017,2a edição revista.,monographic,,Portuguese,text,print|||unmediated|||volume,189 pages ; 21 cm,Brazilian poetry|||History|||Poetry|||bibliography|||text,,Slave insurrections|||Fugitive slaves|||Blacks|||History|||Ethnic relations,1600-1699|||17th century,Quilombo dos Palmares|||Pernambuco|||Brazil|||Quilombo dos Palmares (Brazil)|||Palmares (Pernambuco)|||Palmares,,,,9788551302842|||8551302841,,,,
9991509033406236,"presencia africana en la música de Guerrero: estudios regionales y antecedentes histórico-culturales, La",,,,"Ruiz Rodríguez, Carlos","Coloquio La Presencia Africana en la Música de Guerrero (4th : 2011 : Chilpancingo de los Bravos, Mexico)|||Instituto Nacional de Antropología e Historia (Mexico) (organizer, issuing body)","Ruiz Rodríguez, Carlos (editor)|||Instituto Nacional de Antropología e Historia (Mexico) (organizer, issuing body)","México, D.F. :","Instituto Nacional de Antropología e Historia,",,,,2016,,,,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,"214 pages : illustrations, maps ; 23 cm.","Conference papers and proceedings|||Congresses|||Criticism, interpretation, etc|||Music|||bibliography|||conference publication|||text",,Folk music|||History and criticism|||Blacks|||Music|||African influences|||Civilization,,Guerrero (State)|||Mexico,,,,9786074846751|||6074846758,,2017390824,,
9991509283406236,Porous borders: multiracial migrations and the law in the U.S.-Mexico borderlands,,,,"Lim, Julian",,"Lim, Julian (author)",Chapel Hill :,"The University of North Carolina Press,",,,,2017,,,,,monographic,,English,text,print|||unmediated|||volume,"xv, 302 pages : illustrations, map ; 25 cm.",bibliography|||text,"""With the railroad's arrival in the late nineteenth century, immigrants of all colors rushed to the U.S.-Mexico borderlands, transforming the region into a booming international hub of economic and human activity. Following the stream of Mexican, Chinese, and African American migration, Julian Lim presents a fresh study of the multiracial intersections of the borderlands, where diverse peoples crossed multiple boundaries in search of new economic opportunities and social relations. However, as these migrants came together in ways that blurred and confounded elite expectations of racial order, both the United States and Mexico resorted to increasingly exclusionary immigration policies in order to make the multiracial populations of the borderlands less visible within the body politic, and to remove them from the boundaries of national identity altogether""--",Immigrants|||Emigration and immigration law|||Racially mixed people,,United States|||Mexico,,,,9781469635491|||1469635496|||9781469635507,,2017019371,,
9991511283406236,Fernando Ortiz on music: selected writing on Afro-Cuban culture,,,,"Ortiz, Fernando, 1881-1969|||Moore, Robin D., 1964-",ProQuest (Firm),"Ortiz, Fernando, 1881-1969 (author)|||Moore, Robin D., 1964- (editor)","Philadelphia, Pennsylvania :","Temple University Press,",,,,2018,,,2018,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,Music|||History and criticism|||Blacks|||MUSIC / Genres & Styles / Classical|||MUSIC / Reference,,Cuba,,,,9781439911754|||1439911754|||9781439911730,,2017052171,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=5216589
9991542213406236,Relectures du mythe d'Antigone dans les littératures francophones extra-européennes,,,,"Cacchioli, Manuela, 1975-",,"Cacchioli, Manuela, 1975- (author)",Paris :,"L'Harmattan,",,,,2017,,,,,monographic,,French,text,print|||unmediated|||volume,231 pages ; 22 cm.,bibliography|||text,,In literature|||Influence|||Caribbean literature (French)|||History and criticism|||African literature (French)|||(Mythological character) Antigone|||Sophocles,,"Antilles, Lesser|||Africa",,,,9782343134116|||2343134111,,,,
9991554573406236,"John Adams, slavery, and race: ideas, politics, and diplomacy in an age of crisis",,,,"Scherr, Arthur, 1951-",,"Scherr, Arthur, 1951- (author)","Santa Barbara, California :","Praeger, an imprint of ABC-CLIO, LLC",,,,2018,,,,,monographic,,English,text,print|||unmediated|||volume,"xxii, 278 pages ; 24 cm",History|||bibliography|||text,,"Political and social views|||Relations with African Americans|||Slavery|||Political aspects|||History|||Diplomatic relations|||Foreign relations|||Adams, John 1735-1826",1797-1801,United States|||Haiti,,,,9781440859502|||1440859507|||9781440859519 (ebook),,2017040186,,
9991562843406236,Frontiers of citizenship: a Black and Indigenous history of postcolonial Brazil,,,,"Miki, Yuko",ProQuest (Firm),"Miki, Yuko (author)","Cambridge, United Kingdom ;","Cambridge University Press,",,,,2018,,,2018,,monographic,,English,text,electronic resource|||remote|||computer|||online resource,1 online resource.,bibliography|||text,,Blacks|||History|||Indians of South America|||Government relations|||Race discrimination|||Civilization,,Brazil,,,,9781108281171|||1108281176|||9781108277778|||1108277772,,,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=5254282
9991589583406236,Orígenes de la Santería cubana: transculturación e identidad cultural,,,,"Aboy Domingo, Nelson, 1948-",,"Aboy Domingo, Nelson, 1948- (author)",La Habana :,"Editorial de Ciencias Sociales,",,,,2016,,,,,monographic,,Spanish,text,print|||unmediated|||volume,"x, 325 pages : illustrations ; 21 cm.",History|||bibliography|||text,,Santeria|||History|||Blacks|||Religion,,Cuba,,,,9789590617683|||9590617689,,2017484959,,
