,id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclcn
284,4182783,Journal of African languages and linguistics (Internet),Journal of African languages and linguistics (Online),JALL,,,Berlin,Walter de Gruyter,,1979,9999,,serial,Two issues a year|||Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodiques|||periodical|||text,,African languages|||Langues africaines|||Languages and linguistics|||Taalwetenschap|||Afrikaanse talenLanguages and linguistics,,,,,,1613-3811|||0167-6164,,
285,529004,Journal of African languages,,,,,London,Macmillan.,,1962,1972,,serial,Three times a year,eng|||fre,text,print,11 v. maps. 25 cm.,periodical,,African philology|||Periodicals,,,,,African language review (OCoLC)1461392|||African languages (DLC) 77640657,0021-8545,64002556,
286,7261808,Journal of Africana religions,,JOAR,,,"University Park, PA",Penn State University Press,2013-,2012,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Religion|||African diaspora,,,,,,2165-5413|||2165-5405,,
287,518135,Journal of black poetry,,,,,San Francisco,s.n.],,1966,1973,,serial,Frequency varies,eng,text,print,v. ill. 28 cm.,Periodicals|||Poetry|||Specimens|||periodical,,American poetry|||African American authors|||African Americans|||African American periodicals|||Nineteen sixties|||Nineteen seventies|||Little magazines,20th century,,,,Kitabu cha jua (DLC) 75644166 (OCoLC)2241663,0021-9339,sf 81002001,
288,6838136,Journal of Black theology in South Africa,Journal of Black theology in South Africa (Online),,,,"Atteridgeville, South Africa]",Black Theology Project,,1987,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||review|||text,,"Black theology|||Theology, Doctrinal",,,,,,,,
289,4821223,Journal of Dagaare studies (Online),Journal of Dagaare studies (Online),JDS,,"Bodomo, Adams. (edt)",Hong Kong],"[Dept. of Linguistics, the University of Hong Kong]",[2001]-,2001,9999,,serial,Annual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||text,,Dagaare language|||Dagaaba (African people)|||Research,,,,,,1608-0661|||1608-0130,,
290,3469980,Journal of National Black Nurses' Association: JNBNA,,JNBNA|||JNBNA journal,,,"Boston, Mass",The Association,c1985-,1986,9999,,serial,Two no. a year|||Semiannual,eng,text,print,v. : ill. ; 23 cm.,periodical,,Nursing|||Periodicals|||African Americans|||Health and hygiene|||Medical care|||African American nurses|||Nurses,,,,,,0885-6028,86641459,
291,4751365,"journal of Pan African studies, The",,JPAS,,,"Fresno, Calif.]",California Institute of Pan African Studies,³1987-,1987,2018,,serial,Irregular|||Completely irregular,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Africans|||African Americans|||Pan-Africanism|||Civilization,,,,,Africology 2156-5600 (DLC) 2010202410 (OCoLC)648759815,1942-6569|||0888-6601,,
292,7951317,Journal of philosophy and culture,,JPC,,"University of Cape Coast, Department of Classics and Philosophy, (issuing body.)","Cape Coast, Ghana :","Dept. of Classics and Philosophy, University of Cape Coast",,2004,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,"Philosophy|||Philosophy, African|||Popular culture|||Intellectual life",,,,,,0855-6660,,
293,6929103,Journal of public management & social policy,,Journal of public management and social policy|||Public management and social policy|||JPMSP|||Public management & social policy,,,"Pittsburgh, PA","COMPA, Inc.",³1995-,1995,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Electronic journals|||Periodicals|||periodical|||review|||text,,Municipal government|||Public administration|||African American government executives|||Social policy,Since 1993|||1993-,,,,,1080-8523,,
294,4256410,Journal of religion in Africa: Religion en Afrique,Journal of religion in Africa (Online),Religion en Afrique,,,"Leiden, Netherlands",E.J. Brill,1967-,1967,9999,,serial,"Quarterly, 1991-|||Three no. a year, 1967-1990|||Quarterly",eng|||fre,text,electronic|||electronic resource]|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Elektronische Publikation|||Periodicals|||Périodique électronique (Descripteur de forme)|||Périodiques|||Ressource Internet (Descripteur de forme)|||Zeitschrift|||periodical|||review|||text,,"Philosophy, African|||Religion|||Philosophy",,,,African religious research (Online),,1570-0666|||0022-4200,,
295,4184360,"journal of religious thought (Online), The",Journal of religious thought (Online),,,,Washington],"School of Religion, Howard University",,1943,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Theology|||Black theology,,,,,,2169-5105|||0022-4235,,
296,7808091,Journal of the African Literature Association,,JALA,,African Literature Association (issuing body.),"[Edmonton, Alta.] :|||[London]:","[African Literature Association]|||Routledge, Taylor & Francis Group",,2007,9999,,serial,Twice a year|||Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African literature,,,,ALA bulletin (African Literature Association) (OCoLC)760913768,,2167-4744|||2167-4736,,
297,6113621,Journal of the South African Institute of Mining and Metallurgy,,SAIMM|||SAIMM journal of the South African Institute of Mining and Metallurgy|||Joernaal van die Suid-Afrikaanse Instituut vir Mynbon & Metallurgie August 1969-February 1994,,,Johannesburg,South African Institute of Mining and Metallurgy,1956-2006],1956,2006,,serial,Monthly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Mineral industries|||Mines and mineral resourcesSouth African Institute of Mining and Metallurgy|||South African Institute of Mining and Metallurgy.,,,,"Journal of the Chemical, Metallurgical & Mining Society of South Africa 0368-1661 (DLC) 2004203451 (OCoLC)2395223",Journal of the Southern African Institute of Mining and Metallurgy 2225-6253 (DLC) 2019257032 (OCoLC)225041359,0038-223X,,
298,8256618,Journal of transport and supply chain management,Journal of transport and supply chain management (Online),SA ePublications,,,"Cape Town, South Africa :",African Online Scientific Information Systems,,2007,9999,,serial,Annual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Business logistics|||Transportation|||Sabinet African ePublications (SA ePublications),,,,,,1995-5235,,
299,517253,"Journal of West African languages, The",,,,,London],"Published by the Cambridge University Press in association with the Institute of African Studies, University of Ibadan",1964-,1964,9999,,serial,Semiannual,eng,text,print,v. : ill. ; 26 cm.,periodical,,African languages|||Periodicals|||Languages,,,,,,0022-5401,64009419 //r86,
300,7555189,"Journal of West African languages, The",,,,,London],"Published by the Cambridge University Press in association with the Institute of African Studies, University of Ibadan",1964-,1964,2014,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Electronic journals|||Periodicals|||Périodiques|||periodical|||text,,African languages|||Langues africaines|||Language and languages|||Languages|||Langues,,,,,,0022-5401,,
301,7889241,Juta's business law,Juta's business law (Online),JBL,,,Kenwyn [South Africa],Juta & Co.,,1993,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||legal article|||periodical|||text,,Commercial law|||Sabinet African ePublications (SA ePublications),,,,,,1021-7061,,
302,6905497,"Kansas City sun, The","Kansas City sun (Kansas City, Mo. : 1908)",,,,"Kansas City, Mo",N.C. Crews,,1908,1924,,serial,Weekly,eng,text,electronic|||electronic resource|||remote,,Newspapers|||newspaper,,African Americans|||African American newspapers,,United States Missouri Jackson Kansas City,,,,2166-8329,,
303,540578,Knoxville Negro world,,,,,"Knoxville, Tenn",,,1887,18uu,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Tennessee Knoxville,,Weekly Negro world (OCoLC)2775113,Negro world (OCoLC)7263300,,,
304,4182895,Kola: a black literary magazine,"Kola (Saint-Laurent, Île-de-Montréal, Quebec)",,,,"Saint-Laurent, Quebec]",[Black Writers' Guild],[1987]-,1987,9999,,serial,"Three issues yearly (Feb., July, Dec.)|||Three times a year",eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,"Criticism, interpretation, etc|||Periodicals|||Périodiques|||periodical|||text",,Canadian literature|||Black authors|||History and criticism|||Canadian Literature (English)|||Littérature canadienne-anglaise|||Auteurs noirs|||Histoire et critique,1900-1999|||20th century|||20e sièlcle,,,,,0835-2445,,
305,4167201,Kuntu magazine,,,,,"Pittsburgh, Pa","Kuntu Writers Workshop, University of Pittsburgh",,19uu,19uu,,serial,Completely irregular,eng,text,print,v. ; 28 cm.,Literary collections,,Periodicals|||African American studentsUniversity of Pittsburgh. Kuntu Writers Workshop,,,,,,,,
306,6839754,"Langston City herald, The",,,,,"Langston City, O.T. [Okla.]",Herald Pub. Co.,,1891,1902,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Newspapers|||newspaper|||text,,African American newspapers|||African Americans,,United States Oklahoma Logan Langston|||United States Oklahoma Logan Guthrie,,,,2158-8929,,
307,5575983,"Langston Hughes review: official publication of the Langston Hughes Society, The",,LHR,,,"Providence, R.I|||Athens, GA :|||University Park, PA :","Afro-American Studies Program, Brown University|||Institute for African American Studies, University of Georgia|||Pennsylvania State University Press",,1982,9999,,serial,"Semiannual, 2019-|||Frequency varies, 1982-2005|||Annual, 2006-<2009>|||Semiannual",eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,"Criticism, interpretation, etc|||Electronic journals|||Periodicals|||bibliography|||periodical|||text",,"American literature|||African American authors|||History and criticismHughes, Langston 1902-1967",,,,,,2576-649X|||0737-0555,,
308,6308503,Leavenworth Herald,,Kansas Weekly Herald,,,"Leavenworth, KS",,1858-1898,1858,1898,,serial,Weekly,eng,text,electronic|||electronic resource|||remote,,Newspapers|||newspaper,,African Americans|||African American newspapers,,United States Kansas Leavenworth Leavenworth,,,,,,
309,6839838,"Lexington standard, The","Lexington standard (Lexington, Ky.)",,,,"Lexington, Ky",R.C.O. Benjamin,,1892,1912,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Newspapers|||newspaper|||text,,African American newspapers|||African Americans,,United States Kentucky Fayette Lexington,,,"Lexington weekly news (Lexington, Ky. : 1912) 2332-4627 (DLC)sn 86069070 (OCoLC)13244309",2157-1384,,
310,9264198,Liberation theology,,"Liberation theology, black and feminist perspectives",,Candler School of Theology (issuing body.)|||Black Caucus/Women's Caucus (Emory University) (issuing body.),"Atlanta, Ga. :","Black Caucus/Women's Caucus, Candler School of Theology, Emory University,",1978-,1978,uuuu,,serial,Quarterly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Liberation theology|||Black theology|||Feminist theology,,,,,,,,
311,9264200,Literary xpress,,Literary express,,Literary Exchange (issuing body.),"Chicago, Ill. :",Literary Exchange,,19uu,9999,,serial,Semiannual,eng,text,electronic resource|||remote|||computer|||online resource,"1 online resource (volumes) : illustrations, portraits.",Periodicals|||periodical|||text,,African American women|||Asian American women,,,,,,1089-4519,,
312,7261913,"Louisianian, The","Louisianian (New Orleans, La.)",New Orleans semi-weekly Louisianian,,,"New Orleans, La. :","Wm. G. Brown,",1870-1871.,1870,1871,,serial,Semiweekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,United States Louisiana Orleans New Orleans,,,Semi-weekly Louisianian 2326-6317 (DLC) 2013218552 (OCoLC)827279530,2326-6295|||2326-6287,,
313,540573,"Loyal Georgian, The",,,,,"Augusta, Ga",,,1866,1867,,serial,Unknown,eng,text,microfilm,ill.,newspaper,,African American newspapers,,United States Georgia Augusta,,,Weekly loyal Georgian (OCoLC),,,
314,9247992,MACT (Men of All Colors Together) Chicago,,MACT news!|||MACT/Chicago newsletter|||MACT Chicago (formerly BWMT Chicago)|||BWMT - Chicago|||Black and White Men Together San Francisco Bay Area,,MACT Chicago (issuing body.),"Chicago, Illinois :","[publisher not identified],",1980-,1980,uuuu,,serial,Monthly|||Completely irregular,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Homosexuality,,,,,,,,
315,9248624,MACT information bulletin,,,,,New York :,"Men of all colors together,",1985-,1985,uuuu,,serial,Quarterly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Interracial datingMACT/NY,,,,,,,,
316,9248492,"Makeda: celebrating BLACK womynhood (Los Angeles, CA)",,Makeda celebrating BLACK womynhood,,"Tripp, Christine (editor.)","Los Angeles, California :","Rolonda Teal,",1987-,1987,uuuu,,serial,Irregular|||Completely irregular,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,"Women, Black|||Lesbians",,,,,,,,
317,9247464,Mammy: a third world women's publication,,Mammy,,,New York :,"RAT Publications, Incorporated,",1972-,1972,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,"Women|||Feminism|||Women, Black",,,,,,,,
318,8846888,Mande studies,,,,,"Madison, WI :|||Bloomington, IN :","African Studies Program, University of Wisconsin,|||Indiana University Press",[1999]-,1999,9999,,serial,Annual,eng|||fre,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Mandingo (African people)|||Social life and customs,,,,,,2379-5506|||1536-5506,,
319,6308529,Maryville Republican,,,,,"Maryville, TN",,1876,1876,1876,,serial,Weekly,eng,text,electronic|||electronic resource|||remote,,Newspapers|||newspaper,,African American newspapers|||African Americans,,United States Tennessee Blount Maryville,,"Republican (Maryville, Tenn.)",Blount County standard,,,
320,7555307,Maryville Republican,"Maryville Republican (Maryville, Tenn. : 1876 : Online)",,,,"Maryville, Tenn",W.B. Scott & Co.,,187u,1877,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African American newspapers|||African Americans,,United States Tennessee Blount Maryville,,"Republican (Maryville, Tenn. : Online) 2331-3048 (DLC) 2013218985 (OCoLC)858919473",Blount County standard (Online),2331-320X|||2331-3196,,
321,7555306,Maryville Republican,"Maryville Republican (Maryville, Tenn. : 1867 : Online)",Republican,,,"Maryville, Tenn. :","William B. Scott, Sen.",,1867,187u,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,African American newspapers|||Newspapers|||newspaper|||text,,African American newspapers|||African Americans,,United States Tennessee Blount Maryville,"""Black newspaper."" Cf. Black periodicals and newspapers.",,"Republican (Maryville, Tenn. : Online) 2331-3048 (DLC) 2013218985 (OCoLC)858919473",2331-0278|||2331-026X,,
322,5921007,Matatu,,Zeitschrift für afrikanische Kultur und Gesellschaft 1987-<1988>|||Journal for African culture and society <1996->,,,Göttingen|||Frankfurt|||Amsterdam|||Leiden,Matatu|||Holger Ehling|||Rodopi|||Brill,1987-,1987,9999,,serial,"Two no. a year, <2015->|||Two no. a year, 1987-1989|||Annual, 1990-1993|||Two no. a year, 1994-2007|||Annual, 2008-<2012>|||Semiannual",eng|||fre|||ger|||por,text,electronic|||electronic resource|||remote,,"Criticism, interpretation, etc|||Periodicals|||periodical",,African literature|||History and criticism|||African cultureSerials|||African literaturesto dateSerials|||English literatureAfrican writersto dateSerials,,,,,,0932-9714,,
323,6840163,Mayibuye: journal of the African National Congress,Mayibuye (African National Congress : 1990),,,,"Marshalltown, South Africa",African National Congress,1990-2002,1990,2002,,serial,"Irregular, Apr. 1997-|||Eleven no. a year, 1990-1996|||Completely irregular",eng,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,CURRENT EVENTS|||POLITICAL CONDITIONS|||SOUTH AFRICA|||Politics and government|||Race relationsAfrican National Congress|||African National Congress of South Africa.|||African National Congress.,Since 1989|||1989-1994|||1994-,,,Mayibuye (African National Congress : 1975) (DLC)sn 85021051 (OCoLC)5343141,,1021-853X,,
324,6840162,Mayibuye: journal of the African National Congress,Mayibuye (African National Congress : 1975),,,,"Lusaka, Zambia]",African National Congress,,1975,19uu,,serial,Monthly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Anti-apartheid movements|||Politics and governmentAfrican National Congress|||African National Congress.,1961-1978,,,Mayibuye (DLC)sf 81004010 (OCoLC)5342236,Mayibuye (African National Congress : 1990) 1021-853X (DLC)sn 91019664 (OCoLC)24054553,,,
325,6840161,Mayibuye,,,,,"Lusaka, Zambia",African National Congress.,,1967,1969,,serial,"Biweekly, 17th Aug. 1968-<8th Sept. [i.e. Nov.] 1968>|||Weekly, <3rd Nov. 1967>-2nd Aug. 1968|||Biweekly",eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Anti-apartheid movements|||Politics and governmentAfrican National Congress|||African National Congress.,Since 1960|||1960-|||1961-1978,,,,Mayibuye (African National Congress : 1975) (DLC)sn 85021051 (OCoLC)5343141,,,
326,1170532,Memorandum,Memorandum (International African Institute),,,,London,,1927-,1927,9999,,serial,Unknown,eng,text,print,no. illus. 21-25 cm.,,,African languages|||Societies|||Indigenous peoples|||Social life and customs,,,,,,,,
327,9247548,"Men of all colors together: newsletter of the Dallas Branch of ""Black & white men together""",,MACT Dallas,,,"Dallas, Texas :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Interracial dating,,,,,,,,
328,9248634,Men of All Colors Together-Louisville,,Men of All Colors Together/Connecticut,,,"Louisville, Kentucky :","[publisher not identified],",1990-,1990,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gay men|||Gay men|||Interracial dating,,,,,,,,
329,1423442,"messenger, The","Messenger (New York, N.Y.)",,,,New York,"Messenger Publishing, Co.",1969,1917,1928,,serial,Unknown,eng,text,microfiche|||microform,7 v. : ill. ; 30 cm.,Periodicals|||periodical,,African American periodicals|||African Americans|||Race relations,,,,,,,,
330,4279787,"Michigan chronicle, The",,,,,"Detroit, Mich",Michigan Chronicle Pub. Co.,,1936,9999,City ed.,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,African American newspapers-Michigan|||Electronic journals|||Newspapers|||newspaper|||text,,African Americans,,United States Michigan Wayne Detroit,,,,1949-9620,,
331,540568,"Midland express, The",,,,,"Boydton, Va",,,1891,1895,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Virginia Boydton,,,,,,
332,540567,"Minneapolis observer, The",,,,,"Minneapolis, Minn",,,1890,9999,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Minnesota Minneapolis,,,,,,
333,540512,Mirror of the times,,,,,"San Francisco, Calif",,,1856,1858,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States California San Francisco,,,,,,
334,6905620,Missionary record,"Missionary record (Charleston, S.C.)",Record,,,"Charleston, S.C. :","R.H. Cain,",[1868?]-[1879?],1868,1879,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,United States South Carolina Charleston Charleston,,South Carolina leader (Online) 2169-4621 (DLC) 2012203298 (OCoLC)794292043,,2165-9419,,
335,9461820,"missionary reporter of the A.M.E. Church, The",,,,"Hanzsche, F. A. (printer.)",Baltimore [Md.],[A.M.E. Church],1867-,1867,18uu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (v.),Periodicals|||periodical|||text,,MissionsAfrican Methodist Episcopal Church|||African Methodist Episcopal Church. Parent Home and Foreign Missionary Society,,United States Maryland Baltimore,,,,,,
336,535851,"Mizan newsletter, The",,,,,"London, England",Central Asian Research Centre,1959-1964,1959,1964,,serial,"Monthly (except July/Aug.), 1960-1964|||Monthly",eng,text,print,6 v. ; 25 cm.,periodical,,Afro-Asian politics|||Periodicals|||Foreign relations,,,,,"Mizan (London, England) (OCoLC)8393180",,sn 85020210,
337,550147,Mizan,"Mizan (London, England)",,,,London,Central Asian Research Centre,1965-1971,1965,1971,,serial,"Irregular, 1970-1971|||Monthly, 1965|||Bimonthly, 1966-1969|||Completely irregular",eng,text,print,7 v. ; 23 cm.,,,Afro-Asian politics|||Periodicals|||Foreign relations,,,,Mizan newsletter (OCoLC)2264280|||Yuva newsletter (OCoLC)5322721|||Central Asian review (OCoLC)1553664,,,sn 85020235,
338,9247353,Moja=gay & black,,Moja|||Gay & black|||Moja equals gay and black|||Gay and black,,,"[New York, New York] :","[Moja = Georgia & Black],",[1978]-,1978,uuuu,,serial,Weekly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gays|||Civil rights|||African Americans|||Blacks|||Gay liberation movement|||Gays|||Homosexuality,,,,,,,,
339,9248504,Morena newspaper: Women of Color Press Empowering Our Communities,,,,,"Berkeley, California :","[publisher not identified],",1988-,1988,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American women|||Women|||Feminism,,,,,,,,
340,4183354,Mosaic literary magazine,,Mosaic magazine|||Mosaic,,,"Bronx, NY",Mosaic Communications,,1998,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote,,"Criticism, interpretation, etc|||Periodicals|||periodical",,American literature|||African American authors|||History and criticism,1900-2099|||20th century|||21st century,,,,,1531-0388,,
341,734316,"Moton guide to American colleges with a Black heritage, The",,Guide to American colleges with a Black heritage,,,"Washington, D.C",Moton Consortium on Admissions and FinancialAid,,197u,19uu,,serial,Unknown,eng,text,print,v. : ill. ; 28 cm.,Directories|||directory,,African American universities and colleges,,,,,New Moton guide to American colleges with a Black heritage 0882-9462 (OCoLC)9561049 (DLC) 85646085,0882-9470,85646086,
342,526343,Muhammad speaks,,,,,"Chicago, Ill",[s.n.],1961-1975,1961,1975,,serial,"Weekly, 1968-|||Bimonthly, Oct./Nov. 1961|||Monthly, Dec. 1961-June 1962|||Semimonthly (irregular) July 1962-1967|||Weekly",eng,text,print,15 v. : ill. ; 38 cm.,periodical,,Black Muslims|||Periodicals,,United States Illinois Cook Chicago,,,Bilalian news (OCoLC)2975269 (DLC)sn 78004682,0027-3031,sn 84037002,
343,539875,Muhammad speaks,,,,,"Chicago, Ill",Muhammad's Mosque No. 2],,1961,1975,,serial,"Weekly, 1968-1975|||Monthly, Oct./Nov. 1961-1962.|||Biweekly, 1963-1967|||Unknown",eng,text,microfilm|||microform|||microfilm reel,15 v. ill. 39 cm.,periodical,,Black Muslims|||Periodicals,,United States Illinois Chicago,,,Bilalian news (OCoLC)3764114,0027-3031,,
344,4407086,Mundo afro,,,,,"Montevideo, Uruguay",s.n.,1988-,1988,9999,,serial,Unknown,spa,text,print,v. : ill. ; 26 cm.,Periodicals|||periodical,,Blacks|||Civilization|||African influences,,,,,,,90661001|||sn 89018573,
345,1313222,"Murray resource directory to the nation's historically black colleges and universities, The",,Resource directory to the nation's historically black colleges and universities|||HBCUS,,,"Washington, DC",The Daniel A.P. Murray Association and Logical Expressions In Design,c1993-,1993,9999,,serial,Biennial,eng,text,print,v. : ill. ; 31 cm.,Directories|||directory,,African American universities and colleges|||Blacks|||Education,,,,,,1068-1043,sn 93005919,
346,888127,Muslim journal,,,,,"Chicago, Ill",American Muslims,1985-,1985,9999,,serial,Weekly|||Unknown,eng,text,microfilm|||microform|||microfilm reel,v. : ill. ; 36 cm.,Periodicals,,Black Muslims|||Periodicals|||African Americans,,,,A.M. journal 0744-7639 (OCoLC)8863499 (DLC)sf 87091550,,0883-816X|||0744-7639,sf 87091551,
347,3302311,"Muʾtamar ... li-Taḍāmun al-Shu°ūb al-Ifrīqīyah al-Āsyawīyah =: The ... Afro-Asian Peoples' Solidarity Conference, Al-",,Afro-Asian Peoples' Solidarity Conference,,,Al-Qāhirah,Al-Sikritārīyah al-Dāʾimah li-Munaẓẓamat Taḍāmun al-Shu°ūb al-Ifrīqīyah al-Āsyawīyah,,1958,uuuu,,serial,Unknown,ara|||eng|||fre,text,print,v. ; 24 cm.,conference publication,,Afro-Asian Peoples' Solidarity Conference.,,,,,,,sn 84044058,
348,5755947,NABJ Journal,,National Association of Black Journalists journal,,,"Adelphi, MD",National Association of Black Journalists,,1982,9999,,serial,Completely irregular,eng,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,African American journalists,,,,NABJ News,,,,
349,540513,National Baptist world,,,,,"Wichita, Kan",,,1893,9999,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Kansas Wichita,,Baptist headlight (OCoLC)2611161,,,,
350,2883486,National Bar Association magazine,,NBA magazine|||NBA National Bar Association magazine 1988-,,,"Washington, D.C.]",The Association,[1983-,1983,9999,,serial,"Bimonthly, July/Aug. 1993-|||Quarterly, summer 1983|||Monthly, 1988-Sept. 1992|||Quarterly, Oct./Dec. 1992-Apr./June 1993|||Bimonthly",eng,text,print|||microform|||microfiche,v. : ill. ; 28 cm.,Periodicals|||legal article|||periodical,,Bar associations|||African American lawyers|||Law,,,,,,0741-0115,84643900|||sn 83003501,
351,2892015,National Bar Association magazine,,NBA magazine|||NBA National Bar Association magazine 1988-,,,"Washington, D.C",The Association,1983-,1983,9999,,serial,"Bimonthly, July/Aug. 1993-|||Quarterly, summer 1983|||Monthly, 1988-Sept. 1992|||Quarterly, Oct./Dec. 1992-Apr./June 1993|||Bimonthly",eng,text,microfiche|||microform,v. : ill. ; 28 cm.,Periodicals|||periodical,,Bar associations|||African American lawyers|||Law,,,,,,0741-0115,sf 96090118,
352,1245888,National Black business directory,,,,,Minneapolis,National Buy-Black Campaign].,,1969,1971,,serial,Unknown,eng,text,print,2 v. 22-28 cm.,Directories|||directory,,African American business enterprises,,,,,Try us (DLC) 79642814,,73009889 //r833,
353,9264231,National Black Women's Health Project (Atlanta Ga.),"Vital signs (Atlanta, Ga.)",Vital signs,,National Black Women's Health Project (issuing body.),"Atlanta, GA :",The Project,,19uu,9999,,serial,Quarterly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American women|||Health and hygiene|||Medical care,,,,,,1089-6481,,
354,1379926,National directory [of] Negro business and professional women,,National directory of Negro business and professional women,,"Keene, J. B. (H.), Mrs (comp.)",Philadelphia,,,19uu,9999,,serial,Unknown,eng,text,print,v.,Directories|||directory,,African American women,,,,,,,,
355,1356391,National era,"National era (Washington, D.C.)",,,,"New York, NY",Negro Universities Press,1969,1847,1860,,serial,Unknown,eng,text,microfilm|||microform|||microfilm reel,14 v. in 13 ; 62 cm.,Periodicals|||periodical,"Reel 1, v.1-4 (1847-50)--reel 2, v. 5-8 (1851-54)--reel 3, v. 9-12 (1855-58)--reel 4, v. 13-14 (1859-60)",African Americans|||Slavery|||Periodicals,,"United States Washington, D.C",,,,,,
356,540565,National savings bank,,,,,"Washington, D.C",[s.n.],,1868,9999,,serial,Monthly,eng,text,microfilm|||microform,v. : ill.,Periodicals|||periodical,,African American banks,,,,,,,sn 86025582,
