id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclccn,url
9264200,Literary xpress,,Literary express,,Literary Exchange (issuing body),"Chicago, Ill. :",Literary Exchange,,19uu,9999,,serial,Semiannual,English,text,electronic resource|||remote|||computer|||online resource,"1 online resource (volumes) : illustrations, portraits.",Periodicals|||periodical|||text,,African American women|||Asian American women,,Chicago|||Illinois,,,,1089-4519,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9FYR/AHSI?sid=gale_marc&u=upitt_main
7261913,"Louisianian, The","Louisianian (New Orleans, La.)",New Orleans semi-weekly Louisianian,,,"New Orleans, La. :","Wm. G. Brown,",1870-1871.,1870,1871,,serial,Semiweekly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,"New Orleans (La.)|||United States, Louisiana, Orleans, New Orleans|||Louisiana|||Orleans Parish (La.)",,,Semi-weekly Louisianian 2326-6317 (DLC) 2013218552 (OCoLC)827279530,2326-6295|||2326-6287,,,http://chroniclingamerica.loc.gov/lccn/sn83016630/issues/
540573,"Loyal Georgian, The",,,,,"Augusta, Ga",,,1866,1867,,serial,Unknown,English,text,microfilm,ill.,newspaper,,African American newspapers,,"United States, Georgia, Augusta",,,Weekly loyal Georgian (OCoLC),,,,
9247992,MACT (Men of All Colors Together) Chicago,,MACT news!|||MACT/Chicago newsletter|||MACT Chicago (formerly BWMT Chicago)|||BWMT - Chicago|||Black and White Men Together San Francisco Bay Area,,MACT Chicago (issuing body),"Chicago, Illinois :","[publisher not identified],",1980-,1980,uuuu,,serial,Monthly|||Completely irregular,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Homosexuality,,Chicago|||Illinois,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9CTD&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248624,MACT information bulletin,,,,,New York :,"Men of all colors together,",1985-,1985,uuuu,,serial,Quarterly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Interracial dating|||MACT/NY,,New York|||New York (State),,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9ETZ&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248492,"Makeda: celebrating BLACK womynhood (Los Angeles, CA)",,Makeda celebrating BLACK womynhood,,"Tripp, Christine (editor)","Los Angeles, California :","Rolonda Teal,",1987-,1987,uuuu,,serial,Irregular|||Completely irregular,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,"Women, Black|||Lesbians",,California|||Los Angeles,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=5WRV&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9247464,Mammy,,Mammy,,,New York :,"RAT Publications, Incorporated,",1972-,1972,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,"Women|||Feminism|||Women, Black",,New York|||New York (State),,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QNG&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
8846888,Mande studies,,,,,"Madison, WI :|||Bloomington, IN :","African Studies Program, University of Wisconsin,|||Indiana University Press",[1999]-,1999,9999,,serial,Annual,French|||English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Mandingo (African people)|||Social life and customs,,,,,,2379-5506|||1536-5506,,,http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/journal/703
6308529,Maryville Republican,,,,,"Maryville, TN",,1876,1876,1876,,serial,Weekly,English,text,electronic|||electronic resource|||remote,,Newspapers|||newspaper,,African American newspapers|||African Americans,,"Maryville (Tenn.)|||Maryville|||Blount County (Tenn.)|||Tennessee|||United States, Tennessee, Blount, Maryville",,"Republican (Maryville, Tenn.)",Blount County standard,,,,"http://pitt.idm.oclc.org/login?url=http://infotrac.galegroup.com/itw/infomark/1/1/1/purl=rc18_NCNP_0__Maryville%20Republican%20(Maryville,%20TN)?sw_aep=upitt_main"
7555307,Maryville Republican,"Maryville Republican (Maryville, Tenn. : 1876 : Online)",,,,"Maryville, Tenn",W.B. Scott & Co.,,187u,1877,,serial,Weekly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African American newspapers|||African Americans,,"Maryville (Tenn.)|||Maryville|||Blount County (Tenn.)|||Tennessee|||United States, Tennessee, Blount, Maryville|||Blount County",,"Republican (Maryville, Tenn. : Online) 2331-3048 (DLC) 2013218985 (OCoLC)858919473",Blount County standard (Online),2331-320X|||2331-3196,,,http://chroniclingamerica.loc.gov/lccn/sn96091618/issues/
7555306,Maryville Republican,"Maryville Republican (Maryville, Tenn. : 1867 : Online)",Republican,,,"Maryville, Tenn. :","William B. Scott, Sen.",,1867,187u,,serial,Weekly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,African American newspapers|||Newspapers|||newspaper|||text,,African American newspapers|||African Americans,,"Maryville (Tenn.)|||Maryville|||Blount County (Tenn.)|||Tennessee|||United States, Tennessee, Blount, Maryville|||Blount County","""Black newspaper."" Cf. Black periodicals and newspapers.",,"Republican (Maryville, Tenn. : Online) 2331-3048 (DLC) 2013218985 (OCoLC)858919473",2331-0278|||2331-026X,,,http://chroniclingamerica.loc.gov/lccn/sn83025728/issues/
5921007,Matatu,,Zeitschrift für afrikanische Kultur und Gesellschaft 1987-<1988>|||Journal for African culture and society <1996->,,,Göttingen|||Frankfurt|||Amsterdam|||Leiden,Matatu|||Holger Ehling|||Rodopi|||Brill,1987-,1987,9999,,serial,"Two no. a year, <2015->|||Two no. a year, 1987-1989|||Annual, 1990-1993|||Two no. a year, 1994-2007|||Annual, 2008-<2012>|||Semiannual",French|||German|||English|||Portuguese,text,electronic|||electronic resource|||remote,,"Criticism, interpretation, etc|||Periodicals|||periodical",,African literature|||History and criticism|||African cultureSerials|||African literaturesto dateSerials|||English literatureAfrican writersto dateSerials,,Africa,,,,0932-9714,,,http://pitt.idm.oclc.org/login?url=https://brill.com/view/journals/mata/mata-overview.xml|||http://pitt.idm.oclc.org/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:lion-us&rft_id=xri:lion:contents:abl_toc/Matatu/issues.htm
6840163,Mayibuye: journal of the African National Congress,Mayibuye (African National Congress : 1990),,,,"Marshalltown, South Africa",African National Congress,1990-2002,1990,2002,,serial,"Irregular, Apr. 1997-|||Eleven no. a year, 1990-1996|||Completely irregular",English,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,CURRENT EVENTS|||POLITICAL CONDITIONS|||SOUTH AFRICA|||Politics and government|||Race relations|||African National Congress|||African National Congress of South Africa.,Since 1989|||1989-1994|||1994-,South Africa,,Mayibuye (African National Congress : 1975) (DLC)sn 85021051 (OCoLC)5343141,,1021-853X,,,http://www.disa.ukzn.ac.za/ma
6840162,Mayibuye: journal of the African National Congress,Mayibuye (African National Congress : 1975),,,,"Lusaka, Zambia]",African National Congress,,1975,19uu,,serial,Monthly,English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Anti-apartheid movements|||Politics and government|||African National Congress,1961-1978,South Africa,,Mayibuye (DLC)sf 81004010 (OCoLC)5342236,Mayibuye (African National Congress : 1990) 1021-853X (DLC)sn 91019664 (OCoLC)24054553,,,,http://www.disa.ukzn.ac.za/ma
6840161,Mayibuye,,,,,"Lusaka, Zambia",African National Congress.,,1967,1969,,serial,"Biweekly, 17th Aug. 1968-<8th Sept. [i.e. Nov.] 1968>|||Weekly, <3rd Nov. 1967>-2nd Aug. 1968|||Biweekly",English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Anti-apartheid movements|||Politics and government|||African National Congress,Since 1960|||1960-|||1961-1978,"Africa, Sub-Saharan|||South Africa",,,Mayibuye (African National Congress : 1975) (DLC)sn 85021051 (OCoLC)5343141,,,,http://www.disa.ukzn.ac.za/ma
1170532,Memorandum,Memorandum (International African Institute),,,,London,,1927-,1927,9999,,serial,Unknown,English,text,print,no. illus. 21-25 cm.,,,African languages|||Societies|||Indigenous peoples|||Social life and customs,,Africa,,,,,,,
9247548,"Men of all colors together: newsletter of the Dallas Branch of ""Black & white men together""",,MACT Dallas,,,"Dallas, Texas :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Interracial dating,,Texas|||Dallas,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9ETY&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248634,Men of All Colors Together-Louisville,,Men of All Colors Together/Connecticut,,,"Louisville, Kentucky :","[publisher not identified],",1990-,1990,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gay men|||Gay men|||Interracial dating,,Louisville|||Kentucky,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EUJ&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
1423442,"messenger, The","Messenger (New York, N.Y.)",,,,New York,"Messenger Publishing, Co.",1969,1917,1928,,serial,Unknown,English,text,microfiche|||microform,7 v. : ill. ; 30 cm.,Periodicals|||periodical,,African American periodicals|||African Americans|||Race relations,,United States,,,,,,,
4279787,"Michigan chronicle, The",,,,,"Detroit, Mich",Michigan Chronicle Pub. Co.,,1936,9999,City ed.,serial,Weekly,English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,African American newspapers-Michigan|||Electronic journals|||Newspapers|||newspaper|||text,,African Americans,,"Wayne County|||Detroit (Mich.)|||Michigan|||Detroit|||Wayne County (Mich.)|||United States, Michigan, Wayne, Detroit",,,,1949-9620,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/45594|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/6MDH/STND?sid=kbart?&u=upitt_main
540568,"Midland express, The",,,,,"Boydton, Va",,,1891,1895,,serial,Unknown,English,text,microfilm,,newspaper,,African American newspapers,,"United States, Virginia, Boydton",,,,,,,
540567,"Minneapolis observer, The",,,,,"Minneapolis, Minn",,,1890,9999,,serial,Unknown,English,text,microfilm,,newspaper,,African American newspapers,,"United States, Minnesota, Minneapolis",,,,,,,
540512,Mirror of the times,,,,,"San Francisco, Calif",,,1856,1858,,serial,Unknown,English,text,microfilm,,newspaper,,African American newspapers,,"United States, California, San Francisco",,,,,,,
6905620,Missionary record,"Missionary record (Charleston, S.C.)",Record,,,"Charleston, S.C. :","R.H. Cain,",[1868?]-[1879?],1868,1879,,serial,Weekly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,"Charleston (S.C.)|||South Carolina|||Charleston|||United States, South Carolina, Charleston, Charleston",,South Carolina leader (Online) 2169-4621 (DLC) 2012203298 (OCoLC)794292043,,2165-9419,,,http://chroniclingamerica.loc.gov/lccn/sn83025781/issues/
9461820,"missionary reporter of the A.M.E. Church, The",,,,"Hanzsche, F. A. (printer)",Baltimore [Md.],[A.M.E. Church],1867-,1867,18uu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (v.),Periodicals|||periodical|||text,,Missions|||African Methodist Episcopal Church|||African Methodist Episcopal Church. Parent Home and Foreign Missionary Society,,"United States, Maryland, Baltimore",,,,,,,http://pitt.idm.oclc.org/login?url=http://search.ebscohost.com/direct.asp?db=h9m&jid=%225FIJ%22&scope=site
535851,"Mizan newsletter, The",,,,,"London, England",Central Asian Research Centre,1959-1964,1959,1964,,serial,"Monthly (except July/Aug.), 1960-1964|||Monthly",English,text,print,6 v. ; 25 cm.,periodical,,Afro-Asian politics|||Periodicals|||Foreign relations,,Middle East|||Russia. Russian Empire. Soviet Union. Former Soviet Republics|||Soviet Union|||Asia,,,"Mizan (London, England) (OCoLC)8393180",,sn 85020210,,
550147,Mizan,"Mizan (London, England)",,,,London,Central Asian Research Centre,1965-1971,1965,1971,,serial,"Irregular, 1970-1971|||Monthly, 1965|||Bimonthly, 1966-1969|||Completely irregular",English,text,print,7 v. ; 23 cm.,,,Afro-Asian politics|||Periodicals|||Foreign relations,,Middle East|||Africa|||Russia. Russian Empire. Soviet Union. Former Soviet Republics|||Soviet Union,,Mizan newsletter (OCoLC)2264280|||Yuva newsletter (OCoLC)5322721|||Central Asian review (OCoLC)1553664,,,sn 85020235,,
9247353,Moja=gay & black,,Moja|||Gay & black|||Moja equals gay and black|||Gay and black,,,"[New York, New York] :","[Moja = Georgia & Black],",[1978]-,1978,uuuu,,serial,Weekly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gays|||Civil rights|||African Americans|||Blacks|||Gay liberation movement|||Gays|||Homosexuality,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=3BWH&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248504,Morena newspaper: Women of Color Press Empowering Our Communities,,,,,"Berkeley, California :","[publisher not identified],",1988-,1988,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American women|||Women|||Feminism,,California|||Berkeley,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EXB&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
4183354,Mosaic literary magazine,,Mosaic magazine|||Mosaic,,,"Bronx, NY",Mosaic Communications,,1998,9999,,serial,Quarterly,English,text,electronic|||electronic resource|||remote,,"Criticism, interpretation, etc|||Periodicals|||periodical",,American literature|||African American authors|||History and criticism,1900-2099|||20th century|||21st century,,,,,1531-0388,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/27225
734316,"Moton guide to American colleges with a Black heritage, The",,Guide to American colleges with a Black heritage,,,"Washington, D.C",Moton Consortium on Admissions and FinancialAid,,197u,19uu,,serial,Unknown,English,text,print,v. : ill. ; 28 cm.,Directories|||directory,,African American universities and colleges,,United States,,,New Moton guide to American colleges with a Black heritage 0882-9462 (OCoLC)9561049 (DLC) 85646085,0882-9470,85646086,,
526343,Muhammad speaks,,,,,"Chicago, Ill",[s.n.],1961-1975,1961,1975,,serial,"Weekly, 1968-|||Bimonthly, Oct./Nov. 1961|||Monthly, Dec. 1961-June 1962|||Semimonthly (irregular) July 1962-1967|||Weekly",English,text,print,15 v. : ill. ; 38 cm.,periodical,,Black Muslims|||Periodicals,,"United States, Illinois, Cook, Chicago",,,Bilalian news (OCoLC)2975269 (DLC)sn 78004682,0027-3031,sn 84037002,,
539875,Muhammad speaks,,,,,"Chicago, Ill",Muhammad's Mosque No. 2],,1961,1975,,serial,"Weekly, 1968-1975|||Monthly, Oct./Nov. 1961-1962.|||Biweekly, 1963-1967|||Unknown",English,text,microfilm|||microform|||microfilm reel,15 v. ill. 39 cm.,periodical,,Black Muslims|||Periodicals,,"United States, Illinois, Chicago",,,Bilalian news (OCoLC)3764114,0027-3031,,,
4407086,Mundo afro,,,,,"Montevideo, Uruguay",s.n.,1988-,1988,9999,,serial,Unknown,Spanish,text,print,v. : ill. ; 26 cm.,Periodicals|||periodical,,Blacks|||Civilization|||African influences,,Latin America|||Uruguay|||Africa,,,,,90661001|||sn 89018573,,
1313222,"Murray resource directory to the nation's historically black colleges and universities, The",,Resource directory to the nation's historically black colleges and universities|||HBCUS,,,"Washington, DC",The Daniel A.P. Murray Association and Logical Expressions In Design,c1993-,1993,9999,,serial,Biennial,English,text,print,v. : ill. ; 31 cm.,Directories|||directory,,African American universities and colleges|||Blacks|||Education,,United States,,,,1068-1043,sn 93005919,,
888127,Muslim journal,,,,,"Chicago, Ill",American Muslims,1985-,1985,9999,,serial,Weekly|||Unknown,English,text,microfilm|||microform|||microfilm reel,v. : ill. ; 36 cm.,Periodicals,,Black Muslims|||Periodicals|||African Americans,,,,A.M. journal 0744-7639 (OCoLC)8863499 (DLC)sf 87091550,,0883-816X|||0744-7639,sf 87091551,,
3302311,"Muʾtamar ... li-Taḍāmun al-Shu°ūb al-Ifrīqīyah al-Āsyawīyah =: The ... Afro-Asian Peoples' Solidarity Conference, Al-",,Afro-Asian Peoples' Solidarity Conference,,,Al-Qāhirah,Al-Sikritārīyah al-Dāʾimah li-Munaẓẓamat Taḍāmun al-Shu°ūb al-Ifrīqīyah al-Āsyawīyah,,1958,uuuu,,serial,Unknown,French|||English|||Arabic,text,print,v. ; 24 cm.,conference publication,,Afro-Asian Peoples' Solidarity Conference.,,,,,,,sn 84044058,,
5755947,NABJ Journal,,National Association of Black Journalists journal,,,"Adelphi, MD",National Association of Black Journalists,,1982,9999,,serial,Completely irregular,English,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,African American journalists,,United States,,NABJ News,,,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/27226
540513,National Baptist world,,,,,"Wichita, Kan",,,1893,9999,,serial,Unknown,English,text,microfilm,,newspaper,,African American newspapers,,"United States, Kansas, Wichita",,Baptist headlight (OCoLC)2611161,,,,,
2883486,National Bar Association magazine,,NBA magazine|||NBA National Bar Association magazine 1988-,,,"Washington, D.C.]",The Association,[1983-,1983,9999,,serial,"Bimonthly, July/Aug. 1993-|||Quarterly, summer 1983|||Monthly, 1988-Sept. 1992|||Quarterly, Oct./Dec. 1992-Apr./June 1993|||Bimonthly",English,text,print|||microform|||microfiche,v. : ill. ; 28 cm.,Periodicals|||legal article|||periodical,,Bar associations|||African American lawyers|||Law,,United States,,,,0741-0115,84643900|||sn 83003501,,
2892015,National Bar Association magazine,,NBA magazine|||NBA National Bar Association magazine 1988-,,,"Washington, D.C",The Association,1983-,1983,9999,,serial,"Bimonthly, July/Aug. 1993-|||Quarterly, summer 1983|||Monthly, 1988-Sept. 1992|||Quarterly, Oct./Dec. 1992-Apr./June 1993|||Bimonthly",English,text,microfiche|||microform,v. : ill. ; 28 cm.,Periodicals|||periodical,,Bar associations|||African American lawyers|||Law,,United States,,,,0741-0115,sf 96090118,,
1245888,National Black business directory,,,,,Minneapolis,National Buy-Black Campaign].,,1969,1971,,serial,Unknown,English,text,print,2 v. 22-28 cm.,Directories|||directory,,African American business enterprises,,,,,Try us (DLC) 79642814,,73009889 //r833,,
9264231,National Black Women's Health Project,"Vital signs (Atlanta, Ga.)",Vital signs,,National Black Women's Health Project (issuing body),"Atlanta, GA :",The Project,,19uu,9999,,serial,Quarterly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American women|||Health and hygiene|||Medical care,,United States,,,,1089-6481,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9FZY/AHSI?sid=gale_marc&u=upitt_main
1379926,National directory [of] Negro business and professional women,,National directory of Negro business and professional women,,"Keene, J. B. (H.), Mrs (comp)",Philadelphia,,,19uu,9999,,serial,Unknown,English,text,print,v.,Directories|||directory,,African American women,,,,,,,,,
1356391,National era,"National era (Washington, D.C.)",,,,"New York, NY",Negro Universities Press,1969,1847,1860,,serial,Unknown,English,text,microfilm|||microform|||microfilm reel,14 v. in 13 ; 62 cm.,Periodicals|||periodical,"Reel 1, v.1-4 (1847-50)--reel 2, v. 5-8 (1851-54)--reel 3, v. 9-12 (1855-58)--reel 4, v. 13-14 (1859-60)",African Americans|||Slavery|||Periodicals,,"United States, Washington, D.C|||United States",,,,,,,
540565,National savings bank,,,,,"Washington, D.C",[s.n.],,1868,9999,,serial,Monthly,English,text,microfilm|||microform,v. : ill.,Periodicals|||periodical,,African American banks,,United States,,,,,sn 86025582,,
4184191,Negro American literature forum,Negro American literature forum (Online),,,,"Terre Haute, Ind","School of Education, Indiana State University",1967-1976,1967,1976,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,"Criticism, interpretation, etc|||Electronic journals|||Periodicals|||Périodiques|||periodical|||review|||text",,American literature|||African American authors|||History and criticism|||Littérature américaine|||Auteurs noirs américains|||Histoire et critique,,United States,,,Black American literature forum (Online) 2326-1536 (DLC)sn 99023368 (OCoLC)40892653,2325-7164|||0028-2480,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/negramerliteforu
542489,"Negro churchman, The",,,,,"Millwood, N.Y",Kraus Reprint Co.,1977,1923,1931,,serial,Unknown,English,text,,9 v. in 2. ill. 24 cm.,periodical,,Periodicals|||African Orthodox Church,,,,,,,78643256,,
1424147,Negro music journal,,,,,"Westport, Connecticut",Negro Universities Press,1970,1902,1903,,serial,Monthly,English,text,microfiche|||microform,2 v. in 1 : ports. ; 23 cm.,Periodicals|||periodical,,Music|||African American musicians|||African American periodicals,,,,,,,,,
7951933,"Negro music journal, The",,,,,"Westport, Conn",Negro Universities Press,1970,1902,1903,,serial,Monthly,English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Music|||African American musicians,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://www.ripmfulltext.org/ripm/login.aspx?JC=NMJ
523476,"Negro world, The",The Negro world (Minneapolis),,,,Minneapolis and St. Paul,,,1892,9999,,serial,Unknown,English,text,microfilm,ill.,newspaper,,African American newspapers,,"United States, Minnesota, St. Paul|||United States, Minnesota, Minneapolis",,,,,,,
548425,Negro world,Negro world (Knoxville),,,,"Knoxville, Tenn",,,18uu,1895,,serial,Unknown,English,text,microfilm,ill.,newspaper,,African American newspapers,,"United States, Tennessee, Knoxville",,,,,,,
547643,Negro world,,,,,New York,,,1917,1933,,serial,Weekly|||Unknown,English,text,microfilm,32 v.,periodical,,African American periodicals,,,,,World peace echo,,,,
9040935,Neotestamentica,,SA ePublications,,,"Pretoria, Republic of South Africa :",NTSSA,,1967,9999,,serial,"Semiannual, 1986-|||Annual, 1967-1985|||Semiannual",Afrikaans|||English,text,electronic|||electronic resource|||remote|||computer|||online resource,,"Collections|||Criticism, interpretation, etc|||Electronic journals|||Periodicals|||periodical|||review|||text","Vols for 1967-1968, 1971-1983 constitute Proceedings of the meeting of Die Nuwe-Testamentiese Werkgemeenskap van Suid-Afrika.","Criticism, interpretation, etc|||Critique, interprétation, etc|||Sabinet African ePublications (SA ePublications)|||Bible New Testament",,,,,,0254-8356,,,http://journals.co.za/content/journal/neotest|||http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/neotestamentica|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=3ACP&scope=site|||http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/journal/707
4184253,"network journal, The","Network journal (Brooklyn, New York, N.Y. : 1993)",,,,"Brooklyn, NY",Aziz Gueye Adetimirin,,1993,9999,,serial,Monthly,English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,African American business enterprises|||African American businesspeople|||Small business,,United States,,,,1094-1908,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/43721
1212103,New African literature and the arts,,,,"Okpaku, Joseph (ed)",New York,T. Crowell Co.,,1969,1973,,serial,Unknown,English,text,print,3 v. ill. 21 cm.,,,"The arts, African",,,,,,0077-7994,76109903,,
6470216,New African woman,New African woman (French ed.),,,,London,"IC Publications, Inc.",,2009,9999,,serial,Three times a year,French,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,"Women, Black",,Africa,,,,,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/55158
6470215,New African woman,New African woman (English ed.),,,,London,"IC Publications, Inc.",,2009,9999,,serial,Semiannual,English,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,"Women, Black",,Africa,,,,,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/55157
8633539,"new age, The","New age (Portland, Or.)",,,,"Portland, Or. :",A.D. Griffin,,1896,1905,,serial,Weekly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,"Portland (Or.)|||United States, Oregon, Multnomah, Portland|||Oregon|||Portland",,,Portland new age (DLC) 2014254028 (OCoLC)876200983,,,,http://oregonnews.uoregon.edu//lccn/sn83025107/
523560,New challenge,"New challenge (New York, N.Y. : 1937)|||Challenge (Boston, Mass.)",,,,"Westport, Conn",Negro Universities Press,1970,1934,1937,,serial,Unknown,English,text,,1 v. ; 24 cm.,Periodicals|||periodical,,American literature|||African American authors,,,,,,,sn 86025065,,
1424151,New challenge,"New challenge (New York, N.Y. : 1937)|||Challenge (Boston, Mass.)",,,,"Westport, Conn",Negro Universities Press,1970,1934,1937,,serial,Unknown,English,text,microfiche|||microform,1 v. ; 24 cm.,Periodicals|||periodical,,American literature|||African American authors,,,,,,,,,
4877894,New coin,,New coin poetry|||New coin South African poetry June 2000-,,,"Grahamstown, South Africa","Institute for the Study of English in Africa, Rhodes University",[1992]-,1992,9999,,serial,Semiannual,English,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,South African poetry (English),,South Africa,,New coin poetry 0028-4459 (DLC) 2007203084 (OCoLC)2530866,,0028-4459,,,http://journals.co.za/content/journal/iseacoin|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=JZK&scope=site|||http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/openurl/openurl?url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&res_id=info:sid/gale:LitRC&ctx_enc=info:ofi:enc:UTF-8&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.issn=0028-4459&req_dat=info:sid/gale:ugnid:upitt_main|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/0NQU/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:lion-us&rft_id=xri:lion:contents:abl_toc/NewCoin/issues.htm
