,assignee,link,genre_extended,genre_2_extended,level_of_confidence,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
976,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194311,correspondence,,3=high confidence,31735058194311,"promotional letter for the llano colonist,",,1925,,university of pittsburgh,12.0,24.0,text,archival document
977,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542860,pamphlets​,,3=high confidence,31735061542860,"""highlander center: an approach to culture and social change"" pamphlet",,,,university of pittsburgh,11.0,139.0,text,archival document
978,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061656611,constitutions,,3=high confidence,31735061656611,"""proposed draft of revised constitution of the american league for peace and democracy for discussion at the congress""",,,,university of pittsburgh,1.0,145.0,text,archival document
979,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540138,pamphlets​,,3=high confidence,31735061540138,"""religion today in the u.s.s.r."", by rev. william howard melish",,,,university of pittsburgh,7.0,97.0,text,archival document
980,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658609,pamphlets​,,3=high confidence,31735061658609,"""hamtrack municipal election of 1934"" pamphlet,",,1934,,university of pittsburgh,3.0,128.0,text,archival document
981,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150199,serials (publications),periodicals​,3=high confidence,31735065150199,mine mill union; union; mine-mill union; sindicato,,,1959-10,university of pittsburgh,,,text,periodical; periodicals.; periodicals
982,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061538413,leaflets (printed works),,3=high confidence,31735061538413,"""the truth about communism!"",",,1930,,university of pittsburgh,4.0,86.0,text,archival document
983,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066249081,serials (publications),songbooks​,3=high confidence,31735066249081,"sing out!,",,1952-09,,university of pittsburgh,24.0,63.0,text,archival document
984,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061539072,pamphlets,,3=high confidence,31735061539072,"the trade union unity league, its program, structure, methods and history",,,,university of pittsburgh,6.0,51.0,text,archival document
985,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150264,serials (publications),periodicals​,3=high confidence,31735065150264,mine mill union; union; mine-mill union; sindicato,,,1959-01,university of pittsburgh,,,text,periodical; periodicals.; periodicals
986,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354780,serials (publications),periodicals​,3=high confidence,31735068354780,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1952-10-06,university of pittsburgh,,,text,periodical; periodicals.; periodicals
987,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913263,serials (publications),periodicals​,3=high confidence,31735067913263,mine mill union; union; mine-mill union; sindicato,,,1966-05,university of pittsburgh,,,text,periodical; periodicals.; periodicals
988,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540385,pamphlets​,,3=high confidence,31735061540385,"the kefauver committee and the pete panto murder, by michael singer,",,1951-05,,university of pittsburgh,4.0,120.0,text,archival document
989,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482712,photographs​,,3=high confidence,31735060482712,"""why?"" protest",,,,university of pittsburgh,12.0,49.0,still image,archival document
990,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735047451053,leaflets (printed works),,3=high confidence,31735047451053,"""ue - the union for ge lamp workers!""",,,,university of pittsburgh,,108.0,text,archival document
991,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657403,pamphlets,,3=high confidence,31735061657403,end mccarrasnism on this we stand together,,,,university of pittsburgh,2.0,82.0,text,archival document
992,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538553,pamphlets​,,3=high confidence,31735061538553,"the coming american revolution, by james p. cannon,",,1947-04,,university of pittsburgh,11.0,106.0,text,archival document
993,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061544544,broadsides (notices),,3=high confidence,31735061544544,"""soldiers, sailors and socialism""",,,,university of pittsburgh,11.0,17.0,text,archival document
994,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657908,pamphlets,,2= moderate confidence,31735061657908,"13 communists speak to the court,",,1953-03,,university of pittsburgh,2.0,107.0,text,archival document
995,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659581,pamphlets​,,3=high confidence,31735061659581,"""invitation to join the communist party"", by robert minor,",,1943-02,,university of pittsburgh,3.0,27.0,text,archival document
996,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656751,pamphlets​,,3=high confidence,31735061656751,"from korean truce to world peace, by robert mann",,,,university of pittsburgh,1.0,164.0,text,archival document
997,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482688,pamphlets​,,3=high confidence,31735060482688,"the cruel and unusual punishment of henry winston, by mike newberry",,,,university of pittsburgh,1.0,18.0,text,archival document
998,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539601,pamphlets​,,3=high confidence,31735061539601,"""who fights for a free cuba?"", by martin kaye and louise perry",,,,university of pittsburgh,7.0,65.0,text,archival document
999,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656934,pamphlets​,,3=high confidence,31735061656934,"the mine mill conspiracy case, by sidney lens",,,,university of pittsburgh,2.0,4.0,text,archival document
1000,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655532,serials (publications),newsletters​,3=high confidence,31735051655532,"lc news letter vol. 2, no. 3,",,1940-03,,university of pittsburgh,14.0,16.0,text,archival document
1001,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061539692,pamphlets,,3=high confidence,31735061539692,15 years of the communist international,,,,university of pittsburgh,7.0,17.0,text,archival document
1002,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658641,pamphlets​,,3=high confidence,31735061658641,"""in the dungeons of mussolini"", by carlo rossi,",,1936-03,,university of pittsburgh,3.0,129.0,text,archival document
1003,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658427,pamphlets​,,3=high confidence,31735061658427,"""the real father coughlin"", by a.b. magil,",,1939-05,,university of pittsburgh,3.0,89.0,text,archival document
1004,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655597,leaflets (printed works),,3=high confidence,31735061655597,"""negro workers! white workers! organize and fight against lynching!"" flyer,",,1930,,university of pittsburgh,1.0,75.0,text,archival document
1005,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061660035,pamphlets​,,3=high confidence,31735061660035,"""life in the u.s. army"", by walter trumbull",,,,university of pittsburgh,3.0,32.0,text,archival document
1006,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068355233,serials (publications),periodicals​,3=high confidence,31735068355233,mine mill union; union; mine-mill union; sindicato,,,1964-04,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1007,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735051655201,serials (publications),,3=high confidence,31735051655201,anti-imperialist peoples' communique,,1972-06-19,,university of pittsburgh,14.0,30.0,text,archival document
1008,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657239,pamphlets,,3=high confidence,31735061657239,for abolition of the inquisitorial committees of congress,,,,university of pittsburgh,2.0,52.0,text,archival document
1009,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482993,photographs​,,3=high confidence,31735060482993,"""communists trial defendants join picket line""",,1949-06-07,,university of pittsburgh,2.0,113.0,still image,archival document
1010,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540195,comics (documents),,,31735061540195,"""trashman the avenger"" comic",,,,university of pittsburgh,7.0,132.0,text,archival document
1011,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586925,serials (publications),periodicals​,3=high confidence,31735061586925,"punchin' out with the mill hunk herald,",,,,university of pittsburgh,6.0,75.0,text,archival document
1012,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537902,pamphlets​,,3=high confidence,31735061537902,"crisis in palestine, by moses miller,",,1946-09,,university of pittsburgh,5.0,76.0,text,archival document
1013,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543694,​fliers,,3=high confidence,31735061543694,a flyer from the young progressives of ohio,,,,university of pittsburgh,10.0,33.0,text,archival document
1014,Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061656272,leaflets (printed works),,3=high confidence,31735061656272,"""hell in the heavens"",",,1931-06,,university of pittsburgh,1.0,174.0,text,archival document
1015,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450444,serials (publications),newspaper​s,3=high confidence,31735047450444,"afl-cio news vol. 30 no. 20,",,1985-05,,university of pittsburgh,37.0,37.0,text,archival document
1016,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061655878,papers (documents),,2= moderate confidence,31735061655878,"""theoretical aspects of the negro question in the united states""",,,,university of pittsburgh,1.0,67.0,text,archival document
1017,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655946,​fliers,,3=high confidence,31735051655946,"""calendar of a frame-up"" flyer,",,1971,,university of pittsburgh,13.0,24.0,text,archival document
1018,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658559,pamphlets​,,3=high confidence,31735061658559,"""the watson-parker law"", the latest scheme to hamstring railroad unionism, by william z. foster,",,1927,,university of pittsburgh,3.0,104.0,text,archival document
1019,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539676,pamphlets​,,3=high confidence,31735061539676,"what about russia?, an honest reply to honest questions, by anna louise strong",,,,university of pittsburgh,7.0,39.0,text,archival document
1020,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657346,pamphlets​,,3=high confidence,31735061657346,"in danger, the right to speak for peace, by harold spencer",,,,university of pittsburgh,2.0,29.0,text,archival document
1021,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539411,pamphlets​,,3=high confidence,31735061539411,"the revolutionary crisis of 1918-1921 in germany, england, italy and france, by william foster",,,,university of pittsburgh,7.0,14.0,text,archival document
1022,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537233,photographs​,,3=high confidence,31735061537233,"police dispersing communist demonstrators in sacramento, ca.,",,1934-04-24,,university of pittsburgh,4.0,153.0,still image,archival document
1023,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659565,pamphlets​,,3=high confidence,31735061659565,"""the trotskyite fifth column in the labor movement"", by george morris,",,1945-01,,university of pittsburgh,3.0,51.0,text,archival document
1024,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061656942,pamphlets,,3=high confidence,31735061656942,"""jailed for fighting franco, free them!""",,,,university of pittsburgh,2.0,39.0,text,archival document
1025,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150694,serials (publications),periodicals​,3=high confidence,31735065150694,mine mill union; union; mine-mill union; sindicato,,,1954-06-07,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1026,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658104,pamphlets​,,3=high confidence,31735061658104,"report on the denial of labor and civil rights in hudson county, new jersey,",,1937-02,,university of pittsburgh,2.0,102.0,text,archival document
1027,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659698,pamphlets​,,3=high confidence,31735061659698,"""1948 election platform of the communist party"",",,1948,,university of pittsburgh,3.0,6.0,text,archival document
1028,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061660043,pamphlets​,,3=high confidence,31735061660043,"""my side of the story"", the statement the newspapers refused to print, by gerhart eisler,",,1947-03,,university of pittsburgh,3.0,118.0,text,archival document
1029,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061658450,pamphlets,,3=high confidence,31735061658450,"""may day"", 1886: 8 hour work day, 1959:6 hour work day,",,1959,,university of pittsburgh,3.0,73.0,text,archival document
1030,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354624,serials (publications),periodicals​,3=high confidence,31735068354624,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1951-09-24,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1031,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061655787,books,,3=high confidence,31735061655787,the communist position on the negro question,,,,university of pittsburgh,1.0,52.0,text,archival document
1032,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061538926,books,,2= moderate confidence,31735061538926,"""smashing chains, labor struggles in pictures""",,,,university of pittsburgh,14.0,13.0,text,archival document
1033,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070072636,serials (publications),newspaper​s,3=high confidence,31735070072636,"political action; political action (milwaukee, wis.)",,,1911-07-29,university of pittsburgh,,,text,newspapers; newspapers.; newspaper
1034,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735051655276,books,,2= moderate confidence,31735051655276,"""studies in socialism: what is yours and how to get it"" h.l. riggs,",,1910-10,,university of pittsburgh,14.0,65.0,text,archival document
1035,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450907,leaflets (printed works),,3=high confidence,31735047450907,"""the old shell game"" pamphlet",,,,university of pittsburgh,37.0,93.0,text,archival document
1036,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735051655151,pamphlets,,3=high confidence,31735051655151,"""my friends"" native son,",,1940,,university of pittsburgh,13.0,26.0,text,archival document
1037,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540047,leaflets (printed works),,3=high confidence,31735061540047,"flyer for consumer/citizens party,",,1978,,university of pittsburgh,1.0,203.0,text,archival document
1038,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061587006,serials (publications),periodicals​,3=high confidence,31735061587006,"punchin' out with the mill hunk herald,",,1986-09,,university of pittsburgh,6.0,83.0,text,archival document
1039,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354764,serials (publications),periodicals​,3=high confidence,31735068354764,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1952-10-20,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1040,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150280,serials (publications),periodicals​,3=high confidence,31735065150280,mine mill union; union; mine-mill union; sindicato,,,1959-03,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1041,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542415,leaflets (printed works),,3=high confidence,31735061542415,"""high school conference of peace"" flyer",,,,university of pittsburgh,11.0,189.0,text,archival document
1042,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659425,pamphlets​,,3=high confidence,31735061659425,"""coal miners and the war"", by elizabeth gurley flynn,",,1942-08,,university of pittsburgh,3.0,31.0,text,archival document
1043,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061537373,books,,3=high confidence,31735061537373,"""the constitution of the communist party of the united states of america""",,,,university of pittsburgh,4.0,54.0,text,archival document
1044,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537548,pamphlets​,,3=high confidence,31735061537548,"""communists and the trade unions"", by roy hudson,",,1943-10,,university of pittsburgh,4.0,74.0,text,archival document
1045,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539551,pamphlets​,,3=high confidence,31735061539551,"the road to woman's freedom, by k. kirsanova,",,1935-01,,university of pittsburgh,7.0,42.0,text,archival document
1046,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449214,serials (publications),newspaper​s,2= moderate confidence,31735047449214,"coal field defender vol. 3 no. 4,",,1980-08,,university of pittsburgh,37.0,23.0,text,archival document
1047,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451657,​fliers,,3=high confidence,31735047451657,"""heni sutisna + aslam hidayat: indonesian garment workers speak out"" flyer,",,,,university of pittsburgh,38.0,9.0,text,archival document
1048,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659078,pamphlets​,,3=high confidence,31735061659078,"""the reds in dixie"", who are the communists and what do they fight for in the south?, by tom johnson,",,1935-03,,university of pittsburgh,4.0,20.0,text,archival document
1049,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150389,serials (publications),periodicals​,3=high confidence,31735065150389,mine mill union; union; mine-mill union; sindicato,,,1954-03-01,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1050,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658419,photographs​,,3=high confidence,31735061658419,"photograph of a demonstration to ""free tom mooney"",",,1936-05-01,,university of pittsburgh,4.0,166.0,text,archival document
1051,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065149993,serials (publications),periodicals​,3=high confidence,31735065149993,mine mill union; union; mine-mill union; sindicato,,,1961-08,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1052,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540328,pamphlets​,,3=high confidence,31735061540328,"unfinished revolution, by tom kahn,",,1960,,university of pittsburgh,1.0,121.0,text,archival document
1053,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061538603,stickers theater programs,,3=high confidence,31735061538603,"""for a real alternative vote socialist, dobbs for president, weiss for vice-president, students for dobbs and weiss"" sticker",,,,university of pittsburgh,11.0,111.0,text,archival document
1054,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913073,serials (publications),periodicals​,3=high confidence,31735067913073,mine mill union; union; mine-mill union; sindicato,,,1965-01,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1055,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658583,pamphlets​,,3=high confidence,31735061658583,"""the black legion rides"", by george morris,",,1936-08,,university of pittsburgh,3.0,93.0,text,archival document
1056,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228465,songbooks​,,3=high confidence,31735066228465,"""socialist songs with music"", compiled by charles h. kerr,",,1906,,university of pittsburgh,11.0,13.0,text,archival document
1057,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047448919,serials (publications),newspaper​s,2= moderate confidence,31735047448919,"pittburgh fair witness vol. 2, no. 10,",,1971-08/1971-09,,university of pittsburgh,37.0,162.0,text,archival document
1058,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354590,serials (publications),periodicals​,3=high confidence,31735068354590,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1951-11-05,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1059,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913214,serials (publications),periodicals​,3=high confidence,31735067913214,mine mill union; union; mine-mill union; sindicato,,,1966-10,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1060,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150074,serials (publications),periodicals​,3=high confidence,31735065150074,mine mill union; union; mine-mill union; sindicato,,,1960-02,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1061,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061539262,reports,,3=high confidence,31735061539262,wyndham mortimer meets the soviet auto workers,,,,university of pittsburgh,7.0,24.0,text,archival document
1062,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655654,​fliers,,3=high confidence,31735061655654,"""black party founding convention"" flyer,",,1980,,university of pittsburgh,1.0,25.0,text,archival document
1063,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057074,serials (publications),newspaper​s,3=high confidence,31735070057074,"political action; political action (milwaukee, wis.)",,,1911-08-19,university of pittsburgh,,,text,newspapers; newspapers.; newspaper
1064,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538363,pamphlets​,,3=high confidence,31735061538363,"the steel workers and the fight for labor's rights, by william z. foster,",,1952-06,,university of pittsburgh,6.0,30.0,text,archival document
1065,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061656652,reports,,3=high confidence,31735061656652,"the world congress against war,",,1932-08-27/1932-08-29,,university of pittsburgh,1.0,146.0,text,archival document
1066,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061659813,pamphlets,,3=high confidence,31735061659813,"""what the people of texas need"", the communist program for the lone star state",,,,university of pittsburgh,3.0,9.0,text,archival document
1067,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659482,pamphlets​,,3=high confidence,31735061659482,"""labor and the menace of goldwaterism"", by george morris,",,1964-09,,university of pittsburgh,3.0,49.0,text,archival document
1068,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194352,leaflets (printed works),,2= moderate confidence,31735058194352,"""motion picture workers: keep your eye on the ball the eight ball you are behind it!"" pamphlet,",,1947,,university of pittsburgh,4.0,106.0,text,archival document
1069,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150041,serials (publications),periodicals​,3=high confidence,31735065150041,mine mill union; union; mine-mill union; sindicato,,,1961-11,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1070,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539031,serials (publications),,3=high confidence,31735061539031,"high time,",,1939-01,,university of pittsburgh,13.0,64.0,text,archival document
1071,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057389,serials (publications),newspaper​s,3=high confidence,31735070057389,"political action; political action (milwaukee, wis.)",,,1912-04-06,university of pittsburgh,,,text,newspapers; newspapers.; newspaper
1072,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540286,serials (publications),,3=high confidence,31735061540286,"libertat, butletti interior d'informancio de la associacio catalana d'ex-presos politics,",,1978-05/1978-06,,university of pittsburgh,13.0,29.0,text,archival document
1073,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061657767,pamphlets,,2= moderate confidence,31735061657767,"the constitution and by-laws of the communist party of the united states of america,",,1938-08,,university of pittsburgh,2.0,148.0,text,archival document
1074,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538637,pamphlets​,,3=high confidence,31735061538637,"american workers need a labor party, by joseph hansen,",,1944-11,,university of pittsburgh,11.0,112.0,text,archival document
1075,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658179,pamphlets​,,3=high confidence,31735061658179,"""i didn't raise my boy to be a solider-for wall street"", by elizabeth gurley flynn,",,1940-02,,university of pittsburgh,3.0,79.0,text,archival document
1076,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061656306,pamphlets,,2= moderate confidence,31735061656306,"""meet your local merchant of death"", compiled by narmic,",,1977-06,,university of pittsburgh,1.0,155.0,text,archival document
1077,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543587,pamphlets​,,3=high confidence,31735061543587,"""an appeal to the young"", by p. kropotkin",,,,university of pittsburgh,10.0,65.0,text,archival document
1078,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397665,serials (publications),newsletters​,3=high confidence,31735059397665,"drum: walter reuther is dead and so is the u.a.w. contract,",,1970,,university of pittsburgh,1.0,106.0,text,archival document
1079,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655391,pamphlets​,,3=high confidence,31735051655391,"""studies in socialism"" pamphlet,",,1906/1907,,university of pittsburgh,14.0,69.0,text,archival document
1080,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735066228853,books,,3=high confidence,31735066228853,"protection of motherhood and childhood in the soviet union,",,1933,,university of pittsburgh,7.0,46.0,text,archival document
1081,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657593,pamphlets​,,3=high confidence,31735061657593,"no jobs today, a story of a young worker in pictures, by phil bard",,,,university of pittsburgh,2.0,137.0,text,archival document
1082,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537613,pamphlets​,,3=high confidence,31735061537613,"""the fascist danger and how to combat it"", by eugene dennis,",,1948-08,,university of pittsburgh,4.0,67.0,text,archival document
1083,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397491,serials (publications),periodicals​,3=high confidence,31735059397491,"student review,",,1935-10,,university of pittsburgh,4.0,104.0,text,archival document
1084,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061659144,programs (documents),,3=high confidence,31735061659144,"""15th national student congress, august 19- august 30, 1962""",,,,university of pittsburgh,3.0,153.0,text,archival document
1085,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057280,serials (publications),newspaper​s,3=high confidence,31735070057280,"political action; political action (milwaukee, wis.)",,,1911-12-02,university of pittsburgh,,,text,newspapers; newspapers.; newspaper
1086,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735051655656,books,,3=high confidence,31735051655656,"the american foreign-born workers,",,1923,,university of pittsburgh,13.0,58.0,text,archival document
1087,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735060481847,editorials,,2= moderate confidence,31735060481847,elizabeth cady stanton on socialism,,,,university of pittsburgh,14.0,2.0,text,archival document
1088,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586958,serials (publications),periodicals​,3=high confidence,31735061586958,"punchin' out with the mill hunk herald,",,1983-03,,university of pittsburgh,6.0,78.0,text,archival document
1089,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539791,serials (publications),,3=high confidence,31735061539791,"the southern patriot,",,1958-11,,university of pittsburgh,8.0,22.0,text,archival document
1090,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451806,​fliers,,3=high confidence,31735047451806,"rainbow alliance ""identities: the acronym and beyond"" flyer",,,,university of pittsburgh,38.0,24.0,text,archival document
1091,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540740,correspondence,,3=high confidence,31735061540740,"letter from the national committee to defend the rights of south vietnamese students,",,1972-06-08,,university of pittsburgh,12.0,64.0,text,archival document
1092,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540526,pamphlets​,,3=high confidence,31735061540526,"""rich man poor man"", by ryllis alexander goslin & omar pancost goslin,",,1935,,university of pittsburgh,8.0,50.0,text,archival document
1093,Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061658070,photographs,,3=high confidence,31735061658070,"general view of the 1st annual national communist veterans encampment at turner's arena,",,1947-05-08,,university of pittsburgh,4.0,105.0,text,archival document
1094,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544668,pamphlets​,,3=high confidence,31735061544668,"""the new deal, a socialist analysis"", by norman thomas,",,1933-12-15,,university of pittsburgh,11.0,14.0,text,archival document
