assignee,link,identifier,title,date_created,date_issued,type_of_resource,genre,genre 2,level_of_confidence,note,, 
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061539270,31735061539270,Assorted American Congress/League for Peace and Democracy Documents,,,text,press releases,,1=slight confidence,"Info portion gives news, however the card seems more like a form",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354582,31735068354582,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18951,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913206,31735067913206,Mine-Mill union; Mine Mill union; Sindicato; Union,,24412,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150066,31735065150066,Mine-Mill union; Mine Mill union; Sindicato; Union,,21976,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058193917,31735058193917,"Alternative, V2. N2,",18172,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655647,31735061655647,"Negro Representation- A Step Towards Negro Freedom, by Pettis Perry,",19054,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061656918,31735061656918,"""Remove the Dagger! From the Heart of the Bill of Rights""",,,text,leaflets (printed works),,2= moderate confidence,Not quite sure why the last page is upside-down,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658591,31735061658591,"""The Elections and the Outlook for National Unity"", By Eugene Dennis,",16407,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354913,31735068354913,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19049,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544460,31735061544460,"""Radical America"", New York Rent Strike, Analysis and Comments by Activists, By James Weinstein,",1967-11/1967-12,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061540898,31735061540898,"Hear...Ludwig Renn, Chief of Staff of International Brigades,",1937,,text,fliers,,3=high confidence,Looks like a normal piece of paper but could also be a broadside given the length,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538611,31735061538611,"Turning Point in China, By Mao Tse-Tung,",17624,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194089,31735058194089,"""The Nelson Case: State Sedition Laws are Weapons of Anti-Labor, Anti-Negro, Anti-Semitic Repression"" Leaflet,",20210,,text,pamphlets​,,3=high confidence,"leaflet in title, but bound",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061660019,31735061660019,"""An Open Letter to all the Members of the Communist Party""",,,text,pamphlets​,,3=high confidence,,,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061656413,31735061656413,"To the Point...Of Production, An Interview with John Watson",,,text,pamphlets,,3=high confidence,"Price on back, says it's a pamphlet",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544353,31735061544353,"""Call to Action for Letters to Kennedy"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354889,31735068354889,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19105,text,serials (publications),periodicals​,3=high confidence,,,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061657072,31735061657072,"Creeping McCarthyism: Its Threat to Church, School and Press,",1953,,text,speeches (documents),,3=high confidence,Addresses an audience,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911432,31735067911432,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19658,text,serials (publications),periodicals​,3=high confidence,,,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735058194113,31735058194113,"Equal Justice,",15220,,text,newsletters,,2= moderate confidence,Notes on 2nd page that it is sent at regular intervals,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911572,31735067911572,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19441,text,serials (publications),periodicals​,3=high confidence,,,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735047449347,31735047449347,"""Join us!"" Worker's Education Local 189,",1979,,text,forms (documents),,1=slight confidence,"Because of the information on the back, it could also be a flier",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539403,31735061539403,"""Where France Begins"", What I Saw In Algiers, By Frank Pitcairn",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397699,31735059397699,"Drum: What Has Drum Done?,",1969,,text,serials (publications),newsletters​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544213,31735061544213,"""Socialist Party Platform""",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354558,31735068354558,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18629,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656553,31735061656553,"How to Keep America Out of War, by Kirby Page,",1939,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538751,31735061538751,"Red Pen,",13636,,text,serials (publications),,,,,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061537910,31735061537910,"""Constitution of the International Labor Defense""",,,text,executive orders,,2= moderate confidence,Constitutional rules may fall under executive orders but I'm not 100% sure,,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061543686,31735061543686,"""The Cold War and the Russian Bogeyman: A Socialist Analysis""",,,text,pamphlets,,3=high confidence,"Bound with staples, section for price on front",,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061658278,31735061658278,"""Is Anybody Pushing You Around?""",,,text,leaflets (printed works),,3=high confidence,"1 Page in 4 sections, folded",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539908,31735061539908,"""Rostow's Stages of Economic Growth through Escalation to Nuclear Destruction"", By Andre Gunder Frank",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061540187,31735061540187,"""Genetic Engineering"", Science and Society Series,",26969,,text,serials (publications),,1=slight confidence,"Scientific report, states that it's Number 3 in the series",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913347,31735067913347,Mine-Mill union; Mine Mill union; Sindicato; Union,,24624,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065151189,31735065151189,Mine-Mill union; Mine Mill union; Sindicato; Union,,16539,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657601,31735061657601,"The Meaning of the 9-Party Communist Conference, by William Z. Foster,",17472,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538934,31735061538934,"The Next Step In Britain, America and Ireland, Speeches and Reports By Gusev, Pollitt, Troy and Pringle",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655003,31735051655003,"General Meeting Campus Anti-Imperialist Coalition Flyer,",26359,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658625,31735061658625,"""Texas Survey"" Pamphlet",,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658443,31735061658443,"""The Jewish People and the War"", By Earl Browder,",14732,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655795,31735061655795,The Story of Discrimination in Government Pamphlet,,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657692,31735061657692,The Case of Claude Lightfoot,,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544429,31735061544429,Photograph of Students Protesting the Vietnam War,23850,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150249,31735065150249,Mine-Mill union; Mine Mill union; Sindicato; Union,,21732,text,serials (publications),periodicals​,3=high confidence,,,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735060481920,31735060481920,Francis Willard on Socialism,,,text,broadsides (notices),,3=high confidence,"Way longer than a normal piece of paper, 2 sided, meant to be given out",,
Joe Ducko,https://digital.library.pitt.edu/islandora/object/pitt:31735061539239,31735061539239,"""Draft Program and Purpose for 1939 As Submitted by the Executive Board to the National Congress"",",14234,,text,press releases,,1=slight confidence,"It is stated that this was ""as it was released"" to the board",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047448943,31735047448943,"Pennsylvania Labor History Society Notes Vol. 5 No. 1,",30225,,text,serials (publications),periodicals​,2= moderate confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735051655730,31735051655730,"This Administration Has Declared War On Americans,",1981,,text,fliers,,2= moderate confidence,"One page, advertisement for bus tickets to a march",,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061658948,31735061658948,"""Towards An American Student Union""",,,text,pamphlets,,1=slight confidence,"18 pages with a price on the front, but the front description calls the writing a ""report""",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057181,31735070057181,"Political action; Political action (Milwaukee, Wis.)",,4284,text,serials (publications),newspaper​s,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735051655557,31735051655557,"Criminology, Crimes and Criminals",,,text,pamphlets,,2= moderate confidence,"40 pages, prices are included in the back of the document",,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657379,31735061657379,"The Big Plot, Proof of the Justice Department's Plan to Jail 21, 105 Americans",,,text,pamphlets,,3=high confidence,Calls itself a pamphlet on page 11,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070075068,31735070075068,"Political action; Political action (Milwaukee, Wis.)",,4424,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655979,31735051655979,"Black Star, Vol. 1 No. 1,",1975,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150090,31735065150090,Mine-Mill union; Mine Mill union; Sindicato; Union,,22129,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354574,31735068354574,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18965,text,serials (publications),periodicals​,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657940,31735061657940,"""It is Later Than You Think..."" A Solemn Warning and Appeal to the People of Los Angeles County!",,,text,leaflets (printed works),,3=high confidence,"Calls itself a leaflet, folds out",,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735066228481,31735066228481,"Twenty Years of Social Pioneering,",1926,,text,serials (publications),,2= moderate confidence,"Fourteenth ""pamphlet"" in a series",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482837,31735060482837,Anti-War Silent Protest,,,still image,photographs​,,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061658567,31735061658567,"""The 'Foreign Agent' Hoax Exposed"",",17261,,text,leaflets (printed works),,3=high confidence,One folded piece of paper,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061539924,31735061539924,"""March for Economic Survival, Saturday-September 28, 1974",27261,,text,fliers,,3=high confidence,"One sheet, advertising a meeting",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655615,31735051655615,"""Protest Protest Protest Kirkpatrick Visit"" Flyer,",29702,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065149977,31735065149977,Mine-Mill union; Mine Mill union; Sindicato; Union,,22555,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659268,31735061659268,"The Communist,",7469,,text,serials (publications),,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061538918,31735061538918,"""Resolution of the Free Tom Mooney Congress""",,,text,papers (documents),,1=slight confidence,Not normal page sizes,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911457,31735067911457,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19630,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657270,31735061657270,"Hate Groups and the Un-American Activities Committee, by David Wesley,",1962,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542696,31735061542696,People's Coalition for Peace & Justice Pamphlet,,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194311,31735058194311,"Promotional Letter for the Llano Colonist,",1925,,text,correspondence,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542860,31735061542860,"""Highlander Center: An Approach to Culture and Social Change"" Pamphlet",,,text,pamphlets​,,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061656611,31735061656611,"""Proposed Draft of Revised Constitution of the American League for Peace and Democracy for Discussion at the Congress""",,,text,constitutions,,3=high confidence,Calls itself a constitution in the title,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540138,31735061540138,"""Religion Today in the U.S.S.R."", By Rev. William Howard Melish",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658609,31735061658609,"""Hamtrack Municipal Election of 1934"" Pamphlet,",1934,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150199,31735065150199,Mine-Mill union; Mine Mill union; Sindicato; Union,,21824,text,serials (publications),periodicals​,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061538413,31735061538413,"""The Truth About Communism!"",",1930,,text,leaflets (printed works),,3=high confidence,One folded piece of paper,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066249081,31735066249081,"Sing Out!,",19238,,text,serials (publications),songbooks​,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061539072,31735061539072,"The Trade Union Unity League, Its Program, Structure, Methods and History",,,text,pamphlets,,3=high confidence,52 pages with price on the front,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150264,31735065150264,Mine-Mill union; Mine Mill union; Sindicato; Union,,21551,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354780,31735068354780,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19273,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913263,31735067913263,Mine-Mill union; Mine Mill union; Sindicato; Union,,24228,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540385,31735061540385,"The Kefauver Committee and the Pete Panto Murder, By Michael Singer,",18749,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482712,31735060482712,"""Why?"" Protest",,,still image,photographs​,,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735047451053,31735047451053,"""UE - The Union for GE Lamp Workers!""",,,text,leaflets (printed works),,3=high confidence,One folded piece of paper,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657403,31735061657403,End McCarrasnism on this we Stand Together,,,text,pamphlets,,3=high confidence,"40 pages, price on the front",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538553,31735061538553,"The Coming American Revolution, By James P. Cannon,",17258,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061544544,31735061544544,"""Soldiers, Sailors and Socialism""",,,text,broadsides (notices),,3=high confidence,"One sheet, longer than a flier, lot of text",,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657908,31735061657908,"13 Communists Speak to the Court,",19419,,text,pamphlets,,2= moderate confidence,"Calls itself a pamphlet, has price on the front, but longer than 80 pages",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659581,31735061659581,"""Invitation to Join the Communist Party"", By Robert Minor,",15738,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656751,31735061656751,"From Korean Truce to World Peace, by Robert Mann",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482688,31735060482688,"The Cruel and Unusual Punishment of Henry Winston, by Mike Newberry",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539601,31735061539601,"""Who Fights for a Free Cuba?"", By Martin Kaye and Louise Perry",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656934,31735061656934,"The Mine Mill Conspiracy Case, by Sidney Lens",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655532,31735051655532,"LC News Letter Vol. 2, No. 3,",14671,,text,serials (publications),newsletters​,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061539692,31735061539692,15 Years of the Communist International,,,text,pamphlets,,3=high confidence,"52 pages, price on the front",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658641,31735061658641,"""In the Dungeons of Mussolini"", By Carlo Rossi,",13210,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658427,31735061658427,"""The Real Father Coughlin"", By A.B. Magil,",14366,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655597,31735061655597,"""Negro Workers! White Workers! Organize and Fight Against Lynching!"" Flyer,",1930,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061660035,31735061660035,"""Life in the U.S. Army"", By Walter Trumbull",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068355233,31735068355233,Mine-Mill union; Mine Mill union; Sindicato; Union,,23468,text,serials (publications),periodicals​,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735051655201,31735051655201,Anti-Imperialist Peoples' Communique,26469,,text,serials (publications),,3=high confidence,"Volume I, Number 1",,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061657239,31735061657239,For Abolition of the Inquisitorial Committees of Congress,,,text,pamphlets,,3=high confidence,"Calls itself a pamhlet, 20 pages",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482993,31735060482993,"""Communists Trial Defendants Join Picket Line""",18056,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540195,31735061540195,"""Trashman the Avenger"" Comic",,,text,comics (documents),,,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586925,31735061586925,"Punchin' Out with the Mill Hunk Herald,",,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537902,31735061537902,"Crisis in Palestine, By Moses Miller,",17046,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543694,31735061543694,A Flyer from the Young Progressives of Ohio,,,text,​fliers,,3=high confidence,,,
Sara Hamilton,https://digital.library.pitt.edu/islandora/object/pitt:31735061656272,31735061656272,"""Hell in the Heavens"",",11475,,text,leaflets (printed works),,3=high confidence,"One sheet, folded",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450444,31735047450444,"AFL-CIO News Vol. 30 No. 20,",31168,,text,serials (publications),newspaper​s,3=high confidence,could be serials or periodicals,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061655878,31735061655878,"""Theoretical Aspects of the Negro Question in the United States""",,,text,papers (documents),,2= moderate confidence,"length, feels more like a magazine or book.",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655946,31735051655946,"""Calendar of a Frame-Up"" Flyer,",1971,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658559,31735061658559,"""The Watson-Parker Law"", The Latest Scheme to Hamstring Railroad Unionism, By William Z. Foster,",1927,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539676,31735061539676,"What About Russia?, An Honest Reply to Honest Questions, By Anna Louise Strong",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657346,31735061657346,"In Danger, The Right to Speak for Peace, by Harold Spencer",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539411,31735061539411,"The Revolutionary Crisis of 1918-1921 in Germany, England, Italy and France, By William Foster",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537233,31735061537233,"Police Dispersing Communist Demonstrators in Sacramento, CA.,",12533,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659565,31735061659565,"""The Trotskyite Fifth Column in the Labor Movement"", By George Morris,",16438,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061656942,31735061656942,"""Jailed for Fighting Franco, Free Them!""",,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150694,31735065150694,Mine-Mill union; Mine Mill union; Sindicato; Union,,19882,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658104,31735061658104,"Report on the Denial of Labor and Civil Rights in Hudson County, New Jersey,",13547,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659698,31735061659698,"""1948 Election Platform of the Communist Party"",",1948,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061660043,31735061660043,"""My Side of the Story"", The Statement the newspaper Refused to Print, By Gerhart Eisler,",17227,,text,pamphlets​,,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061658450,31735061658450,"""May Day"", 1886: 8 Hour Work Day, 1959:6 Hour Work Day,",1959,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354624,31735068354624,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18895,text,serials (publications),periodicals​,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061655787,31735061655787,The Communist Position on the Negro Question,,,text,books,,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735061538926,31735061538926,"""Smashing Chains, Labor Struggles in Pictures""",,,text,books,,2= moderate confidence,"Lots of pictures inside, little text",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070072636,31735070072636,"Political action; Political action (Milwaukee, Wis.)",,4228,text,serials (publications),newspaper​s,3=high confidence,,,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735051655276,31735051655276,"""Studies in Socialism: What is Yours and How to Get it"" H.L. Riggs,",3927,,text,books,,2= moderate confidence,Formatting at top of first page looks magazine like,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450907,31735047450907,"""The Old Shell Game"" Pamphlet",,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Alexis Harold,https://digital.library.pitt.edu/islandora/object/pitt:31735051655151,31735051655151,"""My Friends"" Native Son,",1940,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540047,31735061540047,"Flyer for Consumer/Citizens Party,",1978,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061587006,31735061587006,"Punchin' Out with the Mill Hunk Herald,",31656,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354764,31735068354764,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19287,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150280,31735065150280,Mine-Mill union; Mine Mill union; Sindicato; Union,,21610,text,serials (publications),periodicals​,3=high confidence,,,
